clusterID	N	coord	gene	annotation	FDR
clu_19041_-	2	chr3:149076047-149084682	HLTF	annotated	0.0271
clu_14571_-	3	chr8:112265590-112281174	CSMD3	cryptic	0.0271
clu_123556_+	2	chr10:73769733-73769836	SEC24C	cryptic	0.0274
clu_108946_-	2	chr12:308005-309803	KDM5A	cryptic	0.0274
clu_75697_+	2	chr9:128286033-128313830	SWI5	cryptic	0.0274
clu_43841_+	4	chr12:69532056-69562180	FRS2	annotated	0.0275
clu_145222_+	2	chr17:16000245-16001915	TTC19	annotated	0.0275
clu_17901_-	2	chr3:68988381-68988506	EOGT	cryptic	0.0275
clu_18354_-	2	chr3:114801174-114900304	ZBTB20	annotated	0.0275
clu_78689_-	3	chr13:51939193-51942386	ATP7B	cryptic	0.0277
clu_75159_+	2	chr9:105385502-105438281	SLC44A1	annotated	0.0277
clu_96751_?	2	chr1:9749646-9749764	CLSTN1	cryptic	0.0278
clu_25799_-	4	chr5:180119444-180121060	RASGEF1C	cryptic	0.0279
clu_103240_+	4	chr6:157148951-157167040	ARID1B	annotated	0.0279
clu_136177_+	5	chr14:52553591-52598272	GPR137C	cryptic	0.0282
clu_125711_+	3	chr15:43192803-43194415	CCNDBP1	annotated	0.0282
clu_164424_+	16	chr7:64794571-64851799	ZNF138	cryptic	0.0282
clu_43771_+	5	chr12:66310608-66318638	HELB	cryptic	0.0285
clu_87450_-	5	chr17:81260394-81275969	SLC38A10	cryptic	0.0289
clu_15549_+	4	chr18:14227760-14234687	ANKRD20A5P	cryptic	0.0289
clu_145576_+	5	chr17:28360847-28381203	TMEM199	cryptic	0.029
clu_153207_-	3	chr4:138180790-138183202	SLC7A11	annotated	0.029
clu_68114_+	3	chr5:69393500-69400049	RAD17	cryptic	0.0292
clu_156324_-	8	chr10:95384285-95397220	SORBS1	cryptic	0.0293
clu_134461_-	3	chr6:99410925-99412551	PNISR	cryptic	0.0293
clu_43894_+	3	chr12:71556690-71559586	LGR5	cryptic	0.0294
clu_120106_-	4	chr1:148533248-148551153	NBPF14	annotated	0.0296
clu_72036_-	2	chr14:22905221-22905336	RBM23	annotated	0.0297
clu_21543_+	3	chr16:30961537-30964094	SETD1A	cryptic	0.0297
clu_121848_-	4	chr1:225862347-225862463	TMEM63A	cryptic	0.0299
clu_105105_+	3	chr4:113373449-113381457	ANK2	annotated	0.0299
clu_57224_+	2	chr1:243426558-243489014	SDCCAG8	annotated	0.03
clu_32251_-	3	chr16:88723971-88725416	PIEZO1	annotated	0.0302
clu_152328_-	3	chr4:56648797-56655857	HOPX	annotated	0.0303
clu_152939_-	4	chr4:107701285-107720120	PAPSS1	cryptic	0.0303
clu_145958_+	2	chr17:34994431-34996064	LIG3	cryptic	0.0306
clu_2828_-	6	chr22:25354812-25375813	LRP5L	cryptic	0.0306
clu_89601_-	4	chr18:756835-812670	YES1	cryptic	0.031
clu_23379_-	3	chr5:22078862-22212498	CDH12	cryptic	0.031
clu_165230_+	4	chr7:90300059-90304744	CFAP69	cryptic	0.0313
clu_145279_+	7	chr17:16720658-16734690	CCDC144A	cryptic	0.0315
clu_29348_+	2	chr20:49863067-49864739	SLC9A8	cryptic	0.0317
clu_34298_+	10	chr13:28177935-28256292	PAN3	cryptic	0.032
clu_24682_-	4	chr5:124539512-124639133	ZNF608	cryptic	0.0321
clu_84560_-	3	chr17:6610160-6620788	KIAA0753	annotated	0.0322
clu_9694_-	2	chr15:50648885-50657781	TRPM7	cryptic	0.0324
clu_43198_+	2	chr12:49633661-49633886	PRPF40B	cryptic	0.0327
clu_89582_-	5	chr18:333143-346295	COLEC12	cryptic	0.0328
clu_48147_-	5	chr2:94796018-94806341	.	annotated	0.0332
clu_56574_+	3	chr1:207785682-207793519	CD46	annotated	0.0333
clu_81061_+	3	chr3:93706450-93712224	.	annotated	0.0333
clu_105831_+	5	chr4:181447772-181739487	.	annotated	0.0333
clu_38540_+	2	chrY:12843193-12846333	USP9Y	cryptic	0.0333
clu_120002_-	5	chr1:146121664-146127028	NBPF10	cryptic	0.0336
clu_31326_-	5	chr16:53500329-53504329	AKTIP	cryptic	0.0337
clu_18317_-	11	chr3:113330668-113358745	CFAP44	cryptic	0.0339
clu_120960_-	25	chr1:172370311-172456389	PIGC	cryptic	0.034
clu_19162_-	5	chr3:157146607-157149485	CCNL1	cryptic	0.034
clu_81616_+	3	chr3:131027006-131029613	NEK11	annotated	0.034
clu_86425_-	4	chr17:55403868-55411257	MMD	cryptic	0.0343
clu_133126_-	4	chr6:15533395-15615267	DTNBP1	cryptic	0.0347
clu_42789_+	6	chr12:22409407-22585606	.	annotated	0.0348
clu_30978_-	7	chr16:29446922-29454016	RP11-345J4.5	cryptic	0.0348
clu_31783_-	3	chr16:70866329-70872037	HYDIN	cryptic	0.0348
clu_114338_+	5	chr19:35345126-35346151	CD22	cryptic	0.0348
clu_108645_+	3	chr8:141180854-141185139	DENND3	cryptic	0.0348
clu_14876_-	2	chr8:139731222-139731979	TRAPPC9	cryptic	0.0348
clu_30547_-	2	chr16:18341712-18348489	RP11-1212A22.1	cryptic	0.0351
clu_148016_+	2	chr17:82520307-82563354	FOXK2	annotated	0.0351
clu_59993_-	3	chr19:6391974-6392857	GTF2F1	annotated	0.0351
clu_72150_-	3	chr14:24186979-24187400	IPO4	cryptic	0.0352
clu_28923_+	2	chr20:35557109-35557217	ERGIC3	cryptic	0.0352
clu_68176_+	2	chr5:71501653-71502599	BDP1	cryptic	0.0352
clu_82532_+	2	chr3:188524787-188609161	LPP	annotated	0.0354
clu_116417_-	4	chr1:1223968-1231892	SDF4	cryptic	0.0357
clu_118308_-	5	chr1:46188980-46189484	POMGNT1	cryptic	0.0357
clu_118342_-	2	chr1:46708051-46716295	EFCAB14	cryptic	0.0357
clu_108875_+	3	chr8:144498840-144498949	PPP1R16A	cryptic	0.0359
clu_22676_+	7	chr16:85799752-85804941	COX4I1	annotated	0.0361
clu_101049_+	5	chr6:28271934-28272670	ZSCAN26	cryptic	0.0361
clu_34676_+	3	chr13:51222569-51231348	FAM124A	cryptic	0.0362
clu_55594_+	4	chr1:161592242-161599630	FCGR2C	annotated	0.0363
clu_6438_-	3	chr11:113760368-113760513	ZW10	cryptic	0.0364
clu_15548_+	3	chr18:14220092-14227611	ANKRD20A5P	cryptic	0.0364
clu_16010_+	4	chr18:56758953-56779431	WDR7	cryptic	0.0364
clu_76172_+	5	chr9:134401882-134408154	RXRA	cryptic	0.0364
clu_146823_+	2	chr17:55073076-55078078	STXBP4	cryptic	0.0366
clu_71552_-	2	chr20:50889957-50902017	ADNP	cryptic	0.0366
clu_39653_-	6	chr9:14672889-14680033	ZDHHC21	cryptic	0.0366
clu_122359_-	3	chr1:248816884-248824753	SH3BP5L	cryptic	0.0368
clu_40980_-	2	chr9:108893083-108893943	IKBKAP	cryptic	0.0368
clu_61613_-	4	chr19:36316070-36321300	LINC00665	cryptic	0.0369
clu_105297_+	2	chr4:127965606-127982939	ABHD18	annotated	0.0369
clu_9109_-	3	chr15:32526978-32528532	RP11-632K20.7	cryptic	0.037
clu_64446_+	3	chr22:46268591-46272335	TTC38	annotated	0.037
clu_116094_+	6	chr19:56393676-56397881	ZNF582-AS1	cryptic	0.0372
clu_113071_+	3	chr19:11848930-11866537	ZNF439	cryptic	0.0373
clu_124195_+	2	chr10:101037431-101038643	SFXN3	annotated	0.0376
clu_74703_+	2	chr9:78236603-78240023	CEP78	annotated	0.0378
clu_51506_+	3	chr1:19655200-19656866	NBL1	cryptic	0.0379
clu_15825_+	5	chr18:36138426-36141137	ELP2	annotated	0.0379
clu_118966_-	3	chr1:88955225-88961381	KYAT3	cryptic	0.038
clu_125615_+	3	chr15:41813101-41813621	MAPKBP1	annotated	0.038
clu_130097_+	14	chr2:96010732-96021125	FAHD2CP	cryptic	0.038
clu_71274_-	5	chr20:38006397-38033404	TTI1	cryptic	0.038
clu_102777_+	3	chr6:126038925-126174825	.	annotated	0.038
clu_85867_-	2	chr17:42955224-42955842	PTGES3L-AARSD1	annotated	0.0381
clu_108089_+	4	chr8:88851500-88873693	.	annotated	0.0382
clu_42487_+	3	chr12:8194796-8196257	FAM66C	annotated	0.0383
clu_78161_-	3	chr13:24455212-24459044	PARP4	cryptic	0.0383
clu_129669_+	9	chr2:73386192-73419130	ALMS1	cryptic	0.0386
clu_19604_-	3	chr3:187733698-187734869	BCL6	cryptic	0.0387
clu_117733_-	11	chr1:31668855-31671615	COL16A1	cryptic	0.0388
clu_54030_+	2	chr1:120830495-120837249	.	annotated	0.0391
clu_30322_-	3	chr16:10528274-10537928	EMP2	cryptic	0.0391
clu_19741_-	4	chr3:195867016-195867361	TNK2	annotated	0.0392
clu_101474_+	3	chr6:39884069-39887486	DAAM2	annotated	0.0392
clu_164018_+	7	chr7:31064936-31084141	ADCYAP1R1	cryptic	0.0392
clu_134683_-	6	chr6:111720062-111780566	FYN	cryptic	0.0393
clu_44425_+	3	chr12:106967180-106971105	TMEM263	annotated	0.0394
clu_156209_-	3	chr10:88948953-88991022	ACTA2	annotated	0.0395
clu_19878_-	2	chr3:197613318-197615564	AC024560.3	annotated	0.0397
clu_160042_?	4	chr6:83582356-83592946	SNAP91	annotated	0.0399
clu_102276_+	2	chr6:85471425-85485235	NT5E	cryptic	0.0406
clu_5081_-	5	chr11:60181741-60183136	MS4A6A	cryptic	0.0408
clu_125460_+	5	chr15:40030456-40034326	EIF2AK4	cryptic	0.0408
clu_46401_-	5	chr2:10682069-10689796	NOL10	cryptic	0.0408
clu_82175_+	7	chr3:173605091-173807680	NLGN1	cryptic	0.0408
clu_135277_-	4	chr6:152455590-152458757	SYNE1	cryptic	0.0408
clu_58732_+	3	chrX:106827337-106840048	TBC1D8B	cryptic	0.0408
clu_136572_+	3	chr14:69769251-69770467	SRSF5	annotated	0.0409
clu_31387_-	4	chr16:56666970-56667966	MT1G	annotated	0.0409
clu_84898_-	25	chr17:15416233-15545785	TVP23C	cryptic	0.0409
clu_114982_+	3	chr19:42358307-42359098	MEGF8	cryptic	0.0409
clu_41698_-	2	chr9:133333753-133334392	SURF6	cryptic	0.0409
clu_56658_+	4	chr1:212433120-212444339	NENF	annotated	0.041
clu_10377_-	8	chr15:75936310-75955932	NRG4	cryptic	0.041
clu_147904_+	5	chr17:81239678-81240987	NDUFAF8	annotated	0.0411
clu_107507_+	2	chr8:38901445-38917907	PLEKHA2	annotated	0.0411
clu_23022_-	6	chr5:768930-784668	.	annotated	0.0412
clu_62237_-	2	chr19:46725379-46725473	STRN4	cryptic	0.0413
clu_137603_+	7	chr14:105438739-105450058	MTA1	cryptic	0.0415
clu_60005_-	9	chr19:6436464-6444151	SLC25A23	cryptic	0.0415
clu_61267_-	13	chr19:23528014-23662114	ZNF675	cryptic	0.0415
clu_67900_+	2	chr5:55405588-55410524	SKIV2L2	cryptic	0.0415
clu_134881_-	4	chr6:127516697-127518579	SOGA3	cryptic	0.0415
clu_59381_+	8	chrX:155090839-155116711	BRCC3	cryptic	0.0415
clu_32214_-	12	chr16:88087378-88100694	RP11-863P13.4	cryptic	0.0416
clu_156931_-	3	chr10:121911151-121922349	ATE1	annotated	0.0418
clu_78267_-	3	chr13:30461533-30462538	HMGB1	annotated	0.0418
clu_145467_+	7	chr17:20009424-20096631	SPECC1	annotated	0.0418
clu_68841_+	5	chr5:112821991-112834951	APC	annotated	0.0418
clu_138631_?	4	chr8:61638003-61642888	ASPH	annotated	0.0418
clu_71015_-	3	chr20:34105545-34190621	EIF2S2	cryptic	0.0422
clu_30460_-	3	chr16:15134345-15135280	PKD1P6	cryptic	0.0423
clu_68477_+	4	chr5:78360728-78415520	SCAMP1	annotated	0.0423
clu_116354_-	3	chr1:808623-810067	RP11-206L10.8	cryptic	0.0426
clu_20412_+	5	chr16:3443827-3448471	NAA60	annotated	0.0427
clu_39488_-	13	chr9:2523157-2539425	VLDLR-AS1	cryptic	0.0427
clu_154126_-	2	chr21:31693484-31694216	SCAF4	cryptic	0.0428
clu_40333_-	3	chr9:66118819-66127696	ANKRD20A3	cryptic	0.0431
clu_57100_+	3	chr1:236726020-236731233	ACTN2	cryptic	0.0435
clu_23003_-	3	chr5:205958-216729	CCDC127	cryptic	0.0435
clu_163846_+	4	chr7:23182206-23187052	NUPL2	annotated	0.0435
clu_21340_+	3	chr16:29075121-29077901	RRN3P2	cryptic	0.0436
clu_1181_-	3	chrX:101375307-101390478	BTK	cryptic	0.0436
clu_112063_-	2	chr12:132140539-132140620	DDX51	cryptic	0.0439
clu_50197_-	3	chr2:219563627-219565242	OBSL1	cryptic	0.0439
clu_116653_-	14	chr1:3061253-3067337	LINC00982	cryptic	0.044
clu_5374_-	7	chr11:64223967-64224285	TRPT1	cryptic	0.0441
clu_111649_-	2	chr12:120503881-120503970	COQ5	cryptic	0.0442
clu_62662_-	2	chr19:52035440-52040488	ZNF432	cryptic	0.0442
clu_131718_+	2	chr2:202138508-202154673	KIAA2012	cryptic	0.0442
clu_147481_+	6	chr17:75110606-75128677	ARMC7	cryptic	0.0443
clu_112321_+	3	chr19:1358464-1360136	MUM1	annotated	0.0444
clu_47287_-	3	chr2:55263865-55267569	MTIF2	annotated	0.0444
clu_126021_+	6	chr15:51400498-51413227	GLDN	cryptic	0.0446
clu_47338_-	13	chr2:58165874-58241218	FANCL	cryptic	0.0446
clu_47433_-	2	chr2:63897590-63899474	VPS54	cryptic	0.0446
clu_133437_-	3	chr6:32580270-32581557	HLA-DRB1	cryptic	0.0446
clu_51256_+	3	chr1:11826214-11827115	CLCN6	annotated	0.0447
clu_142457_+	16	chr11:125164776-125397874	PKNOX2	annotated	0.0447
clu_70752_-	3	chr20:18394350-18396472	DZANK1	annotated	0.0448
clu_120242_-	2	chr1:150968174-150968395	CERS2	annotated	0.045
clu_148060_+	3	chr17:82937360-82939367	TBCD	cryptic	0.0453
clu_164154_+	3	chr7:39696859-39706123	RALA	annotated	0.0453
clu_119412_-	3	chr1:113699799-113700794	PHTF1	cryptic	0.0455
clu_142040_+	4	chr11:113214511-113231645	NCAM1	annotated	0.0455
clu_73591_-	3	chr14:103654825-103662116	KLC1	cryptic	0.0455
clu_130058_+	2	chr2:95177572-95180159	ZNF2	cryptic	0.0455
clu_70668_-	3	chr20:10664014-10672701	JAG1	cryptic	0.0455
clu_71291_-	4	chr20:38431112-38435197	SNHG17	annotated	0.0455
clu_110854_-	10	chr12:85989552-86049674	MGAT4C	cryptic	0.0457
clu_149776_-	7	chr7:94585515-94598775	SGCE	cryptic	0.0457
clu_137105_+	2	chr14:94114880-94115790	IFI27	annotated	0.0458
clu_156582_-	5	chr10:101827993-101828627	KCNIP2	annotated	0.0459
clu_13359_-	4	chr8:17684542-17713214	MTUS1	annotated	0.0459
clu_135341_-	3	chr6:158116282-158119029	SERAC1	annotated	0.046
clu_56202_+	3	chr1:198157276-198232553	NEK7	annotated	0.0461
clu_155173_-	10	chr10:26934516-26946148	LINC00202-1	cryptic	0.0461
clu_58795_+	4	chrX:111682235-111684971	ALG13	cryptic	0.0462
clu_118194_-	5	chr1:43451071-43451428	HYI	cryptic	0.0463
clu_105620_+	3	chr4:158211574-158212608	TMEM144	annotated	0.0463
clu_106771_+	2	chr8:2101054-2106242	MYOM2	annotated	0.0463
clu_67458_+	4	chr5:43645510-43649147	NNT	cryptic	0.0464
clu_156434_-	3	chr10:97880392-97884206	CRTAC1	annotated	0.0465
clu_130789_+	7	chr2:131524266-131529647	CCDC74A	cryptic	0.0465
clu_1052_-	4	chrX:77698629-77785982	ATRX	annotated	0.0465
clu_141525_+	3	chr11:75165949-75172379	SLCO2B1	annotated	0.0466
clu_134219_-	5	chr6:83044659-83057826	UBE3D	cryptic	0.0466
clu_39150_+	3	chr21:42554142-42558958	SLC37A1	cryptic	0.0469
clu_137102_+	4	chr14:94096965-94100739	IFI27L1	annotated	0.047
clu_24940_-	5	chr5:138157267-138160069	BRD8	annotated	0.0472
clu_135258_-	3	chr6:152294127-152301869	SYNE1	annotated	0.0472
clu_31375_-	3	chr16:56497079-56498437	BBS2	annotated	0.0474
clu_85557_-	5	chr17:37339850-37406262	ACACA	annotated	0.0474
clu_16105_+	8	chr18:62348248-62349812	TNFRSF11A	cryptic	0.0474
clu_132507_+	3	chr2:231296253-231331793	ARMC9	cryptic	0.0474
clu_154425_-	2	chr21:44330326-44330823	C21orf2	annotated	0.0474
clu_82448_+	2	chr3:184869528-184870744	VPS8	cryptic	0.0474
clu_144708_+	10	chr17:3494459-3526699	ASPA	cryptic	0.0476
clu_4952_-	2	chr11:47629023-47630555	MTCH2	cryptic	0.0477
clu_24193_-	2	chr5:78771949-78781852	ARSB	cryptic	0.0478
clu_57220_+	5	chr1:243304777-243307989	SDCCAG8	cryptic	0.0479
clu_52852_+	3	chr1:52988136-53014890	SCP2	cryptic	0.048
clu_21399_+	2	chr16:29834066-29835704	MVP	annotated	0.048
clu_22139_+	2	chr16:67807196-67814302	TSNAXIP1	annotated	0.0481
clu_43129_+	3	chr12:48918472-48920930	CCDC65	cryptic	0.0484
clu_72100_-	4	chr14:23360281-23365008	EFS	cryptic	0.0485
clu_23017_-	3	chr5:741628-837365	ZDHHC11	cryptic	0.0487
clu_164762_+	10	chr7:73013277-73065536	CH17-264B6.4	cryptic	0.0487
clu_89920_-	2	chr18:23556613-23557117	NPC1	annotated	0.0488
clu_49961_-	5	chr2:206757371-206765250	MDH1B	cryptic	0.0488
clu_41548_-	3	chr9:129638457-129639202	ASB6	annotated	0.0488
clu_103026_+	2	chr6:144836541-144839224	UTRN	cryptic	0.0489
clu_164598_+	4	chr7:67083539-67117483	TYW1	cryptic	0.0489
clu_111055_-	2	chr12:100170987-100173112	GOLGA2P5	annotated	0.0495
clu_135679_+	2	chr14:22875245-22875355	LRP10	cryptic	0.0495
clu_145474_+	4	chr17:20391768-20400521	CCDC144CP	cryptic	0.0496
clu_89988_-	3	chr18:26856489-26861131	AQP4	annotated	0.0496
clu_4319_-	2	chr11:10799609-10800090	EIF4G2	annotated	0.0497
clu_122478_+	3	chr10:5927541-5936456	FBXO18	cryptic	0.0499
clu_31838_-	3	chr16:71753887-71758808	AP1G1	cryptic	0.0499
