""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000608713.1	HAVANA	transcript			ENSG00000100142.14	protein_coding	KNOWN	POLR2F	2	OTTHUMG00000151160.4	ENST00000608713.1	processed_transcript	KNOWN	POLR2F-014	NA		OTTHUMT00000472370.1						0.171627818398858	1.83512047195881	3.19028243447907	0.0016279013152132	0.0430867279575371	-1.82062021192141	0.0760459624905727
ENST00000251588.6	HAVANA	transcript			ENSG00000103245.13	protein_coding	KNOWN	NARFL	2	OTTHUMG00000122093.6	ENST00000251588.6	protein_coding	KNOWN	NARFL-001	1	CCDS	OTTHUMT00000242855.1				ENSP00000251588.2	CCDS10425.1	0.154263762075929	2.97745584158563	3.18967878187892	0.0016311534203834	0.0431433932211797	-2.01601985553837	0.0557768036125933
ENST00000307767.12	HAVANA	transcript			ENSG00000171928.13	protein_coding	KNOWN	TVP23B	2	OTTHUMG00000059052.6	ENST00000307767.12	protein_coding	KNOWN	TVP23B-001	1	CCDS	OTTHUMT00000130667.2				ENSP00000305654.8	CCDS42274.1	-0.186280366560436	3.06704438119077	-3.18966350251628	0.00163123581415307	0.0431433932211797	-2.03875429312732	0.100622455335252
ENST00000348417.6	HAVANA	transcript			ENSG00000163913.11	protein_coding	KNOWN	IFT122	2	OTTHUMG00000159516.13	ENST00000348417.6	protein_coding	KNOWN	IFT122-003	1	CCDS	OTTHUMT00000355852.1				ENSP00000324005.3	CCDS3061.1	-1.63033439969678	-3.15918667000111	-3.18954501267276	0.00163187490005163	0.0431433932211797	-1.35600946731023	0.0345545004331117
ENST00000566086.1	HAVANA	transcript			ENSG00000184110.14	protein_coding	KNOWN	EIF3C	2	OTTHUMG00000099443.4	ENST00000566086.1	retained_intron	KNOWN	EIF3C-020	2		OTTHUMT00000431008.1						0.233487356382754	3.38697461992186	3.18951187071864	0.00163205369575153	0.0431433932211797	-2.08373017585238	0.0405572800585153
ENST00000517426.5	HAVANA	transcript			ENSG00000102225.15	protein_coding	KNOWN	CDK16	2	OTTHUMG00000021438.4	ENST00000517426.5	protein_coding	KNOWN	CDK16-010	5	cds_end_NF	OTTHUMT00000378953.2				ENSP00000429985.1		-1.21763586971463	-1.61636945775376	-3.18947059465636	0.00163227639908206	0.0431433932211797	-1.33472340121845	0.123185856433214
ENST00000547357.5	HAVANA	transcript			ENSG00000127720.7	protein_coding	KNOWN	METTL25	2	OTTHUMG00000170252.2	ENST00000547357.5	processed_transcript	KNOWN	METTL25-003	1		OTTHUMT00000408195.1						0.212047428790645	3.12658609989101	3.18925046811965	0.00163346455849714	0.043162982206112	-2.04140717924362	0.0466221431023782
ENST00000550937.5	HAVANA	transcript			ENSG00000166225.8	protein_coding	KNOWN	FRS2	2	OTTHUMG00000169373.3	ENST00000550937.5	protein_coding	KNOWN	FRS2-007	5	cds_end_NF	OTTHUMT00000403761.2				ENSP00000447804.1		-0.584623539058855	-1.67659104243809	-3.18911468214366	0.00163419787916507	0.0431705450136537	-1.29658087218055	0.0834235837999091
ENST00000368528.3	HAVANA	transcript			ENSG00000213846.5	transcribed_processed_pseudogene	KNOWN	AC098614.2	1	OTTHUMG00000155631.2	ENST00000368528.3	transcribed_processed_pseudogene	KNOWN	AC098614.2-001	NA	basic	OTTHUMT00000340928.1			PGO:0000019			-0.399114270855938	-1.55442050161428	-3.1889298959498	0.00163519631857553	0.0431734918496911	-1.30154967930206	0.0541784788076719
ENST00000396628.6	HAVANA	transcript			ENSG00000170291.14	protein_coding	KNOWN	ELP5	2	OTTHUMG00000177974.7	ENST00000396628.6	protein_coding	KNOWN	ELP5-003	1	CCDS	OTTHUMT00000440111.1				ENSP00000379869.2	CCDS11094.1	0.861575811481618	1.02541580386516	3.18886608212199	0.00163554124963524	0.0431734918496911	-1.70041373535703	0.316325680428769
ENST00000418100.5	HAVANA	transcript			ENSG00000196081.9	protein_coding	KNOWN	ZNF724P	2	OTTHUMG00000191860.1	ENST00000418100.5	protein_coding	KNOWN	ZNF724P-001	2	appris_principal_1	OTTHUMT00000465743.1				ENSP00000413411.1		-0.239538615979126	-0.139105797818696	-3.18879312933043	0.00163593566185997	0.0431734918496911	-1.52284690658134	0.387895727372205
ENST00000585247.5	HAVANA	transcript			ENSG00000141447.16	protein_coding	KNOWN	OSBPL1A	2	OTTHUMG00000131944.6	ENST00000585247.5	retained_intron	KNOWN	OSBPL1A-016	4		OTTHUMT00000446434.1						-0.256611553312615	1.08308732720034	-3.18876310631325	0.00163609800399797	0.0431734918496911	-1.71004060212179	0.122360948615757
ENST00000529537.1	HAVANA	transcript			ENSG00000206149.10	transcribed_unprocessed_pseudogene	KNOWN	HERC2P9	2	OTTHUMG00000167114.3	ENST00000529537.1	processed_transcript	KNOWN	HERC2P9-004	5		OTTHUMT00000393264.1						0.246685876413335	0.305601911792025	3.18828464469624	0.00163868718356889	0.0432300006345112	-1.58964251224939	0.159815444632958
ENST00000330949.2	HAVANA	transcript			ENSG00000182968.4	protein_coding	KNOWN	SOX1	2	OTTHUMG00000017362.3	ENST00000330949.2	protein_coding	KNOWN	SOX1-001	NA	CCDS	OTTHUMT00000045817.3				ENSP00000330218.1	CCDS9523.1	-0.191047211483055	1.33427947205091	-3.18791874962405	0.00164066977396212	0.0432704805668229	-1.74348854407282	0.076297596143283
ENST00000618596.1	ENSEMBL	transcript			ENSG00000179399.14	protein_coding	KNOWN	GPC5	3	OTTHUMG00000017200.3	ENST00000618596.1	protein_coding	KNOWN	GPC5-201	5	basic					ENSP00000480819.1		-0.24628061579375	2.0395635245143	-3.18750335094726	0.00164292329152135	0.0433146674196189	-1.85839479285097	0.0519500442858778
ENST00000627173.1	HAVANA	transcript			ENSG00000281852.1	lincRNA	KNOWN	LINC00891	2	OTTHUMG00000189559.1	ENST00000627173.1	lincRNA	KNOWN	LINC00891-001	2	basic	OTTHUMT00000479962.1						0.091443190278299	4.34097800136871	3.18744457112115	0.00164324240070907	0.0433146674196189	-2.24883140081952	0.0651072291675542
ENST00000510924.1	HAVANA	transcript			ENSG00000172869.14	protein_coding	KNOWN	DMXL1	2	OTTHUMG00000128898.5	ENST00000510924.1	processed_transcript	KNOWN	DMXL1-014	5		OTTHUMT00000371471.1						-0.449104862893172	-2.06342791880443	-3.18708928553031	0.00164517242976981	0.0433537059999983	-1.26757362399676	0.0332032712027167
ENST00000270162.6	HAVANA	transcript			ENSG00000142178.7	protein_coding	KNOWN	SIK1	2	OTTHUMG00000086874.1	ENST00000270162.6	protein_coding	KNOWN	SIK1-001	1	CCDS	OTTHUMT00000195654.1				ENSP00000270162.6	CCDS33575.1	-0.800494044743825	0.934322660620266	-3.18695359361147	0.00164591010728497	0.0433613109137224	-1.69854214200601	0.183279287108405
ENST00000418006.1	HAVANA	transcript			ENSG00000235049.1	lincRNA	KNOWN	LINC00940	2	OTTHUMG00000168112.1	ENST00000418006.1	lincRNA	KNOWN	LINC00940-001	2	basic	OTTHUMT00000398243.1						-0.314396319849509	-0.348321760975481	-3.18682727043284	0.0016465971278608	0.0433675774913999	-1.5024706011471	0.0450259864441891
ENST00000622995.3	HAVANA	transcript			ENSG00000278932.3	lincRNA	KNOWN	bP-21264C1.2	2	OTTHUMG00000189442.1	ENST00000622995.3	lincRNA	KNOWN	bP-21264C1.2-003	5		OTTHUMT00000479693.1						-0.425073105909069	-0.719743033940042	-3.18653676927954	0.00164817805400438	0.0433973776455793	-1.4420101459275	0.043666848941244
ENST00000584581.5	HAVANA	transcript			ENSG00000133313.14	protein_coding	KNOWN	CNDP2	2	OTTHUMG00000132853.5	ENST00000584581.5	retained_intron	KNOWN	CNDP2-009	2		OTTHUMT00000444343.1						-0.195406509161364	1.78394161410663	-3.18638872458651	0.00164898426363831	0.0434067684272991	-1.82555709165134	0.0722536589389561
ENST00000521685.5	HAVANA	transcript			ENSG00000254031.5	antisense	KNOWN	RP11-326E22.1	2	OTTHUMG00000164432.1	ENST00000521685.5	antisense	KNOWN	RP11-326E22.1-001	3	basic	OTTHUMT00000378756.1						0.350712830775183	-1.76675702123639	3.18616142544133	0.00165022278174738	0.0434262063875085	-1.29919262642401	0.0706857309379551
ENST00000479563.5	HAVANA	transcript			ENSG00000188846.13	protein_coding	KNOWN	RPL14	2	OTTHUMG00000156046.6	ENST00000479563.5	retained_intron	KNOWN	RPL14-003	1		OTTHUMT00000342890.1						-0.179442331988081	5.82295751082849	-3.18592487851081	0.00165151260464166	0.0434262063875085	-2.49930115901815	0.0942058213353824
ENST00000584306.5	HAVANA	transcript			ENSG00000176809.10	protein_coding	KNOWN	LRRC37A3	2	OTTHUMG00000132307.4	ENST00000584306.5	protein_coding	KNOWN	LRRC37A3-002	1	CCDS	OTTHUMT00000445377.1				ENSP00000464535.1	CCDS32708.1	2.56756455354437	-2.61749366833252	3.18591126287487	0.00165158687523611	0.0434262063875085	-1.32255349139011	0.0602482338856578
ENST00000436932.1	HAVANA	transcript			ENSG00000228484.1	lincRNA	KNOWN	RP11-106M7.1	2	OTTHUMG00000019090.1	ENST00000436932.1	lincRNA	KNOWN	RP11-106M7.1-001	2	basic	OTTHUMT00000050497.1						0.210596727480163	0.905905173426562	3.18586038394842	0.00165186443707711	0.0434262063875085	-1.68717521820615	0.0585860815614363
ENST00000374662.3	HAVANA	transcript			ENSG00000204228.3	protein_coding	KNOWN	HSD17B8	2	OTTHUMG00000031117.2	ENST00000374662.3	protein_coding	KNOWN	HSD17B8-001	1	CCDS	OTTHUMT00000076196.1				ENSP00000363794.3	CCDS4769.1	0.193785942068704	1.15195959740903	3.18584076100526	0.00165197149844977	0.0434262063875085	-1.72754292859647	0.123621734412712
ENST00000495062.2	HAVANA	transcript			ENSG00000165115.14	protein_coding	KNOWN	KIF27	2	OTTHUMG00000020109.3	ENST00000495062.2	nonsense_mediated_decay	KNOWN	KIF27-003	5		OTTHUMT00000052863.3				ENSP00000431390.1		-0.181946173491058	0.878891383680478	-3.18569243556555	0.00165278095938106	0.0434356594317035	-1.6842613242945	0.0916384410287524
ENST00000257570.9	HAVANA	transcript			ENSG00000135114.12	protein_coding	KNOWN	OASL	2	OTTHUMG00000154981.4	ENST00000257570.9	protein_coding	KNOWN	OASL-001	1	CCDS	OTTHUMT00000337875.3				ENSP00000257570.4	CCDS9211.1	-0.357217812762767	-0.562523793197462	-3.18520038952695	0.00165546884913958	0.0434944596625369	-1.46932677190798	0.262893854585228
ENST00000534137.5	HAVANA	transcript			ENSG00000100678.18	protein_coding	KNOWN	SLC8A3	2	OTTHUMG00000152342.3	ENST00000534137.5	protein_coding	KNOWN	SLC8A3-004	1	CCDS	OTTHUMT00000390739.2				ENSP00000436688.1	CCDS53904.1	-0.212768259880327	2.62568844044089	-3.18427895845852	0.00166051322645259	0.0436151235220085	-1.97523832931043	0.0453237131137164
ENST00000431648.8	HAVANA	transcript			ENSG00000186481.16	transcribed_unprocessed_pseudogene	KNOWN	ANKRD20A5P	1	OTTHUMG00000191817.1	ENST00000431648.8	transcribed_unprocessed_pseudogene	KNOWN	ANKRD20A5P-001	NA	basic	OTTHUMT00000347748.5			PGO:0000019			0.310905944556837	0.24322235858599	3.18410020543064	0.00166149345797141	0.043622825324253	-1.59975745343372	0.0871310639859165
ENST00000631687.1	HAVANA	transcript			ENSG00000166582.9	protein_coding	KNOWN	CENPV	2	OTTHUMG00000059345.4	ENST00000631687.1	processed_transcript	KNOWN	CENPV-007	NA		OTTHUMT00000487549.1						-0.196757556998907	0.136671010965045	-3.18398852100805	0.0016621061760945	0.043622825324253	-1.57864780731991	0.103235543441844
ENST00000489678.1	HAVANA	transcript			ENSG00000119688.20	protein_coding	KNOWN	ABCD4	2	OTTHUMG00000171207.1	ENST00000489678.1	retained_intron	KNOWN	ABCD4-015	5		OTTHUMT00000314396.1						0.158067352985161	2.16529867802543	3.18383774571692	0.00166293368482453	0.043622825324253	-1.89610131422706	0.0394938713979896
ENST00000418488.6	ENSEMBL	transcript			ENSG00000091181.19	protein_coding	KNOWN	IL5RA	3	OTTHUMG00000090245.6	ENST00000418488.6	protein_coding	KNOWN	IL5RA-201	5	basic					ENSP00000388858.2		0.444924505804611	0.701388065913065	3.18374943608603	0.00166341853687008	0.043622825324253	-1.66435766037792	0.285631323650587
ENST00000460405.5	HAVANA	transcript			ENSG00000134333.13	protein_coding	KNOWN	LDHA	2	OTTHUMG00000167721.3	ENST00000460405.5	retained_intron	KNOWN	LDHA-008	3		OTTHUMT00000258179.1						-1.74435066459114	-2.49542082528754	-3.1837058161848	0.00166365807433049	0.043622825324253	-1.28161002601778	0.269353047440801
ENST00000420918.3	HAVANA	transcript			ENSG00000212978.6	processed_transcript	KNOWN	AC016747.3	1	OTTHUMG00000152156.5	ENST00000420918.3	lincRNA	KNOWN	AC016747.3-001	1	exp_conf	OTTHUMT00000325484.3						-0.113003976183477	3.1905595149022	-3.18366529149161	0.00166388064317414	0.043622825324253	-2.06780846446705	0.0991880923630464
ENST00000539551.5	HAVANA	transcript			ENSG00000119242.8	protein_coding	KNOWN	CCDC92	2	OTTHUMG00000168725.6	ENST00000539551.5	protein_coding	KNOWN	CCDC92-006	3	cds_end_NF	OTTHUMT00000400794.2				ENSP00000442369.1		-0.221687702573209	0.387144359259891	-3.18364919976689	0.00166396902944698	0.043622825324253	-1.61819355587734	0.205993698205459
ENST00000611593.1	HAVANA	transcript			ENSG00000269713.7	protein_coding	KNOWN	NBPF9	2	OTTHUMG00000013845.9	ENST00000611593.1	retained_intron	KNOWN	NBPF9-006	2		OTTHUMT00000038850.3						-0.128613991088847	4.40678624389833	-3.18353838322464	0.00166457782446058	0.0436269400822386	-2.2721524170653	0.173168194752565
ENST00000546566.5	HAVANA	transcript			ENSG00000257337.6	antisense	KNOWN	RP11-983P16.4	2	OTTHUMG00000169806.5	ENST00000546566.5	antisense	KNOWN	RP11-983P16.4-004	2	basic	OTTHUMT00000406026.2						0.213316157817788	1.29912865305235	3.18334780700482	0.00166562527931621	0.0436425463281131	-1.75504536537304	0.072499531728407
ENST00000318325.6	HAVANA	transcript			ENSG00000055950.16	protein_coding	KNOWN	MRPL43	2	OTTHUMG00000018920.3	ENST00000318325.6	protein_coding	KNOWN	MRPL43-002	1	CCDS	OTTHUMT00000049902.1				ENSP00000315364.2	CCDS7502.1	-0.255788198413141	1.12063156156482	-3.18312394677869	0.00166685645122756	0.0436548932508561	-1.72549610674724	0.184941324560637
ENST00000562837.1	HAVANA	transcript			ENSG00000103479.15	protein_coding	KNOWN	RBL2	2	OTTHUMG00000133198.6	ENST00000562837.1	retained_intron	KNOWN	RBL2-009	4	mRNA_end_NF	OTTHUMT00000422484.1						0.217178268526371	0.621513664880187	3.18309771751889	0.00166700076036111	0.0436548932508561	-1.65512763076251	0.161620573340926
ENST00000259460.12	ENSEMBL	transcript			ENSG00000136933.16	protein_coding	KNOWN	RABEPK	3	OTTHUMG00000020674.2	ENST00000259460.12	protein_coding	KNOWN	RABEPK-201	1	CCDS					ENSP00000259460.8	CCDS55341.1	0.157174918405285	2.98286337073915	3.18262355227932	0.00166961153701118	0.0437114079025427	-2.04755116801846	0.0790376177714705
ENST00000418919.6	HAVANA	transcript			ENSG00000135677.10	protein_coding	KNOWN	GNS	2	OTTHUMG00000168819.4	ENST00000418919.6	protein_coding	KNOWN	GNS-007	1	basic	OTTHUMT00000401207.1				ENSP00000413130.2		-0.273424114338431	4.04902371675938	-3.1825225277816	0.00167016827196024	0.0437141304773242	-2.22840653310761	0.210116250353566
ENST00000431753.1	HAVANA	transcript			ENSG00000089101.17	protein_coding	KNOWN	CFAP61	1	OTTHUMG00000032006.8	ENST00000431753.1	protein_coding	KNOWN	CFAP61-010	5	exp_conf	OTTHUMT00000078234.1				ENSP00000388074.1		-0.488281863652156	-1.80318356565511	-3.18218510865418	0.00167202899835036	0.0437321017953372	-1.29302300601794	0.279447754522273
ENST00000428423.5	HAVANA	transcript			ENSG00000174353.17	transcribed_unprocessed_pseudogene	KNOWN	STAG3L3	2	OTTHUMG00000157064.4	ENST00000428423.5	processed_transcript	KNOWN	STAG3L3-004	2		OTTHUMT00000347342.1						0.109379074194005	2.51143008646511	3.18218006991432	0.00167205679945379	0.0437321017953372	-1.95627304684268	0.199764902865614
ENST00000446979.1	HAVANA	transcript			ENSG00000225493.1	lincRNA	KNOWN	LINC01107	2	OTTHUMG00000152849.1	ENST00000446979.1	lincRNA	KNOWN	LINC01107-001	2	basic	OTTHUMT00000328258.1						-0.342143050332509	-0.590697824228553	-3.18215163763702	0.0016722136817572	0.0437321017953372	-1.4712617396305	0.224721321302293
ENST00000474258.1	HAVANA	transcript			ENSG00000187764.11	protein_coding	KNOWN	SEMA4D	2	OTTHUMG00000020185.10	ENST00000474258.1	retained_intron	KNOWN	SEMA4D-017	4		OTTHUMT00000342410.1						0.301527070518846	-0.704065902162747	3.18192921043309	0.00167344145089517	0.0437523601001171	-1.45662793205238	0.164069666485998
ENST00000582147.1	HAVANA	transcript			ENSG00000158270.11	protein_coding	KNOWN	COLEC12	2	OTTHUMG00000178145.2	ENST00000582147.1	retained_intron	KNOWN	COLEC12-002	5		OTTHUMT00000440747.1						0.251350784639916	3.13439536702548	3.18139284704692	0.00167640554188454	0.0438179915243964	-2.06095624780008	0.0595592993653125
ENST00000486494.1	HAVANA	transcript			ENSG00000075292.18	protein_coding	KNOWN	ZNF638	2	OTTHUMG00000129735.20	ENST00000486494.1	retained_intron	KNOWN	ZNF638-015	2		OTTHUMT00000327444.1						0.130501639182856	1.5383429419527	3.18091879638634	0.00167902932308416	0.0438746947932524	-1.80319840844652	0.147947444798299
ENST00000583212.1	HAVANA	transcript			ENSG00000108654.12	protein_coding	KNOWN	DDX5	2	OTTHUMG00000178936.9	ENST00000583212.1	protein_coding	KNOWN	DDX5-015	4	cds_end_NF	OTTHUMT00000444982.3				ENSP00000463903.1		-0.34979778278638	-1.11196710997402	-3.18075843023992	0.0016799177801414	0.0438860339133583	-1.39507012059343	0.0427298540199382
ENST00000559466.1	HAVANA	transcript			ENSG00000188681.11	transcribed_unprocessed_pseudogene	KNOWN	TEKT4P2	2	OTTHUMG00000172149.1	ENST00000559466.1	transcribed_unprocessed_pseudogene	KNOWN	TEKT4P2-001	NA	basic	OTTHUMT00000417116.1			PGO:0000019			0.482892491942095	-0.354686023566898	3.18051398221045	0.00168127290358166	0.0439095547558625	-1.51818834956221	0.144723556479685
ENST00000427718.6	ENSEMBL	transcript			ENSG00000135108.14	protein_coding	KNOWN	FBXO21	3	OTTHUMG00000169495.2	ENST00000427718.6	protein_coding	KNOWN	FBXO21-201	1	basic					ENSP00000414468.3		-0.0836300520508356	5.4890310866488	-3.17998234179481	0.00168422360436577	0.0439705673608069	-2.45872508213112	0.0803793762678386
ENST00000487838.5	HAVANA	transcript			ENSG00000178053.17	protein_coding	KNOWN	MLF1	2	OTTHUMG00000158775.10	ENST00000487838.5	nonsense_mediated_decay	KNOWN	MLF1-010	2		OTTHUMT00000352229.1				ENSP00000419241.1		1.04369039027228	-3.02503674423376	3.17992901534171	0.00168451984037559	0.0439705673608069	-1.45229618074325	0.0923081415493541
ENST00000400169.1	HAVANA	transcript			ENSG00000154639.18	protein_coding	KNOWN	CXADR	2	OTTHUMG00000074508.3	ENST00000400169.1	protein_coding	KNOWN	CXADR-002	5	CCDS	OTTHUMT00000158210.1				ENSP00000383033.1	CCDS56204.1	0.335800941436187	1.11185795661572	3.17918944176193	0.00168863325514871	0.0440660257615213	-1.7379547453593	0.131032202735259
ENST00000511361.1	HAVANA	transcript			ENSG00000250282.1	antisense	KNOWN	RP5-875H18.4	1	OTTHUMG00000161991.1	ENST00000511361.1	antisense	KNOWN	RP5-875H18.4-001	3	exp_conf	OTTHUMT00000366660.1						-0.336179293404539	-1.96237313385631	-3.17909783170819	0.00168914342569155	0.0440674288906302	-1.29226078474745	0.58064390722348
ENST00000511193.1	HAVANA	transcript			ENSG00000188818.12	protein_coding	KNOWN	ZDHHC11	2	OTTHUMG00000090319.5	ENST00000511193.1	protein_coding	KNOWN	ZDHHC11-006	4	cds_end_NF	OTTHUMT00000367505.2				ENSP00000426873.1		-0.371253784251724	-0.0462941514390238	-3.17874610901262	0.00169110347332314	0.0440947941448334	-1.56680156240696	0.269849351583405
ENST00000397961.6	HAVANA	transcript			ENSG00000141959.16	protein_coding	KNOWN	PFKL	2	OTTHUMG00000086910.2	ENST00000397961.6	nonsense_mediated_decay	KNOWN	PFKL-002	1		OTTHUMT00000195806.2				ENSP00000381052.2		0.371919588607447	1.89692166550645	3.17871017239192	0.00169130385614635	0.0440947941448334	-1.8619502376769	0.546287951848856
ENST00000485830.1	HAVANA	transcript			ENSG00000197121.14	protein_coding	KNOWN	PGAP1	2	OTTHUMG00000132743.6	ENST00000485830.1	processed_transcript	KNOWN	PGAP1-007	1		OTTHUMT00000335106.1						-1.09937003815623	-0.395517510444437	-3.17858622279704	0.00169199516859768	0.0440947941448334	-1.52940200996891	0.142507579980671
ENST00000558389.1	HAVANA	transcript			ENSG00000259212.1	antisense	KNOWN	CTD-3065B20.2	2	OTTHUMG00000172333.1	ENST00000558389.1	antisense	KNOWN	CTD-3065B20.2-001	3	basic	OTTHUMT00000417935.1						-0.188984159076364	0.0213980468702372	-3.17858193259851	0.00169201910129676	0.0440947941448334	-1.58019440897725	0.0592133843930532
ENST00000504962.1	HAVANA	transcript			ENSG00000182168.14	protein_coding	KNOWN	UNC5C	1	OTTHUMG00000130989.4	ENST00000504962.1	protein_coding	KNOWN	UNC5C-002	2	exp_conf	OTTHUMT00000363047.1				ENSP00000425117.1		0.282143602765683	0.508465148239506	3.17834913658943	0.00169331821456576	0.0441167422798657	-1.65294514855514	0.258346215974663
ENST00000337685.6	ENSEMBL	transcript			ENSG00000157502.13	protein_coding	KNOWN	MUM1L1	3	OTTHUMG00000022146.1	ENST00000337685.6	protein_coding	KNOWN	MUM1L1-201	3	CCDS					ENSP00000338641.2	CCDS55469.1	1.55028641915843	-3.00758424072522	3.17795776278679	0.00169550434996114	0.0441541047067633	-1.37459956691198	0.13618098782052
ENST00000483619.1	HAVANA	transcript			ENSG00000157680.15	protein_coding	KNOWN	DGKI	2	OTTHUMG00000155697.5	ENST00000483619.1	processed_transcript	KNOWN	DGKI-009	4		OTTHUMT00000341292.1						-0.280673523800195	0.188589032108209	-3.17787862664948	0.00169594670607643	0.0441541047067633	-1.60759924188503	0.256273237306249
ENST00000511790.5	HAVANA	transcript			ENSG00000129595.12	protein_coding	KNOWN	EPB41L4A	2	OTTHUMG00000162902.3	ENST00000511790.5	processed_transcript	KNOWN	EPB41L4A-011	5		OTTHUMT00000370983.1						-0.392525460816634	-1.00611526082726	-3.17784688196595	0.00169612418291718	0.0441541047067633	-1.42065752180734	0.0577984595424805
ENST00000309328.7	HAVANA	transcript			ENSG00000173465.7	protein_coding	KNOWN	SSSCA1	2	OTTHUMG00000166388.2	ENST00000309328.7	protein_coding	KNOWN	SSSCA1-001	1	CCDS	OTTHUMT00000389511.1				ENSP00000312318.3	CCDS8104.1	0.16149991445136	1.75482082999591	3.17748031596858	0.0016981748110377	0.0441955716185807	-1.8482331692421	0.193217255871344
ENST00000355956.6	HAVANA	transcript			ENSG00000143537.13	protein_coding	KNOWN	ADAM15	2	OTTHUMG00000013898.5	ENST00000355956.6	protein_coding	KNOWN	ADAM15-037	1	CCDS	OTTHUMT00000387173.1				ENSP00000348227.2	CCDS1085.1	-0.458215088472329	2.24181166002251	-3.17736639284964	0.00169881258245994	0.0442002560190883	-1.93463667097403	0.0837155191756783
ENST00000617596.4	HAVANA	transcript			ENSG00000143740.14	protein_coding	KNOWN	SNAP47	2	OTTHUMG00000037697.5	ENST00000617596.4	protein_coding	KNOWN	SNAP47-012	1	appris_alternative_2	OTTHUMT00000476022.1				ENSP00000483253.1		0.0985842985652999	4.87430924588866	3.17685860410604	0.00170165801532722	0.0442623620721724	-2.3706654259046	0.0892545660314948
ENST00000505448.3	HAVANA	transcript			ENSG00000251615.3	lincRNA	KNOWN	RP11-774O3.3	2	OTTHUMG00000160053.5	ENST00000505448.3	lincRNA	KNOWN	RP11-774O3.3-001	NA	basic	OTTHUMT00000359029.5						-0.172823544726692	2.28792233572715	-3.17670861751938	0.00170249932052038	0.0442723187162738	-1.93377161648193	0.0444621446442538
ENST00000409449.5	HAVANA	transcript			ENSG00000240344.8	protein_coding	KNOWN	PPIL3	2	OTTHUMG00000132782.25	ENST00000409449.5	protein_coding	KNOWN	PPIL3-008	5	CCDS	OTTHUMT00000336125.1				ENSP00000387012.1	CCDS2332.1	0.830822566622908	-2.73913289891634	3.17657265746561	0.00170326228085462	0.0442802332433056	-1.3434440462359	0.0660901396889143
ENST00000626247.2	HAVANA	transcript			ENSG00000102780.16	protein_coding	KNOWN	DGKH	2	OTTHUMG00000016804.6	ENST00000626247.2	nonsense_mediated_decay	KNOWN	DGKH-008	2		OTTHUMT00000482332.1				ENSP00000486329.1		-0.211318405338273	4.72916301706288	-3.17632453036338	0.00170465549972671	0.0442969010100614	-2.3508256412315	0.0941281530692132
ENST00000511014.6	HAVANA	transcript			ENSG00000245526.9	lincRNA	KNOWN	LINC00461	2	OTTHUMG00000162632.4	ENST00000511014.6	lincRNA	KNOWN	LINC00461-001	2	basic	OTTHUMT00000369799.2						0.245702833446264	2.80548543132782	3.17629507280181	0.00170482097223717	0.0442969010100614	-2.02894798071444	0.0510978662090367
ENST00000449138.1	HAVANA	transcript			ENSG00000224484.1	unprocessed_pseudogene	KNOWN	RP11-548K12.4	2	OTTHUMG00000156091.1	ENST00000449138.1	unprocessed_pseudogene	KNOWN	RP11-548K12.4-001	NA	basic	OTTHUMT00000342997.1			PGO:0000005			0.416660113529202	-1.49269732779597	3.1759977071627	0.00170649220292238	0.044317514085888	-1.34442212461767	0.0817337531113526
ENST00000367396.7	HAVANA	transcript			ENSG00000213047.11	protein_coding	KNOWN	DENND1B	2	OTTHUMG00000035653.5	ENST00000367396.7	protein_coding	KNOWN	DENND1B-003	1	CCDS	OTTHUMT00000086539.1				ENSP00000356366.3	CCDS41452.2	-0.61803697770273	1.76418075139021	-3.1759682681924	0.00170665773598059	0.044317514085888	-1.86210820779645	0.105222120720565
ENST00000457435.1	HAVANA	transcript			ENSG00000228459.3	lincRNA	KNOWN	LINC01546	2	OTTHUMG00000021082.1	ENST00000457435.1	lincRNA	KNOWN	LINC01546-001	2	basic	OTTHUMT00000055654.1						0.534452080122472	-2.16321477275645	3.17590895974641	0.00170699126794765	0.044317514085888	-1.29864690997817	0.0815446326499997
ENST00000284881.8	HAVANA	transcript			ENSG00000154642.10	protein_coding	KNOWN	C21orf91	2	OTTHUMG00000074509.7	ENST00000284881.8	protein_coding	KNOWN	C21orf91-003	2	CCDS	OTTHUMT00000158215.1				ENSP00000284881.4	CCDS42907.1	0.233887268553803	5.38702062781893	3.17565460089503	0.00170842238642133	0.0443427459942271	-2.4640789814831	0.0428216551336006
ENST00000544802.5	HAVANA	transcript			ENSG00000233369.7	transcribed_processed_pseudogene	KNOWN	GTF2IP4	2	OTTHUMG00000156702.3	ENST00000544802.5	processed_transcript	KNOWN	GTF2IP4-002	1	basic	OTTHUMT00000477655.1						0.208995007498617	6.59722020564588	3.17537265776005	0.00171001000267167	0.0443642429757221	-2.65984411753851	0.171389333880434
