clusterID	N	coord	gene	annotation	FDR	chr	Type	Tissue
clu_54023_+	3	chr1:120446043-120447630	NBPF8	cryptic	7.95e-06	chr1	DTU	Hippocampus
clu_40958_-	3	chr9:104827169-104828916	ABCA1	cryptic	8.46e-06	chr9	DTU	Hippocampus
clu_60760_-	8	chr19:15181801-15186878	NOTCH3	cryptic	8.86e-06	chr19	DTU	Hippocampus
clu_19707_-	3	chr3:195294811-195295708	ACAP2	annotated	9.15e-06	chr3	DTU	Hippocampus
clu_57030_+	4	chr1:232950744-232956347	NTPCR	annotated	9.36e-06	chr1	DTU	Hippocampus
clu_134915_-	23	chr6:130216616-130365120	SAMD3	cryptic	9.43e-06	chr6	DTU	Hippocampus
clu_125553_+	4	chr15:41286100-41308567	OIP5-AS1	cryptic	9.95e-06	chr15	DTU	Hippocampus
clu_122801_+	2	chr10:22876923-22931996	ARMC3	cryptic	1.06e-05	chr10	DTU	Hippocampus
clu_119629_-	18	chr1:121813971-122190678	.	annotated	1.08e-05	chr1	DTU	Hippocampus
clu_61936_-	14	chr19:41456487-41500584	PCAT19	cryptic	1.08e-05	chr19	DTU	Hippocampus
clu_80837_+	10	chr3:66263379-66369478	SLC25A26	cryptic	1.09e-05	chr3	DTU	Hippocampus
clu_15101_-	6	chr8:143928447-143928676	.	annotated	1.15e-05	chr8	DTU	Hippocampus
clu_31522_-	3	chr16:66826780-66830847	NAE1	annotated	1.16e-05	chr16	DTU	Hippocampus
clu_123726_+	2	chr10:84139577-84141462	GHITM	cryptic	1.2e-05	chr10	DTU	Hippocampus
clu_32138_-	8	chr16:84498111-84504601	TLDC1	cryptic	1.2e-05	chr16	DTU	Hippocampus
clu_125924_+	18	chr15:45587525-45658907	BLOC1S6	annotated	1.24e-05	chr15	DTU	Hippocampus
clu_20484_+	7	chr16:4944965-4959273	SEC14L5	cryptic	1.24e-05	chr16	DTU	Hippocampus
clu_119672_-	24	chr1:121817745-122209702	.	annotated	1.3e-05	chr1	DTU	Hippocampus
clu_54669_+	2	chr1:146691102-146692892	HYDIN2	cryptic	1.32e-05	chr1	DTU	Hippocampus
clu_125182_+	4	chr15:25064855-25070120	SNHG14	cryptic	1.35e-05	chr15	DTU	Hippocampus
clu_49100_-	3	chr2:158339085-158340598	CCDC148	annotated	1.35e-05	chr2	DTU	Hippocampus
clu_120909_-	6	chr1:169310080-169367708	NME7	annotated	1.48e-05	chr1	DTU	Hippocampus
clu_137330_+	2	chr14:101762970-101786018	PPP2R5C	annotated	1.49e-05	chr14	DTU	Hippocampus
clu_34342_+	9	chr13:31222991-31229185	B3GLCT	cryptic	1.53e-05	chr13	DTU	Hippocampus
clu_73195_-	3	chr14:87939981-87941506	GALC	cryptic	1.73e-05	chr14	DTU	Hippocampus
clu_79603_+	4	chr3:15218540-15220786	CAPN7	cryptic	1.8e-05	chr3	DTU	Hippocampus
clu_102346_+	4	chr6:89149413-89153043	PM20D2	cryptic	2.03e-05	chr6	DTU	Hippocampus
clu_30445_-	3	chr16:15104408-15104548	.	annotated	2.13e-05	chr16	DTU	Hippocampus
clu_4312_-	16	chr11:10634071-10693820	MRVI1	cryptic	2.17e-05	chr11	DTU	Hippocampus
clu_165081_+	22	chr7:77005775-77241691	DTX2P1-UPK3BP1-PMS2P11	cryptic	2.2e-05	chr7	DTU	Hippocampus
clu_102190_+	4	chr6:75908627-75914063	MYO6	cryptic	2.3e-05	chr6	DTU	Hippocampus
clu_16009_+	2	chr18:56696462-56717964	WDR7	cryptic	2.41e-05	chr18	DTU	Hippocampus
clu_55673_+	4	chr1:165631293-165649841	MGST3	annotated	2.54e-05	chr1	DTU	Hippocampus
clu_16722_-	2	chr3:27352919-27369225	NEK10	cryptic	2.55e-05	chr3	DTU	Hippocampus
clu_58367_+	4	chrX:72181828-72186461	PIN4	cryptic	2.6e-05	chrX	DTU	Hippocampus
clu_32054_-	21	chr16:80976179-81006734	CMC2	cryptic	2.69e-05	chr16	DTU	Hippocampus
clu_62996_-	7	chr19:58090386-58098174	ZSCAN18	cryptic	2.71e-05	chr19	DTU	Hippocampus
clu_126251_+	3	chr15:64409828-64418541	TRIP4	annotated	2.75e-05	chr15	DTU	Hippocampus
clu_40513_-	3	chr9:83978452-83980503	HNRNPK	cryptic	3.03e-05	chr9	DTU	Hippocampus
clu_41559_-	4	chr9:129833709-129835144	C9orf78	cryptic	3.06e-05	chr9	DTU	Hippocampus
clu_125327_+	2	chr15:30477942-30479024	CTD-3092A11.1	cryptic	3.35e-05	chr15	DTU	Hippocampus
clu_122000_-	11	chr1:232515608-232630430	SIPA1L2	cryptic	3.45e-05	chr1	DTU	Hippocampus
clu_128323_+	8	chr2:5932921-5969149	LINC01105	cryptic	3.64e-05	chr2	DTU	Hippocampus
clu_68584_+	10	chr5:83258677-83398224	XRCC4	cryptic	3.69e-05	chr5	DTU	Hippocampus
clu_151729_-	16	chr4:9214838-9271800	.	annotated	3.71e-05	chr4	DTU	Hippocampus
clu_14399_-	5	chr8:100288267-100309867	RNF19A	annotated	3.77e-05	chr8	DTU	Hippocampus
clu_40983_-	3	chr9:108906485-108908305	IKBKAP	cryptic	4.08e-05	chr9	DTU	Hippocampus
clu_119594_-	3	chr1:120620465-120641608	CH17-472G23.4	cryptic	4.51e-05	chr1	DTU	Hippocampus
clu_25210_-	3	chr5:150115946-150117618	PDGFRB	cryptic	4.76e-05	chr5	DTU	Hippocampus
clu_102152_+	2	chr6:73785477-73787234	CD109	cryptic	4.94e-05	chr6	DTU	Hippocampus
clu_119699_-	34	chr1:121970066-122194816	.	annotated	5.34e-05	chr1	DTU	Hippocampus
clu_54070_+	3	chr1:120969354-120972786	.	annotated	5.35e-05	chr1	DTU	Hippocampus
clu_39465_-	2	chr9:122090-123217	CBWD1	annotated	5.35e-05	chr9	DTU	Hippocampus
clu_125978_+	4	chr15:49625431-49632159	DTWD1	annotated	5.45e-05	chr15	DTU	Hippocampus
clu_19708_-	3	chr3:195308837-195320701	ACAP2	annotated	5.9e-05	chr3	DTU	Hippocampus
clu_42001_-	7	chr9:137366608-137367936	EXD3	cryptic	6.11e-05	chr9	DTU	Hippocampus
clu_23998_-	4	chr5:69625900-69679145	GUSBP3	cryptic	6.24e-05	chr5	DTU	Hippocampus
clu_29460_+	7	chr20:58673711-58691724	STX16	cryptic	6.56e-05	chr20	DTU	Hippocampus
clu_139937_+	2	chr11:20068398-20077552	NAV2	cryptic	6.57e-05	chr11	DTU	Hippocampus
clu_80682_+	4	chr3:56564125-56566594	CCDC66	cryptic	6.57e-05	chr3	DTU	Hippocampus
clu_59403_-	10	chr19:201662-208327	LINC01002	annotated	6.74e-05	chr19	DTU	Hippocampus
clu_23893_-	8	chr5:60787431-60844160	ELOVL7	cryptic	6.74e-05	chr5	DTU	Hippocampus
clu_118661_-	4	chr1:62578966-62586507	DOCK7	annotated	6.99e-05	chr1	DTU	Hippocampus
clu_136801_+	4	chr14:76177931-76180764	GPATCH2L	annotated	7.45e-05	chr14	DTU	Hippocampus
clu_60607_-	3	chr19:13109838-13110158	TRMT1	annotated	7.56e-05	chr19	DTU	Hippocampus
clu_30735_-	6	chr16:21818761-21820295	RRN3P1	cryptic	7.59e-05	chr16	DTU	Hippocampus
clu_23840_-	5	chr5:55964312-55976215	IL6ST	cryptic	7.63e-05	chr5	DTU	Hippocampus
clu_147493_+	12	chr17:75226157-75231340	NUP85	cryptic	7.78e-05	chr17	DTU	Hippocampus
clu_121740_-	4	chr1:222486121-222504412	RP11-378J18.9	annotated	7.79e-05	chr1	DTU	Hippocampus
clu_134792_-	3	chr6:121304833-121310779	TBC1D32	cryptic	7.83e-05	chr6	DTU	Hippocampus
clu_90243_-	3	chr18:50800143-50805154	MRO	annotated	7.97e-05	chr18	DTU	Hippocampus
clu_60224_-	3	chr19:9569082-9584461	ZNF121	annotated	8.03e-05	chr19	DTU	Hippocampus
clu_126294_+	3	chr15:64943582-64947404	ANKDD1A	annotated	8.04e-05	chr15	DTU	Hippocampus
clu_102288_+	3	chr6:87210807-87213902	.	annotated	8.04e-05	chr6	DTU	Hippocampus
clu_78714_-	8	chr13:52227096-52236041	TPTE2P2	cryptic	8.06e-05	chr13	DTU	Hippocampus
clu_61744_-	2	chr19:38218656-38218931	DPF1	cryptic	8.34e-05	chr19	DTU	Hippocampus
clu_113036_+	5	chr19:11357739-11359607	PLPPR2	cryptic	8.5e-05	chr19	DTU	Hippocampus
clu_151008_-	18	chr7:149891301-150293312	ACTR3C	cryptic	8.5e-05	chr7	DTU	Hippocampus
clu_112041_-	3	chr12:130801488-130806982	STX2	cryptic	8.59e-05	chr12	DTU	Hippocampus
clu_20626_+	2	chr16:8772917-8774890	ABAT	cryptic	8.59e-05	chr16	DTU	Hippocampus
clu_13407_-	3	chr8:19408694-19418656	CSGALNACT1	cryptic	8.59e-05	chr8	DTU	Hippocampus
clu_164835_+	4	chr7:73693669-73697605	WBSCR22	annotated	8.96e-05	chr7	DTU	Hippocampus
clu_68123_+	3	chr5:69875319-69914158	RP11-98J23.2	cryptic	8.98e-05	chr5	DTU	Hippocampus
clu_156213_-	13	chr10:89462624-89535684	SLC16A12	cryptic	9.01e-05	chr10	DTU	Hippocampus
clu_151813_-	3	chr4:13620067-13627345	BOD1L1	annotated	9.01e-05	chr4	DTU	Hippocampus
clu_134006_-	2	chr6:61678947-61681009	RP1-240B8.3	cryptic	9.18e-05	chr6	DTU	Hippocampus
clu_44352_+	2	chr12:103947430-103953386	HSP90B1	annotated	9.34e-05	chr12	DTU	Hippocampus
clu_59407_-	5	chr19:221205-237936	LINC01002	cryptic	9.82e-05	chr19	DTU	Hippocampus
clu_140520_+	4	chr11:61950427-61955107	BEST1	cryptic	9.85e-05	chr11	DTU	Hippocampus
clu_68129_+	3	chr5:70751232-70789208	RP11-589F5.4	cryptic	0.000103	chr5	DTU	Hippocampus
clu_135733_+	16	chr14:23970332-24004337	DHRS4L2	cryptic	0.000105	chr14	DTU	Hippocampus
clu_110835_-	5	chr12:81369194-81374634	PPFIA2	cryptic	0.000107	chr12	DTU	Hippocampus
clu_14237_-	6	chr8:85217502-85220306	C8orf59	cryptic	0.000107	chr8	DTU	Hippocampus
clu_153788_-	8	chr21:6230951-6267135	CH507-24F1.2	annotated	0.000109	chr21	DTU	Hippocampus
clu_11746_?	2	chrX:103776999-103785582	PLP1	annotated	0.00011	chrX	DTU	Hippocampus
clu_119593_-	3	chr1:120573189-120620355	CH17-472G23.4	cryptic	0.000112	chr1	DTU	Hippocampus
clu_125300_+	4	chr15:28818998-28833276	PDCD6IPP2	cryptic	0.000114	chr15	DTU	Hippocampus
clu_131129_+	3	chr2:159762993-159767284	MARCH7	annotated	0.000114	chr2	DTU	Hippocampus
clu_42143_+	5	chr12:1236904-1289852	ERC1	cryptic	0.000115	chr12	DTU	Hippocampus
clu_54971_+	4	chr1:151107222-151117957	GABPB2	cryptic	0.000117	chr1	DTU	Hippocampus
clu_86143_-	9	chr17:45475726-45482437	PLEKHM1	cryptic	0.000118	chr17	DTU	Hippocampus
clu_133014_-	2	chr6:4133701-4135511	ECI2	annotated	0.000118	chr6	DTU	Hippocampus
clu_18114_-	2	chr3:93877146-93879163	PROS1	cryptic	0.00012	chr3	DTU	Hippocampus
clu_8992_-	5	chr15:27989666-28014776	OCA2	cryptic	0.000126	chr15	DTU	Hippocampus
clu_108401_+	18	chr8:116766791-116848888	UTP23	cryptic	0.000126	chr8	DTU	Hippocampus
clu_136301_+	3	chr14:58453473-58456702	KIAA0586	cryptic	0.000128	chr14	DTU	Hippocampus
clu_129031_+	4	chr2:38779118-38781543	GEMIN6	cryptic	0.000129	chr2	DTU	Hippocampus
clu_146750_+	2	chr17:50554450-50555232	SPATA20	cryptic	0.00013	chr17	DTU	Hippocampus
clu_39843_-	2	chr9:33442970-33443321	AQP3	annotated	0.000131	chr9	DTU	Hippocampus
clu_54022_+	3	chr1:120439690-120441278	NBPF8	cryptic	0.000148	chr1	DTU	Hippocampus
clu_40973_-	2	chr9:108869182-108874895	IKBKAP	cryptic	0.00015	chr9	DTU	Hippocampus
clu_86561_-	3	chr17:59989344-59995953	DHX40P1	annotated	0.000152	chr17	DTU	Hippocampus
clu_125954_+	13	chr15:48178400-48220634	SLC12A1	cryptic	0.000156	chr15	DTU	Hippocampus
clu_103684_+	2	chr4:1799800-1801367	FGFR3	cryptic	0.000156	chr4	DTU	Hippocampus
clu_123279_+	6	chr10:62388576-62459741	ZNF365	cryptic	0.000164	chr10	DTU	Hippocampus
clu_107881_+	5	chr8:67086110-67093543	CSPP1	annotated	0.000164	chr8	DTU	Hippocampus
clu_81870_+	5	chr3:149009402-149026760	GYG1	annotated	0.000172	chr3	DTU	Hippocampus
clu_9042_-	6	chr15:29252478-29675099	FAM189A1	cryptic	0.000176	chr15	DTU	Hippocampus
clu_29331_+	2	chr20:49219541-49221452	DDX27	cryptic	0.000186	chr20	DTU	Hippocampus
clu_54761_+	18	chr1:149661089-149669211	LINC00869	cryptic	0.000191	chr1	DTU	Hippocampus
clu_79615_+	9	chr3:15675160-15738552	.	annotated	0.000191	chr3	DTU	Hippocampus
clu_117984_-	5	chr1:36479516-36481478	CSF3R	cryptic	0.000194	chr1	DTU	Hippocampus
clu_5985_-	4	chr11:78101195-78103980	ALG8	annotated	0.000195	chr11	DTU	Hippocampus
clu_127017_+	2	chr15:90466091-90466269	IQGAP1	cryptic	0.000197	chr15	DTU	Hippocampus
clu_80556_+	2	chr3:52384977-52385337	DNAH1	cryptic	0.000208	chr3	DTU	Hippocampus
clu_54681_+	2	chr1:146855472-146857670	HYDIN2	cryptic	0.000213	chr1	DTU	Hippocampus
clu_155441_-	6	chr10:45962994-45972217	PARGP1	cryptic	0.000223	chr10	DTU	Hippocampus
clu_104761_+	6	chr4:83456958-83460973	MRPS18C	annotated	0.000223	chr4	DTU	Hippocampus
clu_152915_-	10	chr4:105446502-105473894	PPA2	annotated	0.000224	chr4	DTU	Hippocampus
clu_133742_-	2	chr6:42188731-42208858	MRPS10	cryptic	0.000224	chr6	DTU	Hippocampus
clu_78152_-	3	chr13:23941469-23945750	ANKRD20A19P	cryptic	0.000229	chr13	DTU	Hippocampus
clu_87117_-	3	chr17:75847609-75848570	WBP2	annotated	0.000231	chr17	DTU	Hippocampus
clu_53226_+	6	chr1:74201410-74236102	FPGT-TNNI3K	cryptic	0.000246	chr1	DTU	Hippocampus
clu_148774_-	5	chr7:35179155-35185720	DPY19L2P1	cryptic	0.000248	chr7	DTU	Hippocampus
clu_120985_-	4	chr1:173864704-173865510	GAS5	annotated	0.000259	chr1	DTU	Hippocampus
clu_140479_+	9	chr11:61393976-61428613	TMEM216	cryptic	0.000259	chr11	DTU	Hippocampus
clu_86913_-	3	chr17:69222697-69225325	ABCA10	annotated	0.000262	chr17	DTU	Hippocampus
clu_48938_-	2	chr2:135933990-135943378	DARS	cryptic	0.000268	chr2	DTU	Hippocampus
clu_16930_-	12	chr3:42569073-42612292	SEC22C	cryptic	0.000278	chr3	DTU	Hippocampus
clu_86163_-	6	chr17:46517233-46570759	ARL17A	cryptic	0.000279	chr17	DTU	Hippocampus
clu_154484_-	3	chr21:45525958-45530770	SLC19A1	cryptic	0.000281	chr21	DTU	Hippocampus
clu_125211_+	2	chr15:25199823-25201136	SNHG14	cryptic	0.000283	chr15	DTU	Hippocampus
clu_149860_-	5	chr7:98856183-98869777	TMEM130	annotated	0.000302	chr7	DTU	Hippocampus
clu_28422_+	15	chr20:8493669-8494132	.	annotated	0.000308	chr20	DTU	Hippocampus
clu_81794_+	8	chr3:141386937-141403927	ZBTB38	cryptic	0.00031	chr3	DTU	Hippocampus
clu_35128_+	2	chr13:113024758-113045271	MCF2L	annotated	0.000313	chr13	DTU	Hippocampus
clu_44424_+	6	chr12:106956065-106967111	TMEM263	annotated	0.000314	chr12	DTU	Hippocampus
clu_80836_+	8	chr3:66220858-66262051	SLC25A26	cryptic	0.000314	chr3	DTU	Hippocampus
clu_81125_+	2	chr3:100348881-100352404	NIT2	cryptic	0.000314	chr3	DTU	Hippocampus
clu_144838_+	8	chr17:5192163-5215147	RP11-333E1.1	cryptic	0.000316	chr17	DTU	Hippocampus
clu_28306_+	5	chr20:3811741-3822102	AP5S1	annotated	0.000325	chr20	DTU	Hippocampus
clu_42210_+	5	chr12:2679796-2682550	CACNA1C	annotated	0.000342	chr12	DTU	Hippocampus
clu_145164_+	2	chr17:11891947-11894374	DNAH9	cryptic	0.000357	chr17	DTU	Hippocampus
clu_42992_+	2	chr12:40240617-40243550	LRRK2	cryptic	0.000374	chr12	DTU	Hippocampus
clu_104860_+	4	chr4:88523932-88595557	HERC3	annotated	0.000375	chr4	DTU	Hippocampus
clu_31793_-	3	chr16:70981568-70985185	HYDIN	cryptic	0.000386	chr16	DTU	Hippocampus
clu_30692_-	6	chr16:21857658-21879378	NPIPB4	cryptic	0.000388	chr16	DTU	Hippocampus
clu_15217_-	40	chr8:144556582-144557771	.	annotated	0.000388	chr8	DTU	Hippocampus
clu_57093_+	3	chr1:236542787-236543560	LGALS8	annotated	0.000389	chr1	DTU	Hippocampus
clu_103536_+	7	chr4:53491-85731	ZNF595	cryptic	0.000406	chr4	DTU	Hippocampus
clu_104621_+	3	chr4:71560254-71567004	SLC4A4	annotated	0.000408	chr4	DTU	Hippocampus
clu_24005_-	14	chr5:70203965-70258882	RP11-1415C14.3	cryptic	0.000424	chr5	DTU	Hippocampus
clu_116326_-	4	chr1:185350-186317	RP11-34P13.18	cryptic	0.000439	chr1	DTU	Hippocampus
clu_53766_+	3	chr1:109688737-109689225	GSTM1	annotated	0.000444	chr1	DTU	Hippocampus
clu_70359_+	7	chr5:181247386-181271573	TRIM52-AS1	cryptic	0.000451	chr5	DTU	Hippocampus
clu_82372_+	3	chr3:184180251-184180849	AP2M1	annotated	0.000467	chr3	DTU	Hippocampus
clu_136538_+	6	chr14:67887204-68291884	RAD51B	cryptic	0.000471	chr14	DTU	Hippocampus
clu_129666_+	3	chr2:73234384-73247762	CCT7	annotated	0.00048	chr2	DTU	Hippocampus
clu_61040_-	2	chr19:19120183-19120765	TMEM161A	cryptic	0.000488	chr19	DTU	Hippocampus
clu_132519_+	2	chr2:231711419-231711890	PTMA	annotated	0.000489	chr2	DTU	Hippocampus
clu_38648_+	16	chr21:5553838-5614752	RP11-717F1.2	cryptic	0.000489	chr21	DTU	Hippocampus
clu_165789_+	5	chr7:111091504-111122415	LRRN3	annotated	0.000489	chr7	DTU	Hippocampus
clu_134851_-	4	chr6:125300659-125302033	HDDC2	cryptic	0.000505	chr6	DTU	Hippocampus
clu_9010_-	2	chr15:28220644-28222054	HERC2	cryptic	0.000506	chr15	DTU	Hippocampus
clu_58918_+	13	chrX:121090503-121164059	.	annotated	0.000512	chrX	DTU	Hippocampus
clu_129801_+	16	chr2:84518051-84548288	DNAH6	cryptic	0.000528	chr2	DTU	Hippocampus
clu_2707_-	3	chr22:21476160-21477790	PI4KAP2	annotated	0.000529	chr22	DTU	Hippocampus
clu_151476_-	3	chr4:1056503-1058321	RNF212	annotated	0.000535	chr4	DTU	Hippocampus
clu_42851_+	6	chr12:27387320-27390108	ARNTL2	cryptic	0.000553	chr12	DTU	Hippocampus
clu_52472_+	5	chr1:43150820-43156206	FAM183A	cryptic	0.000576	chr1	DTU	Hippocampus
clu_23023_-	3	chr5:821895-825164	ZDHHC11	annotated	0.000596	chr5	DTU	Hippocampus
clu_122011_-	2	chr1:233236980-233250739	PCNX2	cryptic	0.000604	chr1	DTU	Hippocampus
clu_69054_+	2	chr5:129095048-129104956	ISOC1	annotated	0.00062	chr5	DTU	Hippocampus
clu_39116_+	7	chr21:41427866-41432050	MX1	cryptic	0.000638	chr21	DTU	Hippocampus
clu_31331_-	6	chr16:53637854-53641285	RPGRIP1L	cryptic	0.000652	chr16	DTU	Hippocampus
clu_52921_+	3	chr1:54722799-54728346	MROH7-TTC4	cryptic	0.000656	chr1	DTU	Hippocampus
clu_74388_+	4	chr9:42903472-42911604	CR848007.2	cryptic	0.00067	chr9	DTU	Hippocampus
clu_70243_+	9	chr5:178053973-178067015	FAM153C	cryptic	0.000693	chr5	DTU	Hippocampus
clu_53527_+	6	chr1:94891267-94894818	SLC44A3	cryptic	0.000729	chr1	DTU	Hippocampus
clu_46178_-	2	chr2:669850-672808	TMEM18	cryptic	0.000729	chr2	DTU	Hippocampus
clu_49667_-	3	chr2:190252307-190261156	HIBCH	annotated	0.000749	chr2	DTU	Hippocampus
clu_19747_-	5	chr3:195960086-195965429	SDHAP1	cryptic	0.000749	chr3	DTU	Hippocampus
clu_109090_-	5	chr12:6578546-6581044	CHD4	cryptic	0.000758	chr12	DTU	Hippocampus
clu_146745_+	8	chr17:50547285-50548289	SPATA20	cryptic	0.000758	chr17	DTU	Hippocampus
clu_5098_-	2	chr11:60942139-60943689	SLC15A3	cryptic	0.000766	chr11	DTU	Hippocampus
clu_133686_-	21	chr6:40491479-40492000	.	annotated	0.000808	chr6	DTU	Hippocampus
clu_142487_+	4	chr11:126250733-126256567	FAM118B	cryptic	0.00081	chr11	DTU	Hippocampus
clu_119526_-	3	chr1:118039444-118041803	SPAG17	cryptic	0.000829	chr1	DTU	Hippocampus
clu_56795_+	4	chr1:223772239-223774834	CAPN2	cryptic	0.000829	chr1	DTU	Hippocampus
clu_118945_-	3	chr1:86376418-86382931	ODF2L	annotated	0.000837	chr1	DTU	Hippocampus
clu_72989_-	2	chr14:74075017-74084347	ALDH6A1	cryptic	0.000839	chr14	DTU	Hippocampus
clu_24239_-	9	chr5:80485561-80487778	CTD-2015H6.3	cryptic	0.000846	chr5	DTU	Hippocampus
clu_129979_+	5	chr2:87720021-87725937	AC093616.4	cryptic	0.000851	chr2	DTU	Hippocampus
clu_155269_-	2	chr10:30877065-30908933	ZNF438	cryptic	0.000869	chr10	DTU	Hippocampus
clu_73238_-	6	chr14:89932627-89953906	EFCAB11	cryptic	0.000871	chr14	DTU	Hippocampus
clu_145283_+	10	chr17:16782336-16796043	USP32P1	cryptic	0.000875	chr17	DTU	Hippocampus
clu_23018_-	2	chr5:745298-840219	ZDHHC11B	cryptic	0.00088	chr5	DTU	Hippocampus
clu_165953_+	7	chr7:128622694-128626295	.	annotated	0.00088	chr7	DTU	Hippocampus
clu_30507_-	3	chr16:17259498-17358012	XYLT1	cryptic	0.000887	chr16	DTU	Hippocampus
clu_165510_+	4	chr7:100355240-100358944	PILRB	cryptic	0.000902	chr7	DTU	Hippocampus
clu_13980_-	3	chr8:58586000-58587618	NSMAF	cryptic	0.000923	chr8	DTU	Hippocampus
clu_9178_-	5	chr15:34553956-34588391	GOLGA8B	annotated	0.000943	chr15	DTU	Hippocampus
clu_130257_+	3	chr2:99186254-99188177	MRPL30	annotated	0.00102	chr2	DTU	Hippocampus
clu_141387_+	12	chr11:71997193-71999927	IL18BP	cryptic	0.00104	chr11	DTU	Hippocampus
clu_23551_-	3	chr5:37292985-37298868	NUP155	cryptic	0.00104	chr5	DTU	Hippocampus
clu_110877_-	3	chr12:88130420-88131165	CEP290	cryptic	0.00105	chr12	DTU	Hippocampus
clu_44567_+	2	chr12:110486454-110486534	FAM216A	annotated	0.00105	chr12	DTU	Hippocampus
clu_13408_-	3	chr8:19439931-19458426	CSGALNACT1	annotated	0.00106	chr8	DTU	Hippocampus
clu_139516_+	3	chr11:822023-822499	PNPLA2	cryptic	0.00108	chr11	DTU	Hippocampus
clu_148967_-	7	chr7:44984046-44986525	SNHG15	annotated	0.00108	chr7	DTU	Hippocampus
clu_43339_+	2	chr12:51794619-51806282	SCN8A	cryptic	0.00111	chr12	DTU	Hippocampus
clu_70306_+	2	chr5:179726759-179729360	CANX	annotated	0.00112	chr5	DTU	Hippocampus
clu_85582_-	3	chr17:38001327-38195880	TBC1D3	cryptic	0.00113	chr17	DTU	Hippocampus
clu_14997_-	4	chr8:143158860-143159582	LY6H	cryptic	0.00113	chr8	DTU	Hippocampus
clu_56211_+	2	chr1:198735252-198741869	PTPRC	cryptic	0.00115	chr1	DTU	Hippocampus
clu_9017_-	4	chr15:28233540-28234070	HERC2	cryptic	0.00116	chr15	DTU	Hippocampus
clu_111199_-	6	chr12:108592397-108623467	TMEM119	cryptic	0.00118	chr12	DTU	Hippocampus
clu_153778_-	8	chr21:5125992-5133426	CH507-9B2.3	cryptic	0.00118	chr21	DTU	Hippocampus
clu_23095_-	4	chr5:850602-878355	BRD9	cryptic	0.0012	chr5	DTU	Hippocampus
clu_148159_-	2	chr7:1499353-1499473	INTS1	cryptic	0.00128	chr7	DTU	Hippocampus
clu_74391_+	15	chr9:42918636-42974737	CYP4F60P	cryptic	0.00128	chr9	DTU	Hippocampus
clu_1242_-	9	chrX:103677051-103685171	MORF4L2	cryptic	0.00129	chrX	DTU	Hippocampus
clu_50183_-	3	chr2:219387163-219387759	DNPEP	annotated	0.00131	chr2	DTU	Hippocampus
clu_120115_-	3	chr1:148569427-148573230	NBPF14	annotated	0.00132	chr1	DTU	Hippocampus
clu_9855_-	5	chr15:58916999-58933404	SLTM	cryptic	0.00132	chr15	DTU	Hippocampus
clu_152423_-	2	chr4:72311181-72312291	ADAMTS3	cryptic	0.00132	chr4	DTU	Hippocampus
clu_74498_+	5	chr9:65731867-65733514	CBWD5	cryptic	0.00132	chr9	DTU	Hippocampus
clu_8896_-	3	chr15:20431235-20435933	HERC2P3	cryptic	0.00135	chr15	DTU	Hippocampus
clu_131534_+	6	chr2:189791941-189818017	PMS1	cryptic	0.00135	chr2	DTU	Hippocampus
clu_39469_-	6	chr9:162469-172081	CBWD1	cryptic	0.00135	chr9	DTU	Hippocampus
clu_142617_+	4	chr11:134345129-134347325	GLB1L2	cryptic	0.00137	chr11	DTU	Hippocampus
clu_9156_-	4	chr15:34261020-34336410	SLC12A6	annotated	0.00137	chr15	DTU	Hippocampus
clu_136932_+	7	chr14:88396203-88416711	SPATA7	cryptic	0.00138	chr14	DTU	Hippocampus
clu_124966_+	3	chr15:22564532-22569149	HERC2P2	cryptic	0.00138	chr15	DTU	Hippocampus
clu_105636_+	5	chr4:158672490-158684592	ETFDH	cryptic	0.00138	chr4	DTU	Hippocampus
clu_141867_+	3	chr11:103257751-103259888	DYNC2H1	cryptic	0.00141	chr11	DTU	Hippocampus
clu_150682_-	2	chr7:132298222-132489292	PLXNA4	annotated	0.00141	chr7	DTU	Hippocampus
clu_38657_+	13	chr21:6318604-6729269	CH507-145C22.1	cryptic	0.00143	chr21	DTU	Hippocampus
clu_43573_+	2	chr12:57203287-57203393	LRP1	cryptic	0.0015	chr12	DTU	Hippocampus
clu_136047_+	2	chr14:41731353-41733471	LRFN5	annotated	0.0015	chr14	DTU	Hippocampus
clu_74385_+	2	chr9:42886848-42890906	ANKRD20A7P	cryptic	0.00151	chr9	DTU	Hippocampus
clu_28682_+	3	chr20:30388578-30393551	FRG1BP	cryptic	0.00154	chr20	DTU	Hippocampus
clu_142124_+	5	chr11:117195915-117203002	TAGLN	cryptic	0.00157	chr11	DTU	Hippocampus
clu_125991_+	5	chr15:50424514-50439009	USP8	annotated	0.00157	chr15	DTU	Hippocampus
clu_83983_?	5	chr14:103913984-103921470	C14orf2	annotated	0.00159	chr14	DTU	Hippocampus
clu_24554_-	5	chr5:110606287-110625267	TMEM232	cryptic	0.00161	chr5	DTU	Hippocampus
clu_126565_+	7	chr15:75349339-75352324	NEIL1	cryptic	0.00162	chr15	DTU	Hippocampus
clu_9981_-	9	chr15:64300723-64380958	CTD-2116N17.1	cryptic	0.00162	chr15	DTU	Hippocampus
clu_116104_+	2	chr19:56494342-56495048	ZNF667-AS1	cryptic	0.00164	chr19	DTU	Hippocampus
clu_13713_-	5	chr8:33453510-33461488	FUT10	annotated	0.00164	chr8	DTU	Hippocampus
