"","module"
"ENSG00000204666.3","grey"
"ENSG00000267890.1","purple"
"ENSG00000105357.15","darkgrey"
"ENSG00000131398.13","paleturquoise"
"ENSG00000131408.13","turquoise"
"ENSG00000062822.12","purple"
"ENSG00000142530.10","brown"
"ENSG00000161671.16","magenta"
"ENSG00000161677.11","blue"
"ENSG00000204653.9","blue"
"ENSG00000131409.12","darkgreen"
"ENSG00000268231.1","blue"
"ENSG00000213023.10","turquoise"
"ENSG00000161681.15","black"
"ENSG00000105472.12","brown"
"ENSG00000261341.6","blue"
"ENSG00000167747.13","black"
"ENSG00000167748.10","turquoise"
"ENSG00000167754.12","brown"
"ENSG00000169035.11","brown"
"ENSG00000129451.11","brown"
"ENSG00000129437.9","blue"
"ENSG00000142544.6","blue"
"ENSG00000142549.9","grey"
"ENSG00000186806.5","brown"
"ENSG00000105379.9","brown"
"ENSG00000142512.14","grey60"
"ENSG00000105366.15","grey60"
"ENSG00000105497.7","green"
"ENSG00000269388.1","turquoise"
"ENSG00000269959.1","blue"
"ENSG00000182310.13","pink"
"ENSG00000105509.10","blue"
"ENSG00000268316.1","yellow"
"ENSG00000269483.2","red"
"ENSG00000283236.1","green"
"ENSG00000161551.13","turquoise"
"ENSG00000198093.10","turquoise"
"ENSG00000176024.17","turquoise"
"ENSG00000269235.1","yellow"
"ENSG00000256683.6","green"
"ENSG00000197619.13","turquoise"
"ENSG00000142556.18","darkturquoise"
"ENSG00000256087.6","yellow"
"ENSG00000275055.1","grey"
"ENSG00000260160.1","pink"
"ENSG00000197608.11","yellow"
"ENSG00000204611.6","darkturquoise"
"ENSG00000196267.12","salmon"
"ENSG00000105568.17","lightcyan"
"ENSG00000196214.10","brown"
"ENSG00000198464.13","turquoise"
"ENSG00000167554.14","salmon"
"ENSG00000221923.8","darkturquoise"
"ENSG00000269834.5","turquoise"
"ENSG00000277977.1","purple"
"ENSG00000167555.13","blue"
"ENSG00000198633.10","yellow"
"ENSG00000258405.9","grey"
"ENSG00000198482.10","blue"
"ENSG00000167562.11","salmon"
"ENSG00000123870.10","blue"
"ENSG00000167766.18","brown"
"ENSG00000269825.1","brown"
"ENSG00000213020.8","turquoise"
"ENSG00000189190.9","turquoise"
"ENSG00000198538.10","salmon"
"ENSG00000204604.9","turquoise"
"ENSG00000268225.2","turquoise"
"ENSG00000182986.12","blue"
"ENSG00000180257.13","red"
"ENSG00000242779.6","turquoise"
"ENSG00000170949.17","turquoise"
"ENSG00000170954.11","blue"
"ENSG00000197937.12","salmon"
"ENSG00000197497.10","brown"
"ENSG00000269001.2","salmon"
"ENSG00000267809.1","purple"
"ENSG00000197928.10","green"
"ENSG00000203326.10","red"
"ENSG00000213799.10","salmon"
"ENSG00000196417.12","brown"
"ENSG00000241015.2","grey"
"ENSG00000160336.14","red"
"ENSG00000198346.10","red"
"ENSG00000213777.5","brown"
"ENSG00000130844.16","violet"
"ENSG00000179820.15","turquoise"
"ENSG00000126583.10","turquoise"
"ENSG00000105605.7","midnightblue"
"ENSG00000142408.3","turquoise"
"ENSG00000170906.15","grey"
"ENSG00000105619.13","black"
"ENSG00000105618.13","grey"
"ENSG00000088038.17","blue"
"ENSG00000105617.3","turquoise"
"ENSG00000125505.16","darkmagenta"
"ENSG00000170892.10","brown"
"ENSG00000170889.13","cyan"
"ENSG00000167613.15","grey60"
"ENSG00000167614.13","purple"
"ENSG00000268496.1","paleturquoise"
"ENSG00000269873.1","blue"
"ENSG00000267838.2","blue"
"ENSG00000226696.5","blue"
"ENSG00000167615.16","pink"
"ENSG00000167618.9","turquoise"
"ENSG00000104972.15","grey60"
"ENSG00000186818.12","grey60"
"ENSG00000022556.15","pink"
"ENSG00000267265.5","pink"
"ENSG00000088053.11","blue"
"ENSG00000160439.15","blue"
"ENSG00000125503.12","purple"
"ENSG00000105048.16","grey"
"ENSG00000129990.14","black"
"ENSG00000267649.1","turquoise"
"ENSG00000180089.5","purple"
"ENSG00000276570.1","blue"
"ENSG00000105063.18","black"
"ENSG00000133265.10","lightcyan"
"ENSG00000160469.16","black"
"ENSG00000133247.13","pink"
"ENSG00000095752.6","grey"
"ENSG00000108107.13","blue"
"ENSG00000108106.13","magenta"
"ENSG00000187902.11","black"
"ENSG00000063241.7","purple"
"ENSG00000197483.9","black"
"ENSG00000090971.4","darkgreen"
"ENSG00000179954.15","blue"
"ENSG00000218891.4","darkgreen"
"ENSG00000179943.7","grey"
"ENSG00000171443.6","blue"
"ENSG00000261221.3","darkgreen"
"ENSG00000179922.5","blue"
"ENSG00000213015.8","black"
"ENSG00000171425.9","pink"
"ENSG00000173581.7","midnightblue"
"ENSG00000063244.12","blue"
"ENSG00000267096.1","blue"
"ENSG00000063245.14","darkgreen"
"ENSG00000142409.5","darkgreen"
"ENSG00000167685.14","darkgrey"
"ENSG00000279794.1","turquoise"
"ENSG00000131848.9","turquoise"
"ENSG00000267298.1","blue"
"ENSG00000267549.5","blue"
"ENSG00000266907.1","blue"
"ENSG00000266932.1","blue"
"ENSG00000267429.1","black"
"ENSG00000267606.1","blue"
"ENSG00000240225.10","red"
"ENSG00000018869.16","salmon"
"ENSG00000267776.1","blue"
"ENSG00000267459.1","blue"
"ENSG00000267454.5","blue"
"ENSG00000198440.9","turquoise"
"ENSG00000198046.11","green"
"ENSG00000166770.10","green"
"ENSG00000196263.7","salmon"
"ENSG00000196867.7","turquoise"
"ENSG00000269696.1","salmon"
"ENSG00000197016.11","turquoise"
"ENSG00000197951.8","turquoise"
"ENSG00000268182.5","turquoise"
"ENSG00000127903.13","salmon"
"ENSG00000268352.1","blue"
"ENSG00000269793.5","brown"
"ENSG00000269699.5","yellow"
"ENSG00000198300.12","brown"
"ENSG00000268654.1","brown"
"ENSG00000268379.1","grey"
"ENSG00000083844.10","cyan"
"ENSG00000105146.12","yellow"
"ENSG00000204524.6","magenta"
"ENSG00000268713.1","yellow"
"ENSG00000267871.5","brown"
"ENSG00000197714.8","violet"
"ENSG00000268205.1","yellow"
"ENSG00000178229.7","blue"
"ENSG00000131845.14","violet"
"ENSG00000152433.14","blue"
"ENSG00000256060.2","turquoise"
"ENSG00000188785.11","brown"
"ENSG00000269533.5","brown"
"ENSG00000268533.1","blue"
"ENSG00000186272.12","brown"
"ENSG00000186230.6","brown"
"ENSG00000276449.1","brown"
"ENSG00000178201.4","blue"
"ENSG00000197128.11","salmon"
"ENSG00000268266.1","magenta"
"ENSG00000105136.19","brown"
"ENSG00000152439.12","grey"
"ENSG00000121406.8","salmon"
"ENSG00000251369.8","greenyellow"
"ENSG00000083817.8","turquoise"
"ENSG00000171649.11","grey"
"ENSG00000183647.10","blue"
"ENSG00000213762.11","turquoise"
"ENSG00000268392.1","blue"
"ENSG00000121417.13","blue"
"ENSG00000204519.10","green"
"ENSG00000179909.15","blue"
"ENSG00000083814.13","turquoise"
"ENSG00000152443.12","salmon"
"ENSG00000083828.15","brown"
"ENSG00000178935.5","greenyellow"
"ENSG00000269343.6","blue"
"ENSG00000204514.9","blue"
"ENSG00000198466.11","brown"
"ENSG00000269867.1","pink"
"ENSG00000270804.1","blue"
"ENSG00000173480.10","blue"
"ENSG00000196724.12","turquoise"
"ENSG00000152454.3","yellow"
"ENSG00000177025.3","green"
"ENSG00000166704.11","yellow"
"ENSG00000176593.7","blue"
"ENSG00000235974.1","brown"
"ENSG00000152467.9","magenta"
"ENSG00000268660.1","turquoise"
"ENSG00000270837.1","blue"
"ENSG00000176293.19","blue"
"ENSG00000243642.3","pink"
"ENSG00000121413.12","darkgreen"
"ENSG00000181894.14","green"
"ENSG00000171606.17","grey"
"ENSG00000198131.13","brown"
"ENSG00000283515.1","purple"
"ENSG00000268516.2","salmon"
"ENSG00000268201.1","pink"
"ENSG00000278129.1","turquoise"
"ENSG00000267216.1","purple"
"ENSG00000142396.10","lightyellow"
"ENSG00000283103.1","brown"
"ENSG00000182318.5","grey"
"ENSG00000121410.11","brown"
"ENSG00000268230.5","blue"
"ENSG00000268895.5","greenyellow"
"ENSG00000279611.1","greenyellow"
"ENSG00000174586.10","blue"
"ENSG00000268049.1","brown"
"ENSG00000152475.6","darkgreen"
"ENSG00000083845.8","magenta"
"ENSG00000171574.17","green"
"ENSG00000232098.3","blue"
"ENSG00000268543.1","turquoise"
"ENSG00000268912.1","blue"
"ENSG00000131849.10","blue"
"ENSG00000269473.1","blue"
"ENSG00000249471.7","midnightblue"
"ENSG00000083812.11","purple"
"ENSG00000083838.15","darkgrey"
"ENSG00000083807.9","blue"
"ENSG00000273901.1","pink"
"ENSG00000119574.12","purple"
"ENSG00000130726.11","lightcyan"
"ENSG00000130724.8","cyan"
"ENSG00000130725.7","magenta"
"ENSG00000267858.5","blue"
"ENSG00000099326.8","blue"
"ENSG00000213753.10","black"
"ENSG00000196476.11","grey"
"ENSG00000247315.3","blue"
"ENSG00000225377.5","blue"
"ENSG00000177732.8","purple"
"ENSG00000125841.12","magenta"
"ENSG00000101255.10","brown"
"ENSG00000125826.19","blue"
"ENSG00000125875.13","darkorange"
"ENSG00000101266.17","yellow"
"ENSG00000125898.12","turquoise"
"ENSG00000101282.8","grey"
"ENSG00000125818.17","cyan"
"ENSG00000215388.3","brown"
"ENSG00000125895.5","brown"
"ENSG00000244588.5","black"
"ENSG00000101298.13","black"
"ENSG00000125775.14","lightcyan"
"ENSG00000274322.1","magenta"
"ENSG00000234684.6","blue"
"ENSG00000229728.1","blue"
"ENSG00000088832.15","royalblue"
"ENSG00000088833.17","magenta"
"ENSG00000101307.15","yellow"
"ENSG00000223750.1","grey"
"ENSG00000271461.1","red"
"ENSG00000232528.3","grey"
"ENSG00000230839.1","brown"
"ENSG00000276649.1","grey"
"ENSG00000198053.11","darkmagenta"
"ENSG00000101327.8","green"
"ENSG00000125834.12","darkorange"
"ENSG00000226644.5","brown"
"ENSG00000125780.11","brown"
"ENSG00000125835.18","black"
"ENSG00000088876.11","blue"
"ENSG00000149488.12","turquoise"
"ENSG00000101361.15","turquoise"
"ENSG00000101365.20","magenta"
"ENSG00000088881.20","purple"
"ENSG00000132635.16","purple"
"ENSG00000215305.9","midnightblue"
"ENSG00000132670.20","magenta"
"ENSG00000125787.11","blue"
"ENSG00000125901.5","darkgreen"
"ENSG00000185019.16","magenta"
"ENSG00000215251.3","yellow"
"ENSG00000088899.14","brown"
"ENSG00000198171.12","blue"
"ENSG00000125877.12","purple"
"ENSG00000088836.12","pink"
"ENSG00000088854.12","paleturquoise"
"ENSG00000226632.1","blue"
"ENSG00000088812.17","green"
"ENSG00000149451.17","white"
"ENSG00000132622.10","grey"
"ENSG00000101220.17","darkgrey"
"ENSG00000101222.12","turquoise"
"ENSG00000125817.7","green"
"ENSG00000101224.17","blue"
"ENSG00000125843.10","purple"
"ENSG00000088888.17","pink"
"ENSG00000229539.1","blue"
"ENSG00000125779.21","turquoise"
"ENSG00000101236.16","cyan"
"ENSG00000088826.17","tan"
"ENSG00000171867.16","brown"
"ENSG00000101265.15","tan"
"ENSG00000089057.14","lightcyan"
"ENSG00000277425.1","blue"
"ENSG00000089063.14","red"
"ENSG00000132646.10","grey"
"ENSG00000101290.13","darkorange"
"ENSG00000225022.1","grey"
"ENSG00000101292.7","brown"
"ENSG00000226995.7","brown"
"ENSG00000230563.2","grey"
"ENSG00000205181.5","turquoise"
"ENSG00000125772.12","brown"
"ENSG00000171984.14","red"
"ENSG00000089199.9","orange"
"ENSG00000089195.14","magenta"
"ENSG00000125885.13","brown"
"ENSG00000275632.1","brown"
"ENSG00000088766.11","magenta"
"ENSG00000125872.7","grey"
"ENSG00000278192.1","grey"
"ENSG00000101311.15","brown"
"ENSG00000125845.6","greenyellow"
"ENSG00000125827.8","magenta"
"ENSG00000229766.6","blue"
"ENSG00000182621.17","red"
"ENSG00000225479.1","brown"
"ENSG00000201348.1","grey"
"ENSG00000101333.16","brown"
"ENSG00000225988.1","brown"
"ENSG00000125869.9","brown"
"ENSG00000101349.16","red"
"ENSG00000132623.15","turquoise"
"ENSG00000227906.7","brown"
"ENSG00000230506.1","blue"
"ENSG00000132639.12","turquoise"
"ENSG00000125863.17","salmon"
"ENSG00000149346.14","greenyellow"
"ENSG00000101384.11","blue"
"ENSG00000270792.5","yellow"
"ENSG00000224961.1","green"
"ENSG00000261411.1","yellow"
"ENSG00000132640.14","red"
"ENSG00000235292.1","turquoise"
"ENSG00000230437.1","turquoise"
"ENSG00000235698.1","black"
"ENSG00000172296.12","turquoise"
"ENSG00000089123.15","turquoise"
"ENSG00000089048.14","darkturquoise"
"ENSG00000101247.17","green"
"ENSG00000172264.16","brown"
"ENSG00000230935.1","blue"
"ENSG00000234187.1","blue"
"ENSG00000239923.3","blue"
"ENSG00000125848.9","turquoise"
"ENSG00000227927.2","brown"
"ENSG00000213950.2","brown"
"ENSG00000089177.18","darkturquoise"
"ENSG00000280240.1","blue"
"ENSG00000125870.10","green"
"ENSG00000125851.9","brown"
"ENSG00000125868.15","yellow"
"ENSG00000125844.15","pink"
"ENSG00000089006.16","salmon"
"ENSG00000212232.1","turquoise"
"ENSG00000125871.13","grey"
"ENSG00000232838.3","green"
"ENSG00000149474.13","turquoise"
"ENSG00000125846.15","blue"
"ENSG00000089091.16","blue"
"ENSG00000236474.1","grey"
"ENSG00000132664.11","green"
"ENSG00000089050.15","red"
"ENSG00000101310.14","green"
"ENSG00000232388.4","grey"
"ENSG00000125821.11","green"
"ENSG00000179935.9","salmon"
"ENSG00000273148.1","grey"
"ENSG00000185052.11","turquoise"
"ENSG00000233895.1","brown"
"ENSG00000275142.1","turquoise"
"ENSG00000132669.12","grey"
"ENSG00000173418.11","lightgreen"
"ENSG00000101343.14","lightgreen"
"ENSG00000089101.17","turquoise"
"ENSG00000173404.4","greenyellow"
"ENSG00000188559.13","turquoise"
"ENSG00000088970.15","grey"
"ENSG00000275457.1","grey"
"ENSG00000088930.7","yellow"
"ENSG00000227063.5","blue"
"ENSG00000234646.6","red"
"ENSG00000132671.5","red"
"ENSG00000178726.6","red"
"ENSG00000125810.9","green"
"ENSG00000132661.3","grey"
"ENSG00000125812.15","turquoise"
"ENSG00000125814.17","red"
"ENSG00000101439.8","tan"
"ENSG00000101463.5","greenyellow"
"ENSG00000231015.1","black"
"ENSG00000101474.11","orange"
"ENSG00000154930.14","tan"
"ENSG00000100987.14","tan"
"ENSG00000197586.12","darkmagenta"
"ENSG00000277938.1","blue"
"ENSG00000100994.11","magenta"
"ENSG00000100997.18","turquoise"
"ENSG00000227379.2","turquoise"
"ENSG00000101003.9","brown"
"ENSG00000101004.14","greenyellow"
"ENSG00000170191.4","turquoise"
"ENSG00000213742.6","skyblue"
"ENSG00000130684.13","blue"
"ENSG00000278383.1","yellow"
"ENSG00000230772.1","blue"
"ENSG00000226465.1","blue"
"ENSG00000175170.14","purple"
"ENSG00000204556.4","green"
"ENSG00000125804.13","grey"
"ENSG00000227195.9","darkgreen"
"ENSG00000282826.1","green"
"ENSG00000205611.4","green"
"ENSG00000231934.1","turquoise"
"ENSG00000149531.15","green"
"ENSG00000238151.1","green"
"ENSG00000283443.1","grey"
"ENSG00000277112.3","blue"
"ENSG00000101294.16","darkgrey"
"ENSG00000274364.1","grey"
"ENSG00000101898.5","grey"
"ENSG00000235313.1","blue"
"ENSG00000125968.8","yellow"
"ENSG00000171552.12","lightcyan"
"ENSG00000088325.15","yellow"
"ENSG00000149599.15","green"
"ENSG00000131044.16","turquoise"
"ENSG00000088356.5","black"
"ENSG00000260903.2","turquoise"
"ENSG00000278012.1","purple"
"ENSG00000101331.15","purple"
"ENSG00000101336.12","grey60"
"ENSG00000101337.15","black"
"ENSG00000275576.1","blue"
"ENSG00000235217.6","brown"
"ENSG00000126003.6","cyan"
"ENSG00000101346.12","lightcyan"
"ENSG00000101350.7","darkorange"
"ENSG00000277692.1","grey"
"ENSG00000171456.16","magenta"
"ENSG00000197183.13","purple"
"ENSG00000198547.8","pink"
"ENSG00000175730.8","black"
"ENSG00000149600.11","black"
"ENSG00000088305.18","grey"
"ENSG00000101367.8","yellow"
"ENSG00000260257.2","green"
"ENSG00000101391.20","black"
"ENSG00000101400.5","orange"
"ENSG00000078699.21","turquoise"
"ENSG00000275223.1","purple"
"ENSG00000125967.16","purple"
"ENSG00000101412.12","black"
"ENSG00000101417.11","blue"
"ENSG00000131061.13","blue"
"ENSG00000101421.3","cyan"
"ENSG00000125970.11","brown"
"ENSG00000125977.6","darkred"
"ENSG00000214185.3","grey"
"ENSG00000101444.12","black"
"ENSG00000078747.13","lightgreen"
"ENSG00000231795.1","green"
"ENSG00000207997.1","black"
"ENSG00000277558.1","grey"
"ENSG00000125971.16","grey"
"ENSG00000101460.12","magenta"
"ENSG00000101464.10","blue"
"ENSG00000198646.13","salmon"
"ENSG00000078804.12","lightyellow"
"ENSG00000131067.16","pink"
"ENSG00000131069.19","brown"
"ENSG00000100983.9","magenta"
"ENSG00000078814.15","pink"
"ENSG00000100991.11","lightcyan"
"ENSG00000202150.1","black"
"ENSG00000088298.12","grey"
"ENSG00000126005.16","magenta"
"ENSG00000125966.9","midnightblue"
"ENSG00000279253.1","greenyellow"
"ENSG00000242372.6","pink"
"ENSG00000101019.21","yellow"
"ENSG00000126001.15","blue"
"ENSG00000125991.18","turquoise"
"ENSG00000088340.15","pink"
"ENSG00000061656.9","pink"
"ENSG00000214078.12","black"
"ENSG00000252549.1","blue"
"ENSG00000244462.7","yellow"
"ENSG00000244005.12","lightcyan"
"ENSG00000125995.15","grey"
"ENSG00000131051.21","greenyellow"
"ENSG00000025293.16","red"
"ENSG00000219608.3","grey"
"ENSG00000171222.10","darkgreen"
"ENSG00000149646.12","grey"
"ENSG00000260032.1","red"
"ENSG00000088367.21","black"
"ENSG00000232406.6","blue"
"ENSG00000278035.1","greenyellow"
"ENSG00000131043.11","magenta"
"ENSG00000080845.17","black"
"ENSG00000118707.9","green"
"ENSG00000101084.16","darkgreen"
"ENSG00000101082.13","turquoise"
"ENSG00000101079.20","turquoise"
"ENSG00000149636.15","brown"
"ENSG00000149639.14","black"
"ENSG00000101347.8","darkolivegreen"
"ENSG00000080839.11","blue"
"ENSG00000101353.14","turquoise"
"ENSG00000118705.16","greenyellow"
"ENSG00000101363.12","turquoise"
"ENSG00000197122.11","darkgrey"
"ENSG00000213979.3","blue"
"ENSG00000166619.12","magenta"
"ENSG00000053438.8","brown"
"ENSG00000276603.1","blue"
"ENSG00000132792.18","turquoise"
"ENSG00000132821.11","midnightblue"
"ENSG00000101407.12","greenyellow"
"ENSG00000101413.11","yellow"
"ENSG00000198959.11","yellow"
"ENSG00000149633.11","tan"
"ENSG00000224635.1","blue"
"ENSG00000275401.1","blue"
"ENSG00000196756.11","black"
"ENSG00000235408.5","brown"
"ENSG00000225091.3","grey"
"ENSG00000174365.19","magenta"
"ENSG00000170471.14","green"
"ENSG00000231307.1","yellow"
"ENSG00000101438.3","white"
"ENSG00000101442.9","blue"
"ENSG00000101445.9","grey"
"ENSG00000240474.3","blue"
"ENSG00000101447.13","brown"
"ENSG00000101452.14","grey"
"ENSG00000204103.3","red"
"ENSG00000198900.5","red"
"ENSG00000226648.1","green"
"ENSG00000124181.14","blue"
"ENSG00000174306.21","turquoise"
"ENSG00000272407.1","blue"
"ENSG00000263989.2","blue"
"ENSG00000132793.11","grey"
"ENSG00000124177.14","turquoise"
"ENSG00000235088.1","grey"
"ENSG00000273951.1","green"
"ENSG00000196090.12","turquoise"
"ENSG00000124193.14","salmon"
"ENSG00000185513.14","pink"
"ENSG00000101049.14","blue"
"ENSG00000101052.12","yellow"
"ENSG00000124191.17","white"
"ENSG00000132823.10","saddlebrown"
"ENSG00000223891.5","blue"
"ENSG00000124194.16","magenta"
"ENSG00000197296.5","blue"
"ENSG00000124120.10","yellow"
"ENSG00000132824.13","yellow"
"ENSG00000168734.13","brown"
"ENSG00000244558.5","blue"
"ENSG00000101098.12","magenta"
"ENSG00000166913.12","green"
"ENSG00000101104.12","purple"
"ENSG00000025772.7","blue"
"ENSG00000101109.11","green"
"ENSG00000124134.8","turquoise"
"ENSG00000124145.6","tan"
"ENSG00000204070.9","blue"
"ENSG00000254806.5","turquoise"
"ENSG00000124251.10","blue"
"ENSG00000244274.7","purple"
"ENSG00000124155.16","brown"
"ENSG00000269549.2","blue"
"ENSG00000101443.17","blue"
"ENSG00000101457.12","yellow"
"ENSG00000101470.9","brown"
"ENSG00000124104.18","brown"
"ENSG00000101473.16","lightcyan"
"ENSG00000132801.6","salmon"
"ENSG00000168612.4","blue"
"ENSG00000149634.4","grey"
"ENSG00000124257.6","black"
"ENSG00000064601.16","pink"
"ENSG00000100979.14","tan"
"ENSG00000100982.11","lightcyan"
"ENSG00000198026.7","pink"
"ENSG00000204044.6","blue"
"ENSG00000124140.13","purple"
"ENSG00000124160.11","salmon"
"ENSG00000101017.13","brown"
"ENSG00000149654.9","purple"
"ENSG00000080189.14","turquoise"
"ENSG00000062598.17","green"
"ENSG00000215452.3","salmon"
"ENSG00000225849.1","turquoise"
"ENSG00000198185.11","salmon"
"ENSG00000158296.13","pink"
"ENSG00000273893.1","grey"
"ENSG00000172315.5","turquoise"
"ENSG00000197496.5","tan"
"ENSG00000064655.18","red"
"ENSG00000101040.19","salmon"
"ENSG00000273451.1","grey"
"ENSG00000231119.2","blue"
"ENSG00000124151.18","yellow"
"ENSG00000196562.14","turquoise"
"ENSG00000124126.13","tan"
"ENSG00000124198.8","green"
"ENSG00000124207.16","brown"
"ENSG00000124214.19","turquoise"
"ENSG00000124228.14","greenyellow"
"ENSG00000124201.14","yellow"
"ENSG00000177410.12","brown"
"ENSG00000222365.1","grey"
"ENSG00000158445.9","yellow"
"ENSG00000283529.1","grey"
"ENSG00000124212.5","brown"
"ENSG00000158470.5","brown"
"ENSG00000197818.11","turquoise"
"ENSG00000237788.1","pink"
"ENSG00000158480.10","cyan"
"ENSG00000124226.10","brown"
"ENSG00000229222.1","blue"
"ENSG00000244687.11","yellow"
"ENSG00000240849.10","paleturquoise"
"ENSG00000277449.1","grey"
"ENSG00000172216.5","red"
"ENSG00000196396.9","yellow"
"ENSG00000208018.1","yellow"
"ENSG00000042062.11","turquoise"
"ENSG00000124171.8","yellow"
"ENSG00000124243.17","turquoise"
"ENSG00000230043.1","green"
"ENSG00000101126.15","green"
"ENSG00000259456.3","blue"
"ENSG00000000419.12","yellow"
"ENSG00000124217.4","skyblue"
"ENSG00000026559.13","brown"
"ENSG00000101096.19","grey60"
"ENSG00000054793.13","cyan"
"ENSG00000020256.19","turquoise"
"ENSG00000182463.15","turquoise"
"ENSG00000199218.1","orange"
"ENSG00000224530.1","turquoise"
"ENSG00000171940.13","royalblue"
"ENSG00000064787.13","darkred"
"ENSG00000101132.9","red"
"ENSG00000101134.11","grey"
"ENSG00000124098.9","red"
"ENSG00000087586.17","red"
"ENSG00000101138.11","green"
"ENSG00000087589.16","blue"
"ENSG00000022277.12","darkred"
"ENSG00000101144.12","tan"
"ENSG00000101146.12","brown"
"ENSG00000132819.16","purple"
"ENSG00000124225.15","turquoise"
"ENSG00000124224.16","grey"
"ENSG00000124209.3","red"
"ENSG00000124164.15","green"
"ENSG00000231290.5","yellow"
"ENSG00000268941.2","brown"
"ENSG00000124222.22","cyan"
"ENSG00000254995.4","pink"
"ENSG00000215440.11","pink"
"ENSG00000254419.1","blue"
"ENSG00000235590.7","turquoise"
"ENSG00000087460.23","cyan"
"ENSG00000101158.13","brown"
"ENSG00000101160.13","grey"
"ENSG00000124172.9","salmon"
"ENSG00000101166.15","grey"
"ENSG00000124203.6","turquoise"
"ENSG00000124205.15","black"
"ENSG00000087495.16","pink"
"ENSG00000196074.12","brown"
"ENSG00000196227.10","turquoise"
"ENSG00000132825.6","green"
"ENSG00000124215.16","turquoise"
"ENSG00000228340.5","green"
"ENSG00000179242.15","green"
"ENSG00000276786.1","red"
"ENSG00000130699.17","blue"
"ENSG00000235018.1","blue"
"ENSG00000283078.1","blue"
"ENSG00000149657.19","turquoise"
"ENSG00000101182.14","green"
"ENSG00000184402.14","yellow"
"ENSG00000101181.17","paleturquoise"
"ENSG00000101180.15","purple"
"ENSG00000130703.15","turquoise"
"ENSG00000130706.12","lightcyan"
"ENSG00000130702.14","purple"
"ENSG00000273619.1","blue"
"ENSG00000171858.17","grey"
"ENSG00000149679.11","brown"
"ENSG00000275437.1","pink"
"ENSG00000101187.15","turquoise"
"ENSG00000101188.4","turquoise"
"ENSG00000101189.6","purple"
"ENSG00000060491.16","purple"
"ENSG00000092758.15","grey"
"ENSG00000101190.12","blue"
"ENSG00000101191.16","blue"
"ENSG00000273759.1","grey"
"ENSG00000101193.7","turquoise"
"ENSG00000101194.17","turquoise"
"ENSG00000231133.6","grey"
"ENSG00000225978.3","yellow"
"ENSG00000149658.17","yellow"
"ENSG00000101198.14","tan"
"ENSG00000275620.1","green"
"ENSG00000101199.12","black"
"ENSG00000101203.16","blue"
"ENSG00000101204.16","purple"
"ENSG00000203900.2","turquoise"
"ENSG00000075043.18","purple"
"ENSG00000101210.10","midnightblue"
"ENSG00000125534.9","magenta"
"ENSG00000130589.16","yellow"
"ENSG00000101216.10","black"
"ENSG00000232442.1","magenta"
"ENSG00000197457.9","darkgrey"
"ENSG00000258366.7","purple"
"ENSG00000026036.21","black"
"ENSG00000101246.19","pink"
"ENSG00000197114.11","pink"
"ENSG00000273154.3","blue"
"ENSG00000203896.9","blue"
"ENSG00000125520.13","blue"
"ENSG00000130584.10","purple"
"ENSG00000268858.2","brown"
"ENSG00000101150.17","greenyellow"
"ENSG00000101152.10","lightcyan"
"ENSG00000199805.1","blue"
"ENSG00000198276.14","blue"
"ENSG00000196700.8","black"
"ENSG00000130590.13","purple"
"ENSG00000101161.7","cyan"
"ENSG00000196421.8","pink"
"ENSG00000171703.16","darkgrey"
"ENSG00000171700.13","grey60"
"ENSG00000125510.15","turquoise"
"ENSG00000196132.11","pink"
"ENSG00000203880.11","salmon"
"ENSG00000232852.1","purple"
"ENSG00000274727.1","purple"
"ENSG00000280071.3","grey"
"ENSG00000275464.4","turquoise"
"ENSG00000280433.1","red"
"ENSG00000275496.4","green"
"ENSG00000275895.5","brown"
"ENSG00000276289.4","turquoise"
"ENSG00000275708.1","darkgreen"
"ENSG00000277437.1","darkgreen"
"ENSG00000280800.1","grey"
"ENSG00000281383.1","grey"
"ENSG00000275215.1","purple"
"ENSG00000278931.1","grey"
"ENSG00000188681.11","blue"
"ENSG00000279720.1","turquoise"
"ENSG00000278932.3","pink"
"ENSG00000280081.3","turquoise"
"ENSG00000270533.2","turquoise"
"ENSG00000279851.2","turquoise"
"ENSG00000175302.5","turquoise"
"ENSG00000228314.1","grey"
"ENSG00000230965.1","grey"
"ENSG00000215559.8","grey"
"ENSG00000203616.2","grey"
"ENSG00000224905.6","black"
"ENSG00000249493.1","blue"
"ENSG00000185272.13","green"
"ENSG00000155304.5","brown"
"ENSG00000155307.17","grey60"
"ENSG00000226751.2","blue"
"ENSG00000235609.7","brown"
"ENSG00000281903.2","brown"
"ENSG00000180530.10","royalblue"
"ENSG00000155313.15","brown"
"ENSG00000215386.11","turquoise"
"ENSG00000280432.1","turquoise"
"ENSG00000207863.1","grey"
"ENSG00000228798.1","turquoise"
"ENSG00000270093.1","salmon"
"ENSG00000226580.1","brown"
"ENSG00000154639.18","brown"
"ENSG00000154640.14","yellow"
"ENSG00000280594.1","violet"
"ENSG00000279648.1","greenyellow"
"ENSG00000240770.5","turquoise"
"ENSG00000154642.10","turquoise"
"ENSG00000154645.13","greenyellow"
"ENSG00000198618.5","green"
"ENSG00000224924.6","turquoise"
"ENSG00000154654.14","red"
"ENSG00000222042.1","salmon"
"ENSG00000213885.3","turquoise"
"ENSG00000185433.8","blue"
"ENSG00000229962.1","blue"
"ENSG00000260583.1","grey"
"ENSG00000154719.13","brown"
