gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,Dentate Gyrus
ENSG00000181291.6,ENSG00000181291,TMEM132E,chr17,protein_coding,0,1,0,0
ENSG00000132141.13,ENSG00000132141,CCT6B,chr17,protein_coding,1,0,1,0
ENSG00000006125.16,ENSG00000006125,AP2B1,chr17,protein_coding,0,1,0,0
ENSG00000270765.5,ENSG00000270765,GAS2L2,chr17,protein_coding,0,0,1,0
ENSG00000270977.1,ENSG00000270977,AC015849.16,chr17,lincRNA,1,0,0,1
ENSG00000271013.1,ENSG00000271013,LRRC37A9P,chr17,processed_pseudogene,1,0,0,1
ENSG00000278023.4,ENSG00000278023,RDM1,chr17,protein_coding,1,0,0,0
ENSG00000277632.1,ENSG00000277632,CCL3,chr17,protein_coding,0,0,1,0
ENSG00000274767.1,ENSG00000274767,AC131056.3,chr17,antisense,1,1,1,1
ENSG00000276070.4,ENSG00000276070,CCL4L2,chr17,protein_coding,0,1,0,1
ENSG00000261499.2,ENSG00000261499,CH17-260O16.1,chr17,unprocessed_pseudogene,1,1,1,1
ENSG00000278259.4,ENSG00000278259,MYO19,chr17,protein_coding,1,1,1,0
ENSG00000278535.4,ENSG00000278535,DHRS11,chr17,protein_coding,0,1,1,1
ENSG00000278540.4,ENSG00000278540,ACACA,chr17,protein_coding,1,1,0,0
ENSG00000274512.5,ENSG00000274512,TBC1D3L,chr17,protein_coding,1,1,1,1
ENSG00000278599.5,ENSG00000278599,TBC1D3E,chr17,protein_coding,1,0,1,0
ENSG00000274487.1,ENSG00000274487,CH17-431G21.1,chr17,unprocessed_pseudogene,1,0,0,0
ENSG00000278845.4,ENSG00000278845,MRPL45,chr17,protein_coding,0,0,1,0
ENSG00000277399.4,ENSG00000277399,GPR179,chr17,protein_coding,0,1,0,0
ENSG00000273604.1,ENSG00000273604,C17orf96,chr17,protein_coding,1,0,0,0
ENSG00000277972.1,ENSG00000277972,CISD3,chr17,protein_coding,1,1,1,0
ENSG00000277258.4,ENSG00000277258,PCGF2,chr17,protein_coding,0,1,0,0
ENSG00000141750.6,ENSG00000141750,STAC2,chr17,protein_coding,0,1,0,0
ENSG00000108306.11,ENSG00000108306,FBXL20,chr17,protein_coding,0,1,0,0
ENSG00000125686.11,ENSG00000125686,MED1,chr17,protein_coding,0,0,1,0
ENSG00000131771.13,ENSG00000131771,PPP1R1B,chr17,protein_coding,0,0,0,1
ENSG00000073605.18,ENSG00000073605,GSDMB,chr17,protein_coding,0,0,1,0
ENSG00000126368.5,ENSG00000126368,NR1D1,chr17,protein_coding,0,1,1,0
ENSG00000171475.13,ENSG00000171475,WIPF2,chr17,protein_coding,0,1,0,0
ENSG00000141753.6,ENSG00000141753,IGFBP4,chr17,protein_coding,1,0,0,0
ENSG00000073584.18,ENSG00000073584,SMARCE1,chr17,protein_coding,0,0,1,0
ENSG00000278834.1,ENSG00000278834,RP11-458J1.1,chr17,antisense,0,1,1,1
ENSG00000186395.7,ENSG00000186395,KRT10,chr17,protein_coding,0,1,1,0
ENSG00000167920.8,ENSG00000167920,TMEM99,chr17,protein_coding,0,1,1,0
ENSG00000173812.10,ENSG00000173812,EIF1,chr17,protein_coding,0,1,1,0
ENSG00000173801.16,ENSG00000173801,JUP,chr17,protein_coding,0,0,1,0
ENSG00000108774.14,ENSG00000108774,RAB5C,chr17,protein_coding,1,1,1,0
ENSG00000033627.15,ENSG00000033627,ATP6V0A1,chr17,protein_coding,0,1,0,0
ENSG00000131462.7,ENSG00000131462,TUBG1,chr17,protein_coding,0,0,1,0
ENSG00000037042.8,ENSG00000037042,TUBG2,chr17,protein_coding,1,1,0,0
ENSG00000131467.10,ENSG00000131467,PSME3,chr17,protein_coding,0,1,0,0
ENSG00000267060.5,ENSG00000267060,PTGES3L,chr17,protein_coding,1,1,0,0
ENSG00000131469.12,ENSG00000131469,RPL27,chr17,protein_coding,1,0,0,0
ENSG00000198496.10,ENSG00000198496,NBR2,chr17,transcribed_unprocessed_pseudogene,0,1,0,0
ENSG00000188554.13,ENSG00000188554,NBR1,chr17,protein_coding,0,0,1,0
ENSG00000184988.8,ENSG00000184988,TMEM106A,chr17,protein_coding,0,0,1,1
ENSG00000278048.1,ENSG00000278048,U2,chr17,snRNA,1,1,1,0
ENSG00000161647.18,ENSG00000161647,MPP3,chr17,protein_coding,0,0,0,1
ENSG00000108852.14,ENSG00000108852,MPP2,chr17,protein_coding,1,0,0,0
ENSG00000260793.2,ENSG00000260793,RP5-882C2.2,chr17,antisense,1,1,0,0
ENSG00000030582.16,ENSG00000030582,GRN,chr17,protein_coding,0,0,1,0
ENSG00000267160.1,ENSG00000267160,RP11-1072C15.4,chr17,antisense,1,0,0,0
ENSG00000073670.13,ENSG00000073670,ADAM11,chr17,protein_coding,1,0,0,0
ENSG00000276728.1,ENSG00000276728,AC142472.6,chr17,lincRNA,1,0,0,0
ENSG00000186834.3,ENSG00000186834,HEXIM1,chr17,protein_coding,0,1,0,0
ENSG00000267121.5,ENSG00000267121,CTD-2020K17.1,chr17,antisense,0,0,0,1
ENSG00000233175.2,ENSG00000233175,CTD-2020K17.3,chr17,antisense,1,0,1,0
ENSG00000006062.13,ENSG00000006062,MAP3K14,chr17,protein_coding,0,0,1,0
ENSG00000159314.11,ENSG00000159314,ARHGAP27,chr17,protein_coding,1,1,1,0
ENSG00000263503.1,ENSG00000263503,RP11-707O23.5,chr17,processed_pseudogene,1,1,1,0
ENSG00000204652.6,ENSG00000204652,RPS26P8,chr17,processed_pseudogene,0,1,0,0
ENSG00000264589.2,ENSG00000264589,MAPT-AS1,chr17,antisense,1,0,0,0
ENSG00000186868.15,ENSG00000186868,MAPT,chr17,protein_coding,0,1,0,0
ENSG00000120071.12,ENSG00000120071,KANSL1,chr17,protein_coding,1,1,1,1
ENSG00000214401.4,ENSG00000214401,KANSL1-AS1,chr17,antisense,1,1,1,0
ENSG00000228696.8,ENSG00000228696,ARL17B,chr17,protein_coding,1,0,0,0
ENSG00000176681.14,ENSG00000176681,LRRC37A,chr17,protein_coding,1,1,1,1
ENSG00000260075.1,ENSG00000260075,NSFP1,chr17,unprocessed_pseudogene,1,0,1,0
ENSG00000238083.7,ENSG00000238083,LRRC37A2,chr17,protein_coding,1,0,1,0
ENSG00000185829.16,ENSG00000185829,ARL17A,chr17,protein_coding,1,1,1,1
ENSG00000073969.18,ENSG00000073969,NSF,chr17,protein_coding,0,1,0,1
ENSG00000108379.9,ENSG00000108379,WNT3,chr17,protein_coding,1,0,0,0
ENSG00000259207.7,ENSG00000259207,ITGB3,chr17,protein_coding,1,0,0,0
ENSG00000178852.15,ENSG00000178852,EFCAB13,chr17,protein_coding,0,0,1,0
ENSG00000141279.15,ENSG00000141279,NPEPPS,chr17,protein_coding,0,1,1,0
ENSG00000108424.9,ENSG00000108424,KPNB1,chr17,protein_coding,0,0,1,0
ENSG00000005243.9,ENSG00000005243,COPZ2,chr17,protein_coding,1,0,0,0
ENSG00000082641.15,ENSG00000082641,NFE2L1,chr17,protein_coding,1,0,0,0
ENSG00000108468.14,ENSG00000108468,CBX1,chr17,protein_coding,1,0,0,0
ENSG00000141293.15,ENSG00000141293,SKAP1,chr17,protein_coding,1,0,0,0
ENSG00000170703.15,ENSG00000170703,TTLL6,chr17,protein_coding,1,1,1,0
ENSG00000248278.1,ENSG00000248278,SUMO2P17,chr17,transcribed_processed_pseudogene,1,1,1,0
ENSG00000159199.13,ENSG00000159199,ATP5G1,chr17,protein_coding,0,0,1,0
ENSG00000173868.11,ENSG00000173868,PHOSPHO1,chr17,protein_coding,0,1,0,0
ENSG00000064300.8,ENSG00000064300,NGFR,chr17,protein_coding,1,1,1,0
ENSG00000136504.11,ENSG00000136504,KAT7,chr17,protein_coding,0,0,1,0
ENSG00000015532.9,ENSG00000015532,XYLT2,chr17,protein_coding,0,1,0,0
ENSG00000108829.9,ENSG00000108829,LRRC59,chr17,protein_coding,0,1,1,0
ENSG00000136457.9,ENSG00000136457,CHAD,chr17,protein_coding,0,1,0,0
ENSG00000136444.9,ENSG00000136444,RSAD1,chr17,protein_coding,1,0,0,0
ENSG00000136449.13,ENSG00000136449,MYCBPAP,chr17,protein_coding,0,1,1,0
ENSG00000006282.20,ENSG00000006282,SPATA20,chr17,protein_coding,1,1,1,0
ENSG00000154945.6,ENSG00000154945,ANKRD40,chr17,protein_coding,1,0,0,0
ENSG00000243678.11,ENSG00000243678,NME2,chr17,protein_coding,0,1,1,0
ENSG00000011260.13,ENSG00000011260,UTP18,chr17,protein_coding,1,1,1,0
ENSG00000267452.1,ENSG00000267452,RP11-1018N14.5,chr17,lincRNA,1,1,1,0
ENSG00000262902.1,ENSG00000262902,MTCO1P40,chr17,processed_pseudogene,0,1,1,0
ENSG00000141198.13,ENSG00000141198,TOM1L1,chr17,protein_coding,0,0,1,0
ENSG00000108960.7,ENSG00000108960,MMD,chr17,protein_coding,1,0,0,0
ENSG00000261873.2,ENSG00000261873,RP11-515E23.1,chr17,protein_coding,0,0,1,0
ENSG00000141179.13,ENSG00000141179,PCTP,chr17,protein_coding,1,1,1,0
ENSG00000121060.15,ENSG00000121060,TRIM25,chr17,protein_coding,0,1,1,1
ENSG00000121058.4,ENSG00000121058,COIL,chr17,protein_coding,0,0,1,0
ENSG00000121057.12,ENSG00000121057,AKAP1,chr17,protein_coding,1,0,0,0
ENSG00000279069.1,ENSG00000279069,RP11-159D12.6,chr17,TEC,1,0,0,0
ENSG00000011143.16,ENSG00000011143,MKS1,chr17,protein_coding,1,0,0,0
ENSG00000265148.5,ENSG00000265148,TSPOAP1-AS1,chr17,antisense,1,0,1,0
ENSG00000121101.15,ENSG00000121101,TEX14,chr17,protein_coding,1,1,1,0
ENSG00000212195.2,ENSG00000212195,U3,chr17,snoRNA,0,1,1,0
ENSG00000175175.5,ENSG00000175175,PPM1E,chr17,protein_coding,0,1,0,0
ENSG00000224738.1,ENSG00000224738,AC099850.1,chr17,antisense,0,0,1,0
ENSG00000182628.12,ENSG00000182628,SKA2,chr17,protein_coding,1,0,0,0
ENSG00000153982.10,ENSG00000153982,GDPD1,chr17,protein_coding,0,0,1,0
ENSG00000062716.11,ENSG00000062716,VMP1,chr17,protein_coding,1,0,0,0
ENSG00000068097.14,ENSG00000068097,HEATR6,chr17,protein_coding,0,0,1,0
ENSG00000062725.9,ENSG00000062725,APPBP2,chr17,protein_coding,0,0,1,0
ENSG00000141376.21,ENSG00000141376,BCAS3,chr17,protein_coding,0,0,1,1
ENSG00000146872.17,ENSG00000146872,TLK2,chr17,protein_coding,0,0,1,0
ENSG00000011028.13,ENSG00000011028,MRC2,chr17,protein_coding,1,0,0,0
ENSG00000008283.15,ENSG00000008283,CYB561,chr17,protein_coding,1,1,1,1
ENSG00000108592.16,ENSG00000108592,FTSJ3,chr17,protein_coding,1,1,1,0
ENSG00000087191.12,ENSG00000087191,PSMC5,chr17,protein_coding,0,1,0,0
ENSG00000108622.10,ENSG00000108622,ICAM2,chr17,protein_coding,0,0,1,0
ENSG00000261371.5,ENSG00000261371,PECAM1,chr17,protein_coding,1,0,0,0
ENSG00000108854.15,ENSG00000108854,SMURF2,chr17,protein_coding,1,0,0,0
ENSG00000214176.9,ENSG00000214176,PLEKHM1P1,chr17,transcribed_unprocessed_pseudogene,1,1,0,0
ENSG00000176809.10,ENSG00000176809,LRRC37A3,chr17,protein_coding,1,1,1,1
ENSG00000264057.1,ENSG00000264057,RP11-583F2.1,chr17,transcribed_unprocessed_pseudogene,1,1,1,1
ENSG00000214174.8,ENSG00000214174,AMZ2P1,chr17,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000108370.16,ENSG00000108370,RGS9,chr17,protein_coding,1,0,0,0
ENSG00000154229.11,ENSG00000154229,PRKCA,chr17,protein_coding,1,1,0,1
ENSG00000200394.1,ENSG00000200394,SNORA38B,chr17,snoRNA,1,0,0,0
ENSG00000182481.8,ENSG00000182481,KPNA2,chr17,protein_coding,1,1,0,0
ENSG00000278740.1,ENSG00000278740,RP11-147L13.14,chr17,lincRNA,1,0,0,0
ENSG00000196704.11,ENSG00000196704,AMZ2,chr17,protein_coding,0,1,0,0
ENSG00000070540.12,ENSG00000070540,WIPI1,chr17,protein_coding,1,0,0,0
ENSG00000207561.1,ENSG00000207561,MIR635,chr17,miRNA,1,0,0,0
ENSG00000141338.13,ENSG00000141338,ABCA8,chr17,protein_coding,1,0,0,0
ENSG00000154262.12,ENSG00000154262,ABCA6,chr17,protein_coding,1,1,1,0
ENSG00000267361.1,ENSG00000267361,LOC100421166,chr17,processed_pseudogene,1,1,1,0
ENSG00000267194.1,ENSG00000267194,RP1-193H18.2,chr17,lincRNA,1,0,0,0
ENSG00000123700.4,ENSG00000123700,KCNJ2,chr17,protein_coding,1,0,0,0
ENSG00000256124.5,ENSG00000256124,LINC01152,chr17,lincRNA,0,0,1,0
ENSG00000234899.9,ENSG00000234899,SOX9-AS1,chr17,processed_transcript,1,0,0,0
ENSG00000180616.8,ENSG00000180616,SSTR2,chr17,protein_coding,1,0,0,0
ENSG00000133193.12,ENSG00000133193,FAM104A,chr17,protein_coding,1,0,0,0
ENSG00000246731.2,ENSG00000246731,MGC16275,chr17,antisense,0,0,1,0
ENSG00000196169.14,ENSG00000196169,KIF19,chr17,protein_coding,1,0,1,0
ENSG00000204347.3,ENSG00000204347,BTBD17,chr17,protein_coding,0,1,0,0
ENSG00000167851.13,ENSG00000167851,CD300A,chr17,protein_coding,0,0,1,0
ENSG00000186074.18,ENSG00000186074,CD300LF,chr17,protein_coding,0,0,1,0
ENSG00000161513.11,ENSG00000161513,FDXR,chr17,protein_coding,1,1,1,0
ENSG00000167861.15,ENSG00000167861,HID1,chr17,protein_coding,0,0,1,0
ENSG00000170190.15,ENSG00000170190,SLC16A5,chr17,protein_coding,0,0,1,0
ENSG00000189159.15,ENSG00000189159,HN1,chr17,protein_coding,0,0,0,1
ENSG00000125450.10,ENSG00000125450,NUP85,chr17,protein_coding,1,1,1,0
ENSG00000125445.10,ENSG00000125445,MRPS7,chr17,protein_coding,1,1,1,0
ENSG00000263843.1,ENSG00000263843,RP11-649A18.12,chr17,antisense,0,0,1,0
ENSG00000125454.11,ENSG00000125454,SLC25A19,chr17,protein_coding,1,0,0,0
ENSG00000177885.13,ENSG00000177885,GRB2,chr17,protein_coding,1,0,0,0
ENSG00000177303.9,ENSG00000177303,CASKIN2,chr17,protein_coding,0,0,1,0
ENSG00000132471.11,ENSG00000132471,WBP2,chr17,protein_coding,0,1,0,0
ENSG00000132481.6,ENSG00000132481,TRIM47,chr17,protein_coding,0,1,1,0
ENSG00000267801.1,ENSG00000267801,RP11-552F3.9,chr17,antisense,1,0,0,0
ENSG00000204316.12,ENSG00000204316,MRPL38,chr17,protein_coding,1,1,1,0
ENSG00000188878.18,ENSG00000188878,FBF1,chr17,protein_coding,0,1,0,0
ENSG00000167880.7,ENSG00000167880,EVPL,chr17,protein_coding,0,1,0,0
ENSG00000182473.21,ENSG00000182473,EXOC7,chr17,protein_coding,0,1,0,0
ENSG00000267128.1,ENSG00000267128,RP11-449J21.5,chr17,antisense,1,0,0,0
ENSG00000141576.14,ENSG00000141576,RNF157,chr17,protein_coding,0,1,0,0
ENSG00000129646.14,ENSG00000129646,QRICH2,chr17,protein_coding,1,0,0,0
ENSG00000161542.16,ENSG00000161542,PRPSAP1,chr17,protein_coding,1,1,1,0
ENSG00000176170.13,ENSG00000176170,SPHK1,chr17,protein_coding,0,1,0,0
ENSG00000161544.9,ENSG00000161544,CYGB,chr17,protein_coding,1,1,0,0
ENSG00000214140.10,ENSG00000214140,PRCD,chr17,protein_coding,0,0,1,1
ENSG00000163597.14,ENSG00000163597,SNHG16,chr17,processed_transcript,0,1,0,0
ENSG00000182534.13,ENSG00000182534,MXRA7,chr17,protein_coding,1,1,1,0
ENSG00000092931.11,ENSG00000092931,MFSD11,chr17,protein_coding,1,1,1,0
ENSG00000267065.2,ENSG00000267065,CTD-2246P4.1,chr17,lincRNA,0,1,0,0
ENSG00000167889.12,ENSG00000167889,MGAT5B,chr17,protein_coding,1,0,0,0
ENSG00000184640.17,ENSG00000184640,SEPT9,chr17,protein_coding,0,0,1,0
ENSG00000267665.1,ENSG00000267665,RP11-13K12.2,chr17,lincRNA,1,0,1,0
ENSG00000267506.5,ENSG00000267506,RP11-13K12.1,chr17,lincRNA,1,1,0,0
ENSG00000279600.1,ENSG00000279600,RP11-637C24.5,chr17,TEC,0,0,1,0
ENSG00000167895.14,ENSG00000167895,TMC8,chr17,protein_coding,1,1,1,0
ENSG00000183077.15,ENSG00000183077,AFMID,chr17,protein_coding,0,0,1,0
ENSG00000187775.16,ENSG00000187775,DNAH17,chr17,protein_coding,1,0,0,0
ENSG00000267432.5,ENSG00000267432,DNAH17-AS1,chr17,processed_transcript,1,0,0,0
ENSG00000055483.19,ENSG00000055483,USP36,chr17,protein_coding,1,1,1,1
ENSG00000178404.9,ENSG00000178404,CEP295NL,chr17,protein_coding,0,0,1,0
ENSG00000167280.16,ENSG00000167280,ENGASE,chr17,protein_coding,1,0,1,0
ENSG00000167281.18,ENSG00000167281,RBFOX3,chr17,protein_coding,0,1,0,0
ENSG00000173894.10,ENSG00000173894,CBX2,chr17,protein_coding,1,0,0,0
ENSG00000141519.14,ENSG00000141519,CCDC40,chr17,protein_coding,0,1,0,0
ENSG00000181045.14,ENSG00000181045,SLC26A11,chr17,protein_coding,1,0,0,0
ENSG00000173818.16,ENSG00000173818,ENDOV,chr17,protein_coding,0,0,1,0
ENSG00000262098.1,ENSG00000262098,CTD-2561B21.10,chr17,lincRNA,1,0,0,0
ENSG00000224877.3,ENSG00000224877,C17orf89,chr17,protein_coding,0,1,1,0
ENSG00000262223.6,ENSG00000262223,RP11-1055B8.3,chr17,lincRNA,1,0,0,0
ENSG00000262877.4,ENSG00000262877,RP11-1055B8.4,chr17,lincRNA,0,0,1,0
ENSG00000185105.5,ENSG00000185105,MYADML2,chr17,protein_coding,1,1,1,0
ENSG00000235296.1,ENSG00000235296,AC137723.5,chr17,antisense,0,1,0,0
ENSG00000169696.15,ENSG00000169696,ASPSCR1,chr17,protein_coding,1,0,0,0
ENSG00000169689.14,ENSG00000169689,STRA13,chr17,protein_coding,1,1,0,0
ENSG00000169750.8,ENSG00000169750,RAC3,chr17,protein_coding,0,0,0,1
ENSG00000169738.7,ENSG00000169738,DCXR,chr17,protein_coding,1,1,1,1
ENSG00000260563.3,ENSG00000260563,RP13-516M14.1,chr17,lincRNA,0,1,0,0
ENSG00000141568.20,ENSG00000141568,FOXK2,chr17,protein_coding,0,1,0,0
ENSG00000141556.20,ENSG00000141556,TBCD,chr17,protein_coding,1,1,0,0
ENSG00000262663.1,ENSG00000262663,RP11-497H17.1,chr17,lincRNA,0,1,0,0
ENSG00000263006.6,ENSG00000263006,ROCK1P1,chr18,transcribed_unprocessed_pseudogene,0,1,0,1
ENSG00000101557.14,ENSG00000101557,USP14,chr18,protein_coding,0,1,1,0
ENSG00000079134.11,ENSG00000079134,THOC1,chr18,protein_coding,0,1,0,0
ENSG00000158270.11,ENSG00000158270,COLEC12,chr18,protein_coding,1,1,1,0
ENSG00000132199.18,ENSG00000132199,ENOSF1,chr18,protein_coding,0,0,0,1
ENSG00000176105.13,ENSG00000176105,YES1,chr18,protein_coding,1,0,0,0
ENSG00000263551.5,ENSG00000263551,RP11-78F17.1,chr18,lincRNA,0,1,0,0
ENSG00000101605.12,ENSG00000101605,MYOM1,chr18,protein_coding,0,1,0,0
ENSG00000272688.1,ENSG00000272688,RP13-270P17.3,chr18,lincRNA,0,0,1,0
ENSG00000101608.12,ENSG00000101608,MYL12A,chr18,protein_coding,1,0,0,0
ENSG00000177426.20,ENSG00000177426,TGIF1,chr18,protein_coding,0,0,0,1
ENSG00000231824.3,ENSG00000231824,AKAIN1,chr18,protein_coding,0,0,0,1
ENSG00000263753.6,ENSG00000263753,LINC00667,chr18,lincRNA,0,0,1,0
ENSG00000261738.6,ENSG00000261738,MIR3976HG,chr18,lincRNA,0,1,0,0
ENSG00000264449.5,ENSG00000264449,RP11-945C19.4,chr18,antisense,0,1,0,0
ENSG00000154655.15,ENSG00000154655,L3MBTL4,chr18,protein_coding,1,0,0,0
ENSG00000173482.16,ENSG00000173482,PTPRM,chr18,protein_coding,1,0,0,0
ENSG00000168502.17,ENSG00000168502,MTCL1,chr18,protein_coding,0,1,0,0
ENSG00000017797.11,ENSG00000017797,RALBP1,chr18,protein_coding,0,1,0,0
ENSG00000168461.12,ENSG00000168461,RAB31,chr18,protein_coding,1,0,0,0
ENSG00000101558.13,ENSG00000101558,VAPA,chr18,protein_coding,0,0,1,0
ENSG00000154856.12,ENSG00000154856,APCDD1,chr18,protein_coding,0,0,0,1
ENSG00000134265.12,ENSG00000134265,NAPG,chr18,protein_coding,1,0,0,1
ENSG00000265728.1,ENSG00000265728,RP11-883A18.3,chr18,lincRNA,0,0,1,0
ENSG00000264714.1,ENSG00000264714,RP11-21G15.1,chr18,transcribed_processed_pseudogene,0,0,1,0
ENSG00000154889.16,ENSG00000154889,MPPE1,chr18,protein_coding,1,0,1,0
ENSG00000176014.12,ENSG00000176014,TUBB6,chr18,protein_coding,1,0,1,1
ENSG00000175354.18,ENSG00000175354,PTPN2,chr18,protein_coding,0,1,0,0
ENSG00000279020.1,ENSG00000279020,C18orf15,chr18,TEC,1,0,0,0
ENSG00000175322.11,ENSG00000175322,ZNF519,chr18,protein_coding,0,1,1,0
ENSG00000186481.16,ENSG00000186481,ANKRD20A5P,chr18,transcribed_unprocessed_pseudogene,0,0,0,1
ENSG00000266145.1,ENSG00000266145,RHOT1P1,chr18,processed_pseudogene,0,1,0,1
ENSG00000283294.1,ENSG00000283294,RP11-681B3.4,chr18,processed_transcript,0,0,0,1
ENSG00000274214.1,ENSG00000274214,RP11-757O6.6,chr18,processed_pseudogene,1,0,1,1
ENSG00000265787.2,ENSG00000265787,CYP4F35P,chr18,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000265015.1,ENSG00000265015,RP11-454P7.3,chr18,transcribed_processed_pseudogene,1,1,1,0
ENSG00000067900.7,ENSG00000067900,ROCK1,chr18,protein_coding,1,0,0,0
ENSG00000141449.14,ENSG00000141449,GREB1L,chr18,protein_coding,1,0,1,0
ENSG00000141446.10,ENSG00000141446,ESCO1,chr18,protein_coding,1,0,1,0
ENSG00000167088.10,ENSG00000167088,SNRPD1,chr18,protein_coding,1,1,1,0
ENSG00000101773.17,ENSG00000101773,RBBP8,chr18,protein_coding,0,0,1,0
ENSG00000141452.9,ENSG00000141452,C18orf8,chr18,protein_coding,1,1,1,0
ENSG00000141458.12,ENSG00000141458,NPC1,chr18,protein_coding,0,0,1,0
ENSG00000168234.12,ENSG00000168234,TTC39C,chr18,protein_coding,1,1,1,0
ENSG00000154040.20,ENSG00000154040,CABYR,chr18,protein_coding,0,1,1,1
ENSG00000266573.5,ENSG00000266573,RP11-449D8.5,chr18,lincRNA,0,1,0,0
ENSG00000277534.1,ENSG00000277534,RP11-9E17.1,chr18,sense_intronic,1,0,0,0
ENSG00000154080.13,ENSG00000154080,CHST9,chr18,protein_coding,1,0,0,0
ENSG00000170558.8,ENSG00000170558,CDH2,chr18,protein_coding,1,0,0,0
ENSG00000134755.14,ENSG00000134755,DSC2,chr18,protein_coding,1,1,0,0
ENSG00000265888.1,ENSG00000265888,DSCAS,chr18,antisense,1,0,0,0
ENSG00000134765.9,ENSG00000134765,DSC1,chr18,protein_coding,0,1,0,0
ENSG00000263698.1,ENSG00000263698,RP11-408H20.3,chr18,antisense,1,0,0,0
ENSG00000134760.5,ENSG00000134760,DSG1,chr18,protein_coding,1,1,1,0
ENSG00000118276.11,ENSG00000118276,B4GALT6,chr18,protein_coding,1,0,0,0
ENSG00000153339.13,ENSG00000153339,TRAPPC8,chr18,protein_coding,0,0,1,0
ENSG00000101695.8,ENSG00000101695,RNF125,chr18,protein_coding,1,0,0,0
ENSG00000166960.16,ENSG00000166960,CCDC178,chr18,protein_coding,1,0,0,0
ENSG00000274184.1,ENSG00000274184,RP11-158H5.8,chr18,lincRNA,0,1,0,0
ENSG00000134775.15,ENSG00000134775,FHOD3,chr18,protein_coding,0,1,0,0
ENSG00000134779.14,ENSG00000134779,TPGS2,chr18,protein_coding,1,0,1,0
ENSG00000150477.14,ENSG00000150477,KIAA1328,chr18,protein_coding,1,0,0,0
ENSG00000243516.1,ENSG00000243516,RPL12P40,chr18,processed_pseudogene,0,1,0,0
ENSG00000267374.1,ENSG00000267374,RP11-244M2.1,chr18,lincRNA,1,0,0,0
ENSG00000267313.7,ENSG00000267313,KC6,chr18,lincRNA,1,0,0,0
ENSG00000078142.11,ENSG00000078142,PIK3C3,chr18,protein_coding,1,1,0,0
ENSG00000267586.6,ENSG00000267586,LINC00907,chr18,lincRNA,0,1,0,0
ENSG00000141469.16,ENSG00000141469,SLC14A1,chr18,protein_coding,0,0,0,1
ENSG00000152240.12,ENSG00000152240,HAUS1,chr18,protein_coding,1,0,0,0
ENSG00000101638.13,ENSG00000101638,ST8SIA5,chr18,protein_coding,0,1,0,0
ENSG00000270112.3,ENSG00000270112,RP11-742D12.2,chr18,processed_transcript,1,0,0,0
ENSG00000134030.13,ENSG00000134030,CTIF,chr18,protein_coding,1,0,0,0
ENSG00000101665.8,ENSG00000101665,SMAD7,chr18,protein_coding,0,1,0,0
ENSG00000177576.11,ENSG00000177576,C18orf32,chr18,protein_coding,1,1,1,0
ENSG00000101670.11,ENSG00000101670,LIPG,chr18,protein_coding,1,1,0,0
ENSG00000167306.19,ENSG00000167306,MYO5B,chr18,protein_coding,1,0,0,0
ENSG00000134042.12,ENSG00000134042,MRO,chr18,protein_coding,1,0,0,0
ENSG00000082212.11,ENSG00000082212,ME2,chr18,protein_coding,0,1,0,0
ENSG00000166845.13,ENSG00000166845,C18orf54,chr18,protein_coding,1,0,1,0
ENSG00000267325.1,ENSG00000267325,LINC01415,chr18,lincRNA,0,1,0,0
ENSG00000091164.12,ENSG00000091164,TXNL1,chr18,protein_coding,1,1,1,0
ENSG00000091157.13,ENSG00000091157,WDR7,chr18,protein_coding,1,1,1,0
ENSG00000066926.10,ENSG00000066926,FECH,chr18,protein_coding,0,0,1,0
ENSG00000267040.6,ENSG00000267040,RP11-35G9.3,chr18,antisense,0,0,0,1
ENSG00000183287.13,ENSG00000183287,CCBE1,chr18,protein_coding,1,0,0,0
ENSG00000141682.11,ENSG00000141682,PMAIP1,chr18,protein_coding,1,1,0,0
ENSG00000119537.15,ENSG00000119537,KDSR,chr18,protein_coding,0,0,1,0
ENSG00000081138.13,ENSG00000081138,CDH7,chr18,protein_coding,0,1,0,0
ENSG00000071991.8,ENSG00000071991,CDH19,chr18,protein_coding,1,0,0,1
ENSG00000260578.1,ENSG00000260578,CTD-2541J13.1,chr18,lincRNA,1,0,0,0
ENSG00000150636.16,ENSG00000150636,CCDC102B,chr18,protein_coding,1,0,1,0
ENSG00000150637.8,ENSG00000150637,CD226,chr18,protein_coding,1,0,0,0
ENSG00000278971.1,ENSG00000278971,RP11-644A7.2,chr18,TEC,1,1,1,1
ENSG00000141665.11,ENSG00000141665,FBXO15,chr18,protein_coding,1,1,1,0
ENSG00000133313.14,ENSG00000133313,CNDP2,chr18,protein_coding,1,1,1,0
ENSG00000150656.14,ENSG00000150656,CNDP1,chr18,protein_coding,1,0,0,0
ENSG00000180011.6,ENSG00000180011,ZADH2,chr18,protein_coding,0,1,0,0
ENSG00000279811.1,ENSG00000279811,RP11-862L9.2,chr18,TEC,1,0,0,0
ENSG00000166573.5,ENSG00000166573,GALR1,chr18,protein_coding,0,1,0,0
ENSG00000263146.2,ENSG00000263146,RP11-849I19.1,chr18,lincRNA,1,0,0,0
