module,gene_id,gene_name
grey,ENSG00000260874.5,RP11-715J22.4
purple,ENSG00000162062.14,C16orf59
grey,ENSG00000259895.1,RP11-715J22.2
grey,ENSG00000162068.1,NTN3
red,ENSG00000162065.12,TBC1D24
grey,ENSG00000260293.2,RP11-715J22.6
grey,ENSG00000185883.11,ATP6V0C
grey,ENSG00000279520.1,RP11-20I23.2
tan,ENSG00000162066.14,AMDHD2
green,ENSG00000205923.3,CEMP1
purple,ENSG00000140992.18,PDPK1
grey,ENSG00000269937.1,RP11-20I23.8
grey,ENSG00000280402.1,RP11-20I23.10
grey,ENSG00000279162.1,CTD-3126B10.2
grey,ENSG00000215154.6,AC141586.5
grey,ENSG00000205918.9,PDPK2P
grey,ENSG00000260565.6,CTD-2270P14.1
turquoise,ENSG00000167977.8,KCTD5
grey,ENSG00000279901.1,CTD-2270P14.2
grey,ENSG00000172382.9,PRSS27
grey,ENSG00000205913.6,SRRM2-AS1
grey,ENSG00000167978.16,SRRM2
darkgreen,ENSG00000103363.14,TCEB2
grey,ENSG00000276791.1,CTD-2270P14.5
grey,ENSG00000172460.14,PRSS30P
grey,ENSG00000005001.9,PRSS22
darkred,ENSG00000162076.12,FLYWCH2
tan,ENSG00000059122.16,FLYWCH1
grey,ENSG00000127564.16,PKMYT1
turquoise,ENSG00000162073.13,PAQR4
grey,ENSG00000272079.2,LA16c-380H5.5
grey,ENSG00000213937.3,CLDN9
grey,ENSG00000184697.6,CLDN6
lightyellow,ENSG00000006327.13,TNFRSF12A
green,ENSG00000103145.10,HCFC1R1
grey,ENSG00000131652.13,THOC6
grey,ENSG00000261971.6,MMP25-AS1
grey,ENSG00000008517.16,IL32
grey,ENSG00000263072.6,ZNF213-AS1
darkred,ENSG00000122386.10,ZNF205
grey,ENSG00000085644.13,ZNF213
grey,ENSG00000262668.1,AJ003147.9
grey,ENSG00000168124.2,OR1F1
grey,ENSG00000010539.11,ZNF200
grey,ENSG00000103313.12,MEFV
grey,ENSG00000281005.1,LINC00921
grey,ENSG00000006194.9,ZNF263
grey,ENSG00000279330.1,AJ003147.11
grey,ENSG00000279031.1,LA16c-360H6.1
pink,ENSG00000140993.10,TIGD7
grey,ENSG00000162086.14,ZNF75A
grey,ENSG00000168158.3,OR2C1
grey,ENSG00000262621.4,LA16c-306E5.2
turquoise,ENSG00000140987.19,ZSCAN32
grey,ENSG00000103343.12,ZNF174
grey,ENSG00000167981.5,ZNF597
grey,ENSG00000122390.17,NAA60
grey,ENSG00000103351.12,CLUAP1
grey,ENSG00000167984.17,NLRC3
grey,ENSG00000262312.2,LA16c-390H2.4
turquoise,ENSG00000188827.10,SLX4
grey,ENSG00000213918.10,DNASE1
grey,ENSG00000126602.10,TRAP1
grey,ENSG00000005339.14,CREBBP
brown,ENSG00000162104.9,ADCY9
grey,ENSG00000185739.13,SRL
grey,ENSG00000262468.5,LINC01569
grey,ENSG00000090447.11,TFAP4
blue,ENSG00000126603.8,GLIS2
purple,ENSG00000262686.1,GLIS2-AS1
grey,ENSG00000217930.7,PAM16
grey,ENSG00000262712.1,RP11-295D4.1
grey,ENSG00000280063.1,RP11-295D4.3
tan,ENSG00000262246.5,CORO7
blue,ENSG00000168140.4,VASN
cyan,ENSG00000103423.13,DNAJA3
grey,ENSG00000153406.13,NMRAL1
grey,ENSG00000103415.11,HMOX2
purple,ENSG00000089486.16,CDIP1
grey,ENSG00000278434.1,RP11-709D24.8
grey,ENSG00000205832.7,C16orf96
red,ENSG00000153443.12,UBALD1
grey,ENSG00000102858.12,MGRN1
grey,ENSG00000278700.1,Metazoa_SRP
darkred,ENSG00000168101.14,NUDT16L1
grey,ENSG00000168096.14,ANKS3
grey,ENSG00000266994.1,RP11-127I20.7
blue,ENSG00000166246.13,C16orf71
tan,ENSG00000103199.13,ZNF500
grey,ENSG00000140623.13,SEPT12
grey,ENSG00000267077.1,RP11-127I20.5
turquoise,ENSG00000067836.12,ROGDI
cyan,ENSG00000140632.16,GLYR1
grey,ENSG00000275056.1,RP11-127I20.8
grey,ENSG00000118900.14,UBN1
blue,ENSG00000118898.15,PPL
turquoise,ENSG00000103184.11,SEC14L5
grey,ENSG00000267072.2,RP11-165E7.1
red,ENSG00000103174.11,NAGPA
grey,ENSG00000033011.11,ALG1
yellow,ENSG00000153446.15,C16orf89
grey,ENSG00000118894.14,EEF2KMT
grey,ENSG00000279877.1,RP11-420N3.3
brown,ENSG00000078328.19,RBFOX1
grey,ENSG00000280000.1,RP11-509E10.3
grey,ENSG00000257180.1,RP11-509E10.1
grey,ENSG00000260835.1,RP11-468I15.1
grey,ENSG00000278975.1,RP11-185J20.1
grey,ENSG00000252080.1,RNU7-99P
grey,ENSG00000200869.1,RNU6-457P
grey,ENSG00000067365.14,METTL22
green,ENSG00000183044.11,ABAT
grey,ENSG00000243954.3,RN7SL743P
grey,ENSG00000184857.7,TMEM186
grey,ENSG00000140650.11,PMM2
grey,ENSG00000260350.1,RP11-152P23.2
grey,ENSG00000260276.2,RP11-77H9.2
grey,ENSG00000153048.10,CARHSP1
grey,ENSG00000259939.1,RP11-77H9.5
royalblue,ENSG00000187555.14,USP7
midnightblue,ENSG00000182831.11,C16orf72
grey,ENSG00000220793.5,RPL21P119
grey,ENSG00000261617.1,RP11-243A14.1
grey,ENSG00000260071.1,RP11-418I22.2
grey,ENSG00000283003.1,RP11-418I22.3
grey,ENSG00000183454.15,GRIN2A
steelblue,ENSG00000166669.13,ATF7IP2
grey,ENSG00000213853.9,EMP2
grey,ENSG00000153060.7,TEKT5
grey,ENSG00000103274.10,NUBP1
red,ENSG00000166676.14,TVP23A
grey60,ENSG00000179583.18,CIITA
green,ENSG00000182108.9,DEXI
grey60,ENSG00000280153.1,RP11-876N24.3
grey,ENSG00000275673.1,RP11-876N24.7
grey,ENSG00000263013.1,RP11-876N24.5
grey,ENSG00000262222.1,RP11-876N24.4
grey,ENSG00000038532.14,CLEC16A
grey,ENSG00000229917.2,RPL7P46
grey,ENSG00000274038.1,RP11-66H6.4
grey,ENSG00000263033.2,RP11-396B14.2
grey,ENSG00000175643.8,RMI2
grey,ENSG00000188897.8,CTD-3088G3.8
turquoise,ENSG00000189067.12,LITAF
purple,ENSG00000184602.5,SNN
grey,ENSG00000153066.12,TXNDC11
black,ENSG00000122299.11,ZC3H7A
grey,ENSG00000277369.1,RP11-486I11.2
lightgreen,ENSG00000171490.12,RSL1D1
grey,ENSG00000263307.1,RP11-166B2.8
royalblue,ENSG00000103342.12,GSPT1
grey,ENSG00000261560.1,RP11-166B2.3
grey,ENSG00000260318.1,COX6CP1
grey,ENSG00000234719.8,RP11-166B2.1
grey,ENSG00000048462.10,TNFRSF17
turquoise,ENSG00000048471.13,SNX29
grey,ENSG00000241641.1,RPS23P6
grey,ENSG00000260723.1,RP11-165M1.2
grey,ENSG00000278979.1,RP11-165M1.1
grey,ENSG00000260601.1,RP11-552C15.1
turquoise,ENSG00000103381.11,CPPED1
brown,ENSG00000237515.7,SHISA9
grey,ENSG00000262801.5,U91319.1
grey,ENSG00000262267.5,U95743.1
grey,ENSG00000175595.14,ERCC4
grey,ENSG00000262097.1,CTD-2135D7.5
darkorange,ENSG00000186260.16,MKL2
greenyellow,ENSG00000276564.1,CTA-276F8.1
grey,ENSG00000262470.2,TVP23CP2
saddlebrown,ENSG00000262454.2,MIR193BHG
turquoise,ENSG00000140694.16,PARN
grey,ENSG00000103429.10,BFAR
grey,ENSG00000103512.14,NOMO1
tan,ENSG00000183458.13,RP11-958N24.1
grey,ENSG00000207425.1,Y_RNA
grey,ENSG00000183426.16,NPIPA1
grey,ENSG00000179889.18,PDXDC1
grey,ENSG00000261819.1,RP11-680G24.4
grey,ENSG00000275910.1,RP11-680G24.6
grey,ENSG00000157045.8,NTAN1
lightgreen,ENSG00000085721.12,RRN3
grey,ENSG00000188599.17,NPIPP1
grey,ENSG00000270580.5,RP11-1186N24.5
grey,ENSG00000250251.6,PKD1P6
grey,ENSG00000183793.13,NPIPA5
grey,ENSG00000156968.8,MPV17L
brown,ENSG00000166780.10,C16orf45
salmon,ENSG00000166783.20,KIAA0430
turquoise,ENSG00000072864.13,NDE1
grey,ENSG00000262380.1,CTB-193M12.3
turquoise,ENSG00000280206.1,CTB-193M12.5
grey,ENSG00000133392.17,MYH11
grey,ENSG00000263335.1,AF001548.5
yellow,ENSG00000133393.12,FOPNL
grey,ENSG00000103222.18,ABCC1
blue,ENSG00000091262.14,ABCC6
grey,ENSG00000103226.17,NOMO3
grey,ENSG00000244257.5,PKD1P1
grey,ENSG00000183889.12,AC138969.4
grey,ENSG00000227827.3,RP11-958N24.2
grey,ENSG00000214967.5,NPIPA7
grey,ENSG00000103489.11,XYLT1
grey,ENSG00000279410.1,RP11-1102P22.3
grey,ENSG00000279620.1,RP11-1102P22.2
grey,ENSG00000275927.1,RP11-567P19.1
grey,ENSG00000214940.8,NPIPA8
grey,ENSG00000205746.9,RP11-1212A22.1
grey,ENSG00000233024.7,RP11-1212A22.4
grey,ENSG00000254681.6,PKD1P5
grey,ENSG00000185164.14,NOMO2
skyblue,ENSG00000134419.15,RPS15A
midnightblue,ENSG00000170540.14,ARL6IP1
pink,ENSG00000157106.16,SMG1
turquoise,ENSG00000170537.12,TMC7
grey,ENSG00000261357.1,RP11-626G11.1
grey,ENSG00000167186.10,COQ7
grey,ENSG00000205730.6,ITPRIPL2
blue,ENSG00000103528.16,SYT17
turquoise,ENSG00000006007.11,GDE1
turquoise,ENSG00000103540.16,CCP110
turquoise,ENSG00000103544.14,C16orf62
grey,ENSG00000276571.1,AC002550.6
grey,ENSG00000103550.13,KNOP1
blue,ENSG00000174628.16,IQCK
grey,ENSG00000261195.1,CTD-2380F24.1
turquoise,ENSG00000167191.11,GPRC5B
red,ENSG00000180269.7,GPR139
grey,ENSG00000183549.10,ACSM5
pink,ENSG00000066654.13,THUMPD1
turquoise,ENSG00000196678.13,ERI2
grey,ENSG00000005189.19,AC004381.6
magenta,ENSG00000188215.9,DCUN1D3
grey,ENSG00000102897.9,LYRM1
blue,ENSG00000158486.13,DNAH3
darkorange,ENSG00000011638.10,TMEM159
darkgrey,ENSG00000103316.10,CRYM
grey,ENSG00000169246.16,NPIPB3
grey,ENSG00000180747.15,SMG1P3
grey,ENSG00000265462.1,MIR3680-1
midnightblue,ENSG00000197006.13,METTL9
grey,ENSG00000261596.2,CTB-31N19.3
grey60,ENSG00000140749.8,IGSF6
grey,ENSG00000207248.1,RNU6-1005P
grey,ENSG00000155719.16,OTOA
grey,ENSG00000260306.1,RP11-645C24.5
grey,ENSG00000248124.7,RRN3P1
grey,ENSG00000185864.16,NPIPB4
grey,ENSG00000185710.9,SMG1P4
grey,ENSG00000274460.1,CTD-2649C14.2
grey,ENSG00000140740.10,UQCRC2
grey,ENSG00000275445.1,CTD-2649C14.3
midnightblue,ENSG00000185716.11,C16orf52
blue,ENSG00000175267.14,VWA3A
blue,ENSG00000183921.7,SDR42E2
paleturquoise,ENSG00000103319.11,EEF2K
grey,ENSG00000058600.15,POLR3E
brown,ENSG00000140743.7,CDR2
brown,ENSG00000257122.5,RRN3P3
grey,ENSG00000237296.9,SMG1P1
grey,ENSG00000243716.10,NPIPB5
turquoise,ENSG00000103404.14,USP31
grey,ENSG00000168434.12,COG7
grey,ENSG00000260136.5,CTD-2270L9.4
brown,ENSG00000103365.15,GGA2
brown,ENSG00000103356.15,EARS2
midnightblue,ENSG00000103353.15,UBFD1
grey,ENSG00000260751.2,CTD-2196E14.6
midnightblue,ENSG00000004779.9,NDUFAB1
grey,ENSG00000083093.9,PALB2
midnightblue,ENSG00000166847.9,DCTN5
grey,ENSG00000166851.14,PLK1
grey,ENSG00000166869.2,CHP2
brown,ENSG00000166501.12,PRKCB
grey,ENSG00000279276.1,CTA-345G4.1
grey,ENSG00000279202.1,CTA-113A6.1
grey,ENSG00000279554.1,CTA-113A6.2
brown,ENSG00000006116.3,CACNG3
pink,ENSG00000122257.18,RBBP6
black,ENSG00000090905.18,TNRC6A
turquoise,ENSG00000158865.12,SLC5A11
grey,ENSG00000140750.16,ARHGAP17
grey,ENSG00000260714.1,RP11-266L9.1
grey,ENSG00000262587.2,RP11-266L9.4
grey,ENSG00000262155.1,RP11-266L9.5
grey,ENSG00000271105.1,SCML2P2
grey,ENSG00000260448.5,LCMT1-AS1
grey,ENSG00000262700.1,RP11-266L9.3
grey,ENSG00000275494.1,RP11-266L9.8
brown,ENSG00000205629.11,LCMT1
grey,ENSG00000103375.10,AQP8
grey,ENSG00000155592.15,ZKSCAN2
grey,ENSG00000274925.1,CTD-2547G23.4
green,ENSG00000182601.6,HS3ST4
grey,ENSG00000230330.1,HMGN2P3
grey,ENSG00000155666.11,KDM8
grey,ENSG00000259940.2,CTD-3203P2.1
grey,ENSG00000169189.16,NSMCE1
grey,ENSG00000245888.6,FLJ21408
darkturquoise,ENSG00000077238.13,IL4R
darkturquoise,ENSG00000103522.15,IL21R
grey,ENSG00000259954.1,IL21R-AS1
grey,ENSG00000077235.17,GTF3C1
grey,ENSG00000047578.12,KIAA0556
turquoise,ENSG00000261329.5,CTD-2049O4.1
purple,ENSG00000169181.12,GSG1L
grey,ENSG00000169180.11,XPO6
grey,ENSG00000188322.4,SBK1
grey,ENSG00000198156.10,NPIPB6
grey,ENSG00000205609.12,EIF3CL
grey,ENSG00000188603.17,CLN3
grey,ENSG00000184730.10,APOBR
blue,ENSG00000176046.8,NUPR1
grey,ENSG00000176476.8,SGF29
grey,ENSG00000197165.10,SULT1A2
grey,ENSG00000196502.11,SULT1A1
grey,ENSG00000255524.7,NPIPB8
grey,ENSG00000184110.14,EIF3C
grey,ENSG00000196993.8,NPIPB9
grey,ENSG00000260796.1,RP11-1348G14.5
grey,ENSG00000275807.1,RP11-1348G14.8
grey,ENSG00000168488.18,ATXN2L
cyan,ENSG00000178952.9,TUFM
tan,ENSG00000178188.14,SH2B1
grey,ENSG00000261766.1,RP11-22P6.2
grey,ENSG00000196296.13,ATP2A1
grey,ENSG00000260442.5,ATP2A1-AS1
turquoise,ENSG00000177548.12,RABEP2
grey,ENSG00000176953.11,NFATC2IP
grey,ENSG00000169682.17,SPNS1
grey,ENSG00000261067.6,RP11-264B17.3
grey,ENSG00000213658.10,LAT
grey,ENSG00000196796.5,CTB-134H23.2
grey,ENSG00000103472.9,RRN3P2
grey,ENSG00000260517.2,RP11-426C22.5
grey,ENSG00000259807.1,RP11-426C22.4
grey,ENSG00000260953.1,RP11-426C22.6
grey,ENSG00000198106.8,RP11-231C14.7
grey,ENSG00000254206.5,NPIPB11
grey,ENSG00000254634.4,SMG1P6
grey,ENSG00000169203.16,RP11-231C14.4
grey,ENSG00000205534.6,SMG1P2
grey,ENSG00000279583.1,RP11-368N21.5
grey,ENSG00000260727.1,SLC7A5P1
grey60,ENSG00000197471.11,SPN
grey,ENSG00000103485.17,QPRT
grey,ENSG00000185905.3,C16orf54
tan,ENSG00000079616.12,KIF22
darkgreen,ENSG00000103495.13,MAZ
blue,ENSG00000238045.9,AC009133.12
red,ENSG00000167371.17,PRRT2
grey,ENSG00000280789.1,PAGR1
turquoise,ENSG00000013364.18,MVP
green,ENSG00000103502.13,CDIPT
grey,ENSG00000214725.8,CDIPT-AS1
darkmagenta,ENSG00000174938.14,SEZ6L2
green,ENSG00000174939.10,ASPHD1
grey,ENSG00000174943.9,KCTD13
grey,ENSG00000279789.1,CTD-2574D22.3
grey,ENSG00000260114.2,CTD-2574D22.4
grey,ENSG00000247735.2,CTD-2574D22.2
skyblue,ENSG00000149932.16,TMEM219
darkgreen,ENSG00000149930.17,TAOK2
grey,ENSG00000149929.15,HIRIP3
grey,ENSG00000169592.14,INO80E
blue,ENSG00000149927.17,DOC2A
white,ENSG00000149926.13,FAM57B
darkmagenta,ENSG00000149925.17,ALDOA
cyan,ENSG00000149923.13,PPP4C
grey,ENSG00000149922.10,TBX6
grey,ENSG00000090238.11,YPEL3
grey,ENSG00000250616.2,RP11-455F5.3
grey,ENSG00000102886.14,GDPD3
white,ENSG00000102882.11,MAPK3
grey60,ENSG00000102879.15,CORO1A
grey,ENSG00000198064.13,RP11-347C12.1
grey,ENSG00000183604.14,SMG1P5
cyan,ENSG00000169217.8,CD2BP2
grey,ENSG00000260219.2,RP11-347C12.10
turquoise,ENSG00000169221.13,TBC1D10B
grey,ENSG00000180035.11,ZNF48
grey,ENSG00000180096.11,SEPT1
green,ENSG00000179965.11,ZNF771
grey,ENSG00000179958.8,DCTPP1
grey,ENSG00000179918.18,SEPHS2
grey60,ENSG00000005844.17,ITGAL
grey,ENSG00000169957.9,ZNF768
grey,ENSG00000169955.7,ZNF747
grey,ENSG00000235560.3,AC002310.12
tan,ENSG00000169951.9,ZNF764
grey,ENSG00000229809.8,ZNF688
grey,ENSG00000197162.9,ZNF785
grey,ENSG00000156853.12,ZNF689
grey,ENSG00000156858.11,PRR14
grey,ENSG00000156860.15,FBRS
grey,ENSG00000261840.2,RP11-146F11.1
grey,ENSG00000080603.16,SRCAP
grey,ENSG00000282034.1,RP11-2C24.9
grey,ENSG00000156873.15,PHKG2
blue,ENSG00000196118.11,CCDC189
cyan,ENSG00000103549.21,RNF40
tan,ENSG00000102870.5,ZNF629
grey,ENSG00000099385.11,BCL7C
grey,ENSG00000260083.1,MIR762HG
grey,ENSG00000150281.6,CTF1
grey,ENSG00000260852.1,FBXL19-AS1
green,ENSG00000099364.16,FBXL19
grey,ENSG00000175938.6,ORAI3
grey,ENSG00000099381.16,SETD1A
red,ENSG00000279196.1,RP11-1072A3.3
grey,ENSG00000099377.13,HSD3B7
green,ENSG00000099365.9,STX1B
turquoise,ENSG00000103496.14,STX4
grey,ENSG00000260911.2,RP11-196G11.2
grey,ENSG00000232748.3,RP11-196G11.6
darkgreen,ENSG00000167394.12,ZNF668
turquoise,ENSG00000167395.10,ZNF646
grey,ENSG00000151006.7,PRSS53
grey,ENSG00000167397.14,VKORC1
grey,ENSG00000103507.13,BCKDK
grey,ENSG00000103510.19,KAT8
grey,ENSG00000262766.1,RP11-196G11.4
grey,ENSG00000278133.1,RP11-196G11.5
red,ENSG00000178226.10,PRSS36
grey,ENSG00000089280.18,FUS
grey,ENSG00000260060.1,RP11-388M20.1
grey,ENSG00000103490.13,PYCARD
grey,ENSG00000177238.13,TRIM72
grey60,ENSG00000169896.16,ITGAM
grey60,ENSG00000140678.16,ITGAX
grey,ENSG00000176723.9,ZNF843
grey,ENSG00000261474.1,RP11-452L6.1
grey,ENSG00000260267.1,RP11-452L6.5
white,ENSG00000140691.16,ARMC5
grey,ENSG00000140682.18,TGFB1I1
tan,ENSG00000140688.16,C16orf58
grey,ENSG00000260625.2,RP11-452L6.7
grey,ENSG00000131797.12,CLUHP3
grey,ENSG00000197302.10,ZNF720
grey,ENSG00000185947.14,ZNF267
grey,ENSG00000230267.7,HERC2P4
grey,ENSG00000260781.1,ARHGAP23P1
grey,ENSG00000279800.2,BCLAF1P2
grey,ENSG00000261461.1,UBE2MP1
grey,ENSG00000171241.8,SHCBP1
red,ENSG00000261512.2,RP11-46D6.1
green,ENSG00000259856.1,RAB43P1
pink,ENSG00000069329.15,VPS35
grey,ENSG00000091651.8,ORC6
blue,ENSG00000140795.12,MYLK3
brown,ENSG00000155330.9,C16orf87
yellow,ENSG00000166123.13,GPT2
salmon,ENSG00000069345.11,DNAJA2
grey,ENSG00000261173.1,RP11-169E6.1
brown,ENSG00000171208.9,NETO2
grey,ENSG00000260281.5,ITFG1-AS1
brown,ENSG00000129636.12,ITFG1
greenyellow,ENSG00000102893.15,PHKB
grey,ENSG00000259918.1,NDUFA5P11
grey,ENSG00000261231.6,RP11-523L20.2
grey,ENSG00000261325.1,AC140542.2
grey,ENSG00000121270.15,ABCC11
pink,ENSG00000102910.13,LONP2
grey,ENSG00000196470.11,SIAH1
greenyellow,ENSG00000102921.7,N4BP1
grey,ENSG00000243609.1,RPS2P44
grey,ENSG00000260086.2,RP11-42I10.1
grey,ENSG00000102924.11,CBLN1
blue,ENSG00000102935.11,ZNF423
grey,ENSG00000205423.11,CNEP1R1
grey,ENSG00000155393.12,HEATR3
grey,ENSG00000279356.1,RP11-429P3.8
lightgreen,ENSG00000121274.12,PAPD5
grey60,ENSG00000121281.12,ADCY7
black,ENSG00000166164.15,BRD7
turquoise,ENSG00000140807.6,NKD1
grey,ENSG00000278909.1,RP11-401P9.7
grey,ENSG00000260249.2,RP11-401P9.5
darkturquoise,ENSG00000167208.14,SNX20
grey,ENSG00000167207.11,NOD2
grey,ENSG00000261644.2,RP11-327F22.1
salmon,ENSG00000083799.17,CYLD
turquoise,ENSG00000103449.11,SALL1
grey,ENSG00000280344.1,AC009166.7
grey,ENSG00000260818.2,UNGP1
grey,ENSG00000224578.4,HNRNPA1P48
grey,ENSG00000103460.16,TOX3
blue,ENSG00000277639.2,RP11-467J12.4
pink,ENSG00000177200.15,CHD9
grey,ENSG00000261291.1,RP11-295M3.2
grey,ENSG00000280227.1,RP11-454F8.3
grey,ENSG00000261056.2,RP11-454F8.2
grey,ENSG00000279589.1,RP11-454F8.4
turquoise,ENSG00000103479.15,RBL2
grey,ENSG00000259926.1,RP11-44F14.5
grey,ENSG00000279344.1,RP11-44F14.7
black,ENSG00000279722.1,RP11-44F14.6
turquoise,ENSG00000166971.16,AKTIP
blue,ENSG00000103494.12,RPGRIP1L
grey,ENSG00000140718.19,FTO
grey,ENSG00000280392.1,RP11-357N13.6
grey,ENSG00000245694.9,CRNDE
grey,ENSG00000159387.7,IRX6
grey,ENSG00000087245.12,MMP2
grey60,ENSG00000087253.12,LPCAT2
grey,ENSG00000261997.1,RP11-212I21.4
grey,ENSG00000198848.12,CES1
grey,ENSG00000159398.15,CES5A
grey,ENSG00000246379.6,RP11-461O7.1
grey,ENSG00000261013.1,CTD-2050B12.1
grey,ENSG00000087258.13,GNAO1
grey,ENSG00000265281.1,MIR3935
grey,ENSG00000260198.1,RP11-441F2.2
grey,ENSG00000279764.1,RP11-441F2.4
grey,ENSG00000159461.14,AMFR
royalblue,ENSG00000167005.13,NUDT21
turquoise,ENSG00000087263.16,OGFOD1
grey,ENSG00000274031.1,RP11-413H22.3
grey,ENSG00000125124.11,BBS2
yellow,ENSG00000087250.8,MT3
lightyellow,ENSG00000125148.6,MT2A
lightyellow,ENSG00000260549.1,MT1L
lightyellow,ENSG00000169715.14,MT1E
lightyellow,ENSG00000205364.3,MT1M
lightyellow,ENSG00000205362.11,MT1A
blue,ENSG00000198417.6,MT1F
grey,ENSG00000125144.13,MT1G
blue,ENSG00000205358.3,MT1H
paleturquoise,ENSG00000187193.8,MT1X
grey,ENSG00000261302.5,RP11-343H19.1
saddlebrown,ENSG00000102900.12,NUP93
grey,ENSG00000070915.9,SLC12A3
paleturquoise,ENSG00000051108.14,HERPUD1
grey,ENSG00000261270.1,RP11-325K4.3
grey,ENSG00000261114.1,RP11-325K4.2
grey,ENSG00000087237.10,CETP
violet,ENSG00000140853.15,NLRC5
turquoise,ENSG00000140848.16,CPNE2
grey,ENSG00000279019.1,RP11-407G23.2
grey,ENSG00000279803.1,RP11-407G23.5
magenta,ENSG00000172775.16,FAM192A
grey,ENSG00000159579.13,RSPRY1
steelblue,ENSG00000102931.7,ARL2BP
turquoise,ENSG00000276663.1,RP11-407G23.7
grey,ENSG00000260038.1,RP11-407G23.4
turquoise,ENSG00000102934.9,PLLP
purple,ENSG00000006210.6,CX3CL1
grey,ENSG00000005194.14,CIAPIN1
grey,ENSG00000088682.13,COQ9
grey,ENSG00000102978.12,POLR2C
brown,ENSG00000125170.10,DOK4
blue,ENSG00000135736.5,CCDC102A
grey,ENSG00000159618.15,ADGRG5
grey,ENSG00000205336.11,ADGRG1
blue,ENSG00000159625.14,DRC7
green,ENSG00000140854.12,KATNB1
grey,ENSG00000140859.15,KIFC3
grey,ENSG00000276166.1,CTD-2600O9.2
grey,ENSG00000166188.2,ZNF319
grey,ENSG00000103005.11,USB1
grey,ENSG00000102996.4,MMP15
grey,ENSG00000070761.7,CFAP20
lightgreen,ENSG00000070770.8,CSNK2A2
blue,ENSG00000103021.9,CCDC113
grey,ENSG00000181938.13,GINS3
purple,ENSG00000260186.5,RP11-481J2.2
purple,ENSG00000103034.14,NDRG4
grey,ENSG00000200556.1,RNU6-103P
grey,ENSG00000103037.11,SETD6
royalblue,ENSG00000125107.17,CNOT1
grey,ENSG00000276259.1,RP11-481J2.4
grey,ENSG00000260865.1,CTA-331F8.1
cyan,ENSG00000103042.8,SLC38A7
grey,ENSG00000125166.12,GOT2
grey,ENSG00000245768.6,RP11-410D17.2
grey,ENSG00000224631.4,RP11-51O6.1
brown,ENSG00000150394.13,CDH8
grey,ENSG00000260600.1,RP11-109D24.1
grey,ENSG00000261502.3,RP11-96H17.1
grey,ENSG00000269986.1,RP11-96H17.3
grey,ENSG00000261199.1,UBE2FP2
grey,ENSG00000260658.5,RP11-368L12.1
darkolivegreen,ENSG00000140937.13,CDH11
grey,ENSG00000278893.1,RP11-229O3.1
grey,ENSG00000179776.17,CDH5
grey,ENSG00000246898.1,LINC00920
grey,ENSG00000166548.15,TK2
grey,ENSG00000217555.12,CKLF
grey,ENSG00000254788.7,CKLF-CMTM1
grey,ENSG00000277978.1,RP11-403P17.6
grey,ENSG00000089505.17,CMTM1
grey,ENSG00000260650.1,RP11-403P17.2
blue,ENSG00000140931.19,CMTM3
yellow,ENSG00000183723.12,CMTM4
turquoise,ENSG00000135720.12,DYNC1LI2
grey,ENSG00000249961.9,TERB1
black,ENSG00000159593.14,NAE1
brown,ENSG00000168748.13,CA7
grey,ENSG00000172840.6,PDP2
blue,ENSG00000166592.11,RRAD
skyblue,ENSG00000166595.11,FAM96B
tan,ENSG00000172831.11,CES2
grey,ENSG00000172828.12,CES3
grey,ENSG00000172824.14,CES4A
turquoise,ENSG00000067955.13,CBFB
turquoise,ENSG00000125149.11,C16orf70
blue,ENSG00000237172.3,B3GNT9
turquoise,ENSG00000102871.15,TRADD
grey,ENSG00000135722.8,FBXL8
grey,ENSG00000102878.16,HSF4
grey,ENSG00000140939.14,NOL3
grey,ENSG00000196123.12,KIAA0895L
cyan,ENSG00000205250.8,E2F4
grey,ENSG00000102890.14,ELMO3
grey,ENSG00000280163.1,CTC-277H1.6
tan,ENSG00000125122.15,LRRC29
grey,ENSG00000168701.18,TMEM208
green,ENSG00000135723.13,FHOD1
red,ENSG00000135740.16,SLC9A5
grey,ENSG00000262691.1,CTC-277H1.7
turquoise,ENSG00000196155.12,PLEKHG4
grey,ENSG00000168676.10,KCTD19
grey,ENSG00000159708.17,LRRC36
blue,ENSG00000159713.10,TPPP3
blue,ENSG00000159714.10,ZDHHC1
paleturquoise,ENSG00000176387.6,HSD11B2
cyan,ENSG00000159720.11,ATP6V0D1
grey,ENSG00000270049.2,RP11-297D21.4
grey,ENSG00000276075.1,CTD-2012K14.8
purple,ENSG00000039523.18,FAM65A
grey,ENSG00000261386.2,CTD-2012K14.6
grey,ENSG00000280214.1,CTD-2012K14.5
grey,ENSG00000259804.1,CTD-2012K14.7
magenta,ENSG00000102974.14,CTCF
green,ENSG00000159753.13,CARMIL2
tan,ENSG00000102977.13,ACD
green,ENSG00000102981.9,PARD6A
blue,ENSG00000124074.11,ENKD1
tan,ENSG00000159761.14,C16orf86
green,ENSG00000141098.12,GFOD2
grey,ENSG00000141084.10,RANBP10
grey,ENSG00000270165.1,RP11-167P11.2
blue,ENSG00000102904.14,TSNAXIP1
tan,ENSG00000102901.12,CENPT
grey,ENSG00000168286.2,THAP11
grey,ENSG00000102898.11,NUTF2
darkmagenta,ENSG00000038358.14,EDC4
grey,ENSG00000263126.1,CTC-479C5.10
cyan,ENSG00000159792.9,PSKH1
grey,ENSG00000261884.2,CTC-479C5.12
