clusterID	N	coord	gene	annotation	FDR
clu_19479_-	4	chr3:45985022-45995722	FYCO1	cryptic	0.00608
clu_63108_+	4	chr1:179083053-179087911	TOR3A	annotated	0.00609
clu_47111_-	4	chr9:111627193-111631040	LRRC37A5P	cryptic	0.00609
clu_54067_-	4	chr2:55604076-55615451	PPP4R3B	cryptic	0.00613
clu_61867_+	5	chr1:150258183-150260151	CA14	cryptic	0.00614
clu_175807_+	5	chr16:83912367-83957640	RP11-505K9.4	cryptic	0.00615
clu_54666_-	16	chr2:91569281-91655368	AC027612.6	cryptic	0.00621
clu_101802_+	3	chr13:38354296-38359301	UFM1	cryptic	0.00624
clu_125439_-	8	chr12:22490218-22506711	C2CD5	cryptic	0.0063
clu_70429_-	5	chr19:52635153-52660762	ZNF83	annotated	0.0063
clu_125918_-	6	chr12:49005543-49013062	PRKAG1	annotated	0.00631
clu_53476_-	4	chr2:26527920-26537716	OTOF	cryptic	0.00633
clu_162653_+	3	chr17:7441879-7443076	FGF11	cryptic	0.00635
clu_65502_+	3	chrX:56269489-56284313	KLF8	annotated	0.00636
clu_50180_+	8	chr12:69470530-69530865	FRS2	cryptic	0.0064
clu_57848_+	2	chr1:2498828-2499084	PLCH2	cryptic	0.00642
clu_157090_+	3	chr11:44565736-44594643	CD82	cryptic	0.00647
clu_170965_-	3	chr4:89029649-89135843	FAM13A	cryptic	0.00651
clu_165799_+	3	chr17:81894586-81899920	ANAPC11	annotated	0.00653
clu_88363_-	5	chr13:77125468-77139196	MYCBP2	cryptic	0.00654
clu_60685_+	13	chr1:95234315-95252486	RWDD3	cryptic	0.00658
clu_17103_-	4	chr8:138141349-138145959	FAM135B	cryptic	0.00667
clu_153792_+	4	chr14:23970332-23990182	DHRS4L2	cryptic	0.00669
clu_81942_-	2	chr14:75135886-75147664	TMED10	annotated	0.00673
clu_169598_-	11	chr4:1073662-1085896	RNF212	cryptic	0.00677
clu_35509_-	2	chr16:87841155-87851724	SLC7A5	cryptic	0.00685
clu_69709_-	7	chr19:43880136-43883956	ZNF404	cryptic	0.00688
clu_53063_-	7	chr2:6914255-6918402	RNF144A-AS1	cryptic	0.00688
clu_18516_+	9	chr18:62348248-62349812	TNFRSF11A	cryptic	0.00693
clu_167716_-	23	chr7:86288857-86644759	.	annotated	0.00693
clu_70855_-	8	chr19:58315036-58326823	LLNLR-245B6.1	cryptic	0.00703
clu_165712_+	2	chr17:80947351-80949443	RPTOR	annotated	0.00705
clu_106271_?	23	chr17:18519674-18553153	CTD-2303H24.2	cryptic	0.00707
clu_164592_+	2	chr17:50552180-50554256	SPATA20	cryptic	0.00711
clu_151975_-	5	chr6:61697253-61732682	KHDRBS2	cryptic	0.00711
clu_7689_-	8	chr11:133912007-133919742	IGSF9B	cryptic	0.00714
clu_90984_+	3	chr3:121413323-121415888	STXBP5L	cryptic	0.00714
clu_121259_+	7	chr4:173388574-173402718	.	annotated	0.00714
clu_120675_+	8	chr4:114598974-114663995	UGT8	cryptic	0.00715
clu_139978_+	11	chr10:44971848-44984022	RASSF4	cryptic	0.00718
clu_117145_+	4	chr6:43771312-43774341	VEGFA	cryptic	0.00718
clu_42932_?	11	chr2:171453213-171476860	DCAF17	cryptic	0.00721
clu_68668_-	5	chr19:18991149-18994366	SUGP2	annotated	0.0073
clu_32850_+	2	chr20:64198916-64199892	MYT1	cryptic	0.00731
clu_115908_+	22	chr6:3456251-3498215	.	annotated	0.00731
clu_187251_+	2	chr7:128946006-128946501	IRF5	annotated	0.00731
clu_10556_-	6	chr15:37420185-37841417	RP11-720L8.1	cryptic	0.00733
clu_31854_+	2	chr20:35002085-35002177	MYH7B	annotated	0.00736
clu_69120_-	10	chr19:35488840-35500533	DMKN	cryptic	0.00747
clu_45366_-	8	chr9:3395596-3525747	RFX3	cryptic	0.00748
clu_78309_+	2	chr5:170911134-170914167	RANBP17	cryptic	0.00755
clu_124206_+	3	chr8:102937757-102941921	AZIN1-AS1	cryptic	0.0076
clu_119070_+	9	chr4:611302-611575	.	annotated	0.00768
clu_50629_+	4	chr12:100939451-100942381	ANO4	cryptic	0.00772
clu_151389_-	3	chr6:33301771-33304128	TAPBP	cryptic	0.00772
clu_55552_-	10	chr2:127050912-127059011	BIN1	annotated	0.00781
clu_135127_-	3	chr1:46635970-46652581	ATPAF1	annotated	0.00782
clu_137070_-	6	chr1:153589876-153607999	S100A16	cryptic	0.00783
clu_129901_+	12	chr19:19865999-19956738	ZNF93	cryptic	0.00784
clu_108247_?	2	chr17:81512360-81512734	ACTG1	annotated	0.00786
clu_85579_+	5	chr9:138013235-138023014	CACNA1B	cryptic	0.00786
clu_137524_-	3	chr1:160283109-160285055	PEX19	annotated	0.00789
clu_72368_+	4	chr22:45164296-45168168	NUP50	annotated	0.00794
clu_16988_-	8	chr8:129903350-129970943	FAM49B	annotated	0.00797
clu_102181_+	10	chr13:72835368-72908531	PIBF1	cryptic	0.00798
clu_148355_+	22	chr2:113563298-113595369	WASH2P	cryptic	0.00807
clu_102571_+	2	chr13:113024758-113045271	MCF2L	annotated	0.00809
clu_138873_-	6	chr1:230954378-230958224	TTC13	cryptic	0.00817
clu_96382_-	2	chr17:45450763-45453355	PLEKHM1	cryptic	0.00819
clu_187142_+	2	chr7:121128486-121130125	CPED1	cryptic	0.00819
clu_136815_-	2	chr1:148866432-148867986	.	annotated	0.00831
clu_63261_+	13	chr1:184054863-184095703	TSEN15	cryptic	0.00834
clu_96020_-	3	chr17:42105167-42107604	DHX58	annotated	0.00835
clu_65263_+	2	chrX:47571012-47571458	ARAF	cryptic	0.00835
clu_99521_?	3	chr5:127339221-127340530	MEGF10	cryptic	0.00838
clu_142555_+	7	chr15:40253289-40264781	PAK6	cryptic	0.00844
clu_149827_+	4	chr2:213297357-213317219	SPAG16	cryptic	0.00846
clu_55444_-	3	chr2:113612247-113625609	RPL23AP7	cryptic	0.00846
clu_157336_+	2	chr11:58610334-58610953	ZFP91-CNTF	cryptic	0.00853
clu_60996_+	3	chr1:111227769-111230742	CHI3L2	annotated	0.00855
clu_90803_+	2	chr3:107791299-107798601	BBX	annotated	0.00855
clu_96373_-	2	chr17:45402818-45403619	ARHGAP27	cryptic	0.00866
clu_139531_+	4	chr10:12814307-12816250	CAMK1D	cryptic	0.0087
clu_152975_-	3	chr6:135428759-135431208	AHI1	cryptic	0.00872
clu_149233_+	2	chr2:181915414-181916065	.	annotated	0.00877
clu_151086_-	32	chr6:19088071-19534908	RP4-625H18.2	cryptic	0.00889
clu_96401_-	2	chr17:46299665-46352820	ARL17B	annotated	0.0089
clu_169890_-	30	chr4:9064330-9375087	.	annotated	0.0089
clu_175830_+	3	chr16:83998317-84001825	NECAB2	annotated	0.00899
clu_146349_+	15	chr2:30447383-30525587	LCLAT1	cryptic	0.00899
clu_152742_-	3	chr6:121304833-121310779	TBC1D32	cryptic	0.00899
clu_63453_+	6	chr1:201892506-201899730	RP11-307B6.3	cryptic	0.00908
clu_101573_+	9	chr13:24017701-24251718	SPATA13	cryptic	0.00908
clu_173393_+	11	chr16:3065494-3067377	IL32	annotated	0.00908
clu_131203_+	3	chr19:39457740-39458818	SUPT5H	annotated	0.00911
clu_40_-	3	chrX:1389727-1391899	SLC25A6	annotated	0.00922
clu_50151_+	4	chr12:68759239-68793288	SLC35E3	cryptic	0.0093
clu_34518_-	3	chr16:53492753-53494517	AKTIP	cryptic	0.00936
clu_61841_+	10	chr1:149833114-149839595	HIST2H4A	cryptic	0.00944
clu_61324_+	27	chr1:121634451-121794458	.	annotated	0.00947
clu_120533_+	13	chr4:104646935-104732006	CXXC4-AS1	cryptic	0.00953
clu_35049_-	2	chr16:70784838-70785702	VAC14	cryptic	0.00955
clu_35562_-	3	chr16:88723971-88725416	PIEZO1	annotated	0.00955
clu_88897_+	3	chr3:9448630-9453739	SETD5	annotated	0.00955
clu_159118_+	2	chr11:113344440-113350073	TTC12	cryptic	0.00957
clu_81911_-	4	chr14:74942733-74946379	PGF	cryptic	0.00957
clu_163765_+	5	chr17:38497826-38500597	ARHGAP23	annotated	0.00957
clu_94846_-	15	chr17:7561567-7583918	AC113189.5	cryptic	0.00957
clu_88962_+	6	chr3:9943515-9944365	CRELD1	cryptic	0.00957
clu_26844_-	8	chr5:115525590-115542950	FEM1C	cryptic	0.00957
clu_157233_+	3	chr11:47412467-47413597	SLC39A13	annotated	0.00973
clu_145758_+	3	chr2:3457693-3460263	TRAPPC12	annotated	0.00974
clu_49788_+	7	chr12:56158711-56159975	MYL6	cryptic	0.00981
clu_95836_-	3	chr17:38548706-38549056	SRCIN1	cryptic	0.00981
clu_158167_+	2	chr11:67418847-67419487	CARNS1	cryptic	0.00987
clu_87664_-	13	chr13:24925894-24951397	TPTE2P1	cryptic	0.00987
clu_95812_-	5	chr17:37628672-37632113	DDX52	cryptic	0.00987
clu_18784_+	3	chr18:80133192-80135612	ADNP2	annotated	0.00987
clu_150432_+	8	chr2:233318795-233322946	SAG	cryptic	0.00987
clu_187197_+	5	chr7:128592017-128615860	RP11-274B21.1	cryptic	0.00987
clu_158383_+	8	chr11:71789845-71796017	FAM86C1	cryptic	0.00995
clu_169591_-	2	chr4:967644-967728	DGKQ	cryptic	0.00995
clu_88653_-	5	chr13:110647239-110663451	CARS2	annotated	0.01
clu_87936_-	11	chr13:40799287-40826506	TPTE2P5	cryptic	0.0101
clu_12365_-	4	chr15:100199423-100254136	ADAMTS17	cryptic	0.0101
clu_149695_+	11	chr2:208271691-208285726	PIKFYVE	cryptic	0.0101
clu_44842_+	3	chr21:37156906-37159699	TTC3	annotated	0.0101
clu_153054_-	2	chr6:138912950-138914697	REPS1	cryptic	0.0101
clu_121108_+	5	chr4:157360143-157362799	GRIA2	annotated	0.0102
clu_167367_-	4	chr7:73552242-73557487	BCL7B	annotated	0.0102
clu_46972_-	24	chr9:104622192-104748132	.	annotated	0.0102
clu_156566_+	6	chr11:7639870-7641479	PPFIBP2	cryptic	0.0104
clu_168761_-	2	chr7:137690002-137846462	DGKI	annotated	0.0104
clu_140683_+	13	chr10:86680157-86691896	LDB3	cryptic	0.0106
clu_10213_-	3	chr15:20457720-20458233	HERC2P3	cryptic	0.0106
clu_46894_-	7	chr9:97898249-97909960	TRMO	cryptic	0.0106
clu_134754_-	4	chr1:36479516-36481478	CSF3R	cryptic	0.0107
clu_146450_+	2	chr2:33539210-33543512	RASGRP3	annotated	0.0107
clu_57136_-	20	chr2:227265935-227325168	AC097662.2	cryptic	0.0108
clu_168858_-	4	chr7:139575288-139583817	HIPK2	cryptic	0.0108
clu_45325_-	6	chr9:162469-172081	CBWD1	cryptic	0.0108
clu_65673_+	7	chrX:72181167-72196785	PIN4	cryptic	0.0108
clu_139217_-	4	chr1:247200193-247210691	RP11-488L18.4	cryptic	0.0109
clu_43382_?	3	chr2:201022932-201023959	FAM126B	cryptic	0.0109
clu_119948_+	5	chr4:44678585-44680694	GUF1	cryptic	0.0109
clu_4454_-	27	chr11:3339822-3370975	ZNF195	cryptic	0.011
clu_165233_+	3	chr17:74250357-74252234	TTYH2	annotated	0.011
clu_131885_+	3	chr19:47367155-47372761	DHX34	cryptic	0.011
clu_67880_-	2	chr19:10365808-10366417	TYK2	cryptic	0.011
clu_15493_-	4	chr8:16177989-16192598	MSR1	cryptic	0.011
clu_46971_-	10	chr9:104556518-104622030	.	annotated	0.011
clu_125176_-	4	chr12:7502564-7574608	CD163	cryptic	0.0111
clu_94539_-	2	chr17:4062917-4064361	ZZEF1	cryptic	0.0111
clu_12889_?	3	chrX:46602270-46648686	SLC9A7	cryptic	0.0111
clu_88572_-	3	chr13:101399165-101417117	NALCN	cryptic	0.0112
clu_172789_-	5	chr21:46602416-46605029	S100B	cryptic	0.0112
clu_167593_-	5	chr7:76610215-76618183	POMZP3	cryptic	0.0112
clu_164814_+	5	chr17:59579558-59587896	DHX40	cryptic	0.0113
clu_132831_+	15	chr19:58003046-58020030	CTD-2368P22.1	cryptic	0.0113
clu_70172_-	6	chr19:49560692-49590156	NOSIP	cryptic	0.0113
clu_77894_+	5	chr5:149302526-149307402	AFAP1L1	cryptic	0.0113
clu_66625_+	2	chrX:154435505-154435688	ATP6AP1	cryptic	0.0115
clu_63256_+	4	chr1:183742289-183847566	RGL1	cryptic	0.0116
clu_97615_-	12	chr17:78126596-78131001	TMC6	cryptic	0.0116
clu_151901_-	2	chr6:55439559-55495419	HMGCLL1	cryptic	0.0116
clu_46481_-	4	chr9:75066840-75068996	NMRK1	cryptic	0.0116
clu_46915_-	2	chr9:98203408-98208668	TBC1D2	cryptic	0.0116
clu_174897_+	2	chr16:53873865-53879844	FTO	cryptic	0.0117
clu_68333_-	4	chr19:14772497-14776726	ADGRE2	cryptic	0.0117
clu_148383_+	7	chr2:114664806-114664996	.	annotated	0.0117
clu_149458_+	2	chr2:201140439-201145378	CFLAR	annotated	0.0117
clu_72691_+	3	chr22:50785293-50798655	RPL23AP82	cryptic	0.0117
clu_185644_+	13	chr7:64794571-64831451	ZNF138	cryptic	0.0117
clu_58804_+	6	chr1:26032485-26033723	EXTL1	cryptic	0.0118
clu_142328_+	3	chr15:28655420-28655796	HERC2P9	annotated	0.0118
clu_174856_+	4	chr16:50314406-50315359	ADCY7	cryptic	0.0118
clu_33089_-	2	chr16:1367331-1367656	UNKL	cryptic	0.0118
clu_56080_-	4	chr2:164665901-164692221	COBLL1	cryptic	0.0118
clu_186432_+	3	chr7:90277121-90279677	CFAP69	cryptic	0.0118
clu_140429_+	5	chr10:73210438-73228060	FAM149B1	cryptic	0.0119
clu_149065_+	6	chr2:171453213-171468888	DCAF17	cryptic	0.0119
clu_44482_+	3	chr21:8441590-8442221	.	annotated	0.0119
clu_168693_-	2	chr7:134291661-134299523	SLC35B4	cryptic	0.0119
clu_65544_+	6	chrX:66164470-66172355	HEPH	cryptic	0.0119
clu_156998_+	8	chr11:34915938-34947506	PDHX	cryptic	0.0122
clu_68462_-	2	chr19:17022181-17026551	CPAMD8	cryptic	0.0122
clu_48798_+	6	chr12:9307314-9311550	RP11-22B23.1	cryptic	0.0123
clu_162917_+	2	chr17:16000245-16001915	TTC19	annotated	0.0123
clu_29229_?	9	chr7:72829783-72836577	SBDSP1	cryptic	0.0125
clu_25072_-	4	chr10:124765578-124774675	METTL10	cryptic	0.0127
clu_101361_-	4	chr18:70176842-70188108	RTTN	cryptic	0.0127
clu_175565_+	4	chr16:70454630-70463169	FUK	annotated	0.0128
clu_121274_+	8	chr4:176066079-176119867	WDR17	cryptic	0.0128
clu_120235_+	2	chr4:78369984-78372718	FRAS1	cryptic	0.0129
clu_46264_-	10	chr9:63834527-63857200	FRG1JP	cryptic	0.0129
clu_47313_-	3	chr9:122148277-122159627	NDUFA8	cryptic	0.0129
clu_61783_+	3	chr1:149021153-149026715	PDE4DIP	annotated	0.0132
clu_140006_+	4	chr10:45757097-45763388	WASHC2C	cryptic	0.0132
clu_79867_-	9	chr20:41533481-41618340	CHD6	cryptic	0.0132
clu_78263_+	2	chr5:168467964-168472075	WWC1	annotated	0.0132
clu_66461_+	4	chrX:149540799-149542019	CXorf40A	cryptic	0.0132
clu_148612_+	11	chr2:131529691-131531726	CCDC74A	cryptic	0.0133
clu_48538_+	2	chr12:6522037-6522884	NCAPD2	annotated	0.0134
clu_62251_+	3	chr1:155179934-155181852	TRIM46	cryptic	0.0135
clu_41893_?	12	chr2:97204096-97211546	ANKRD36	cryptic	0.0135
clu_90009_+	2	chr3:49715878-49716102	RNF123	cryptic	0.0135
clu_169034_-	18	chr7:149882645-149891191	.	annotated	0.0136
clu_122557_+	2	chr8:1858115-1859897	ARHGEF10	annotated	0.0136
clu_132421_+	23	chr19:53426042-53513198	ZNF765	cryptic	0.0137
clu_162701_+	3	chr17:7708739-7710303	EFNB3	cryptic	0.0138
clu_46597_-	3	chr9:85657643-85669485	AGTPBP1	annotated	0.0138
clu_42702_?	9	chr2:158533316-158603070	PKP4	cryptic	0.014
clu_118281_+	2	chr6:135947524-136108731	PDE7B	annotated	0.014
clu_152523_-	6	chr6:109454239-109465664	MICAL1	cryptic	0.0141
clu_112624_?	2	chr1:66642864-66643548	SGIP1	cryptic	0.0143
clu_18159_+	2	chr18:34884776-34890300	DTNA	annotated	0.0143
clu_66719_-	5	chr19:211715-221141	LINC01002	annotated	0.0143
clu_146519_+	11	chr2:38966145-39016404	ARHGEF33	cryptic	0.0143
clu_134897_-	3	chr1:40302809-40303530	COL9A2	annotated	0.0144
clu_102276_+	7	chr13:87672209-87675381	SLITRK5	cryptic	0.0144
clu_54386_-	2	chr2:73729305-73730560	TPRKB	annotated	0.0144
clu_53762_-	6	chr2:39768501-39769758	THUMPD2	cryptic	0.0145
clu_129563_+	4	chr19:16720293-16724366	NWD1	cryptic	0.0146
clu_144082_+	7	chr15:89378165-89387817	MIR9-3HG	annotated	0.0148
clu_160884_?	7	chr16:24185567-24219961	PRKCB	cryptic	0.0148
clu_60356_+	3	chr1:70421675-70424285	CTH	cryptic	0.0149
clu_60513_+	10	chr1:84533766-84548786	SPATA1	cryptic	0.0149
clu_125290_-	2	chr12:10699654-10701254	YBX3	cryptic	0.0149
clu_10208_-	14	chr15:20439123-20439508	HERC2P3	cryptic	0.0149
clu_34977_-	3	chr16:70333960-70346199	RP11-529K1.2	cryptic	0.0149
clu_55661_-	5	chr2:130142179-130143269	CCDC74B	cryptic	0.0149
clu_115938_+	5	chr6:5431172-5545180	FARS2	cryptic	0.0149
clu_178986_?	8	chr6:5369182-5431041	FARS2	cryptic	0.0149
clu_50610_+	3	chr12:100317925-100323525	SCYL2	annotated	0.015
clu_143745_+	4	chr15:78155251-78157548	IDH3A	cryptic	0.015
clu_147473_+	6	chr2:85596649-85597104	RNF181	cryptic	0.015
clu_70954_+	10	chr22:17683321-17726677	BCL2L13	annotated	0.015
clu_181920_?	13	chr3:39432813-39513383	MOBP	cryptic	0.015
clu_47310_-	6	chr9:121870748-121989195	TTLL11	cryptic	0.015
clu_136977_-	3	chr1:150998231-150999369	MINDY1	cryptic	0.0151
clu_61705_+	2	chr1:146811642-146814362	HYDIN2	cryptic	0.0151
clu_72403_+	3	chr22:45740538-45806959	ATXN10	cryptic	0.0151
clu_128271_+	2	chr19:506721-518889	TPGS1	cryptic	0.0152
clu_52881_-	2	chr2:669850-672808	TMEM18	cryptic	0.0152
clu_139352_+	11	chr10:4842504-4908351	AKR1E2	cryptic	0.0153
clu_125544_-	6	chr12:29444280-29451345	OVCH1	cryptic	0.0153
clu_63721_+	2	chr1:206490858-206491648	IKBKE	cryptic	0.0154
clu_82165_-	3	chr14:91283517-91289105	CCDC88C	annotated	0.0154
clu_96384_-	3	chr17:45458439-45475100	PLEKHM1	annotated	0.0154
clu_22240_-	3	chr3:195320813-195326885	ACAP2	annotated	0.0154
clu_170639_-	3	chr4:75648741-75655066	G3BP2	annotated	0.0154
clu_170811_-	3	chr4:83446086-83448783	HELQ	annotated	0.0154
clu_167164_-	15	chr7:65499435-65554578	RP11-667F9.1	cryptic	0.0154
clu_65671_+	15	chrX:72009414-72138441	NHSL2	cryptic	0.0154
clu_172587_-	2	chr21:41836207-41836485	PRDM15	cryptic	0.0155
clu_113463_?	16	chr1:120824146-120839632	NBPF26	cryptic	0.0156
clu_7512_-	4	chr11:124922455-124922745	HEPACAM	cryptic	0.0156
clu_127752_-	11	chr12:120579412-120581182	POP5	cryptic	0.0156
clu_50203_+	4	chr12:70400336-70430485	KCNMB4	cryptic	0.0156
clu_162913_+	5	chr17:15742965-15744243	TBC1D26	cryptic	0.0156
clu_55827_-	3	chr2:144211579-144235676	GTDC1	annotated	0.0156
clu_82131_-	2	chr14:90290607-90292697	NRDE2	cryptic	0.0157
clu_53144_-	3	chr2:10572190-10577636	NOL10	cryptic	0.0157
clu_138190_-	2	chr1:203181285-203182731	CHI3L1	cryptic	0.0158
clu_24686_-	2	chr10:102415127-102416017	PSD	cryptic	0.0158
clu_24863_-	4	chr10:114323261-114340603	AFAP1L2	cryptic	0.0158
clu_56188_-	3	chr2:169205637-169206330	LRP2	cryptic	0.0158
clu_100581_-	2	chr18:3508661-3534194	DLGAP1	cryptic	0.0161
clu_71006_+	33	chr22:18969945-19014353	DGCR5	cryptic	0.0161
clu_65635_+	2	chrX:71377191-71377634	TAF1	cryptic	0.0164
clu_64729_+	3	chrX:2714454-2719661	CD99	annotated	0.0165
clu_120162_+	3	chr4:71560254-71567004	SLC4A4	annotated	0.0167
clu_77306_+	2	chr5:126826107-126832694	LMNB1	cryptic	0.0167
clu_173536_+	5	chr16:5867335-6316995	RBFOX1	cryptic	0.0168
clu_166676_-	3	chr7:31879175-31880747	PDE1C	cryptic	0.0168
clu_136816_-	3	chr1:149188789-149197996	.	annotated	0.0169
clu_80996_-	3	chr14:24439741-24440783	SDR39U1	cryptic	0.0169
clu_20068_-	3	chr3:52763624-52766178	NEK4	cryptic	0.0169
clu_76494_+	4	chr5:69400169-69414031	RAD17	cryptic	0.0169
clu_7034_-	2	chr11:111809773-111836165	ALG9	annotated	0.017
clu_31635_+	6	chr20:30398045-30417448	FRG1BP	cryptic	0.017
clu_166919_-	7	chr7:44780717-44833582	.	annotated	0.017
clu_68406_-	4	chr19:16394001-16402321	EPS15L1	cryptic	0.0171
clu_95679_-	2	chr17:32605241-32638722	MYO1D	cryptic	0.0172
clu_128966_+	3	chr19:7863280-7863457	EVI5L	cryptic	0.0172
clu_7721_-	2	chr11:134251308-134252840	THYN1	annotated	0.0173
clu_22757_-	2	chr10:7171044-7171895	SFMBT2	cryptic	0.0175
clu_167178_-	3	chr7:65974401-65974526	GUSB	cryptic	0.0176
clu_167901_-	3	chr7:99054865-99057418	SMURF1	cryptic	0.0176
clu_137932_-	4	chr1:182671730-182672819	RGS8	cryptic	0.0177
clu_55408_-	4	chr2:112238528-112250191	ZC3H8	cryptic	0.0177
clu_77858_+	3	chr5:146509245-146510441	TCERG1	annotated	0.0177
clu_47859_-	3	chr9:133809138-133812114	VAV2	annotated	0.0177
clu_135397_-	8	chr1:58685251-58690340	MYSM1	cryptic	0.0178
clu_81837_-	6	chr14:74409801-74425912	SYNDIG1L	cryptic	0.018
clu_143721_+	3	chr15:76935722-76943758	RCN2	annotated	0.018
clu_120440_+	6	chr4:94875900-94996040	BMPR1B	cryptic	0.018
clu_152508_-	9	chr6:109392937-109419187	PPIL6	cryptic	0.018
clu_17199_-	5	chr8:140890769-141001125	PTK2	annotated	0.018
clu_155855_-	5	chrY:317051-318439	GTPBP6	cryptic	0.018
clu_125006_-	13	chr12:3303937-3307290	RP5-1063M23.3	cryptic	0.0182
clu_175075_+	14	chr16:57628407-57650253	ADGRG1	annotated	0.0182
clu_119470_+	24	chr4:5814162-5828519	.	annotated	0.0182
clu_4404_-	4	chr11:1761468-1771391	CTSD	cryptic	0.0183
clu_125790_-	4	chr12:48149998-48151201	ASB8	annotated	0.0183
clu_129605_+	5	chr19:17267516-17268802	BABAM1	annotated	0.0183
clu_119642_+	2	chr4:15480827-15502429	CC2D2A	annotated	0.0183
clu_76730_+	3	chr5:75576933-75581209	POLK	cryptic	0.0183
clu_136848_-	13	chr1:149854217-149886264	HIST2H4B	cryptic	0.0184
clu_61204_+	2	chr1:120802695-120805299	.	annotated	0.0184
clu_139200_-	2	chr1:246864116-246867244	AHCTF1	annotated	0.0185
clu_151407_-	4	chr6:33682917-33701346	UQCC2	cryptic	0.0185
clu_49473_+	2	chr12:50427909-50428935	LARP4	annotated	0.0186
clu_167471_-	3	chr7:75201304-75202542	GTF2IP1	cryptic	0.0186
clu_128109_-	3	chr12:130801488-130806982	STX2	cryptic	0.0187
clu_142742_+	4	chr15:42310846-42321785	GANC	cryptic	0.0187
clu_172750_-	2	chr21:46168658-46184356	SPATC1L	cryptic	0.0187
clu_75531_+	2	chr5:7773101-7784365	ADCY2	annotated	0.0187
clu_124586_+	3	chr8:141180854-141185139	DENND3	cryptic	0.0187
clu_127281_-	2	chr12:108549214-108560843	SART3	cryptic	0.0189
clu_148041_+	3	chr2:100820414-100904733	NPAS2	cryptic	0.0189
clu_23949_-	3	chr10:73163950-73182960	ECD	cryptic	0.019
clu_10486_-	2	chr15:34406870-34407576	GOLGA8A	annotated	0.019
clu_32495_+	4	chr20:58673711-58691724	STX16	annotated	0.019
clu_120276_+	29	chr4:80583183-81045738	C4orf22	cryptic	0.019
clu_142336_+	2	chr15:28741266-28744752	WHAMMP2	cryptic	0.0191
clu_31698_+	4	chr20:32161365-32170358	TM9SF4	cryptic	0.0192
clu_186691_+	3	chr7:100049841-100056911	ZSCAN21	annotated	0.0192
clu_132962_-	5	chr1:805891-827484	RP11-206L10.8	cryptic	0.0193
clu_133057_-	3	chr1:1312077-1312226	INTS11	cryptic	0.0193
clu_64195_+	2	chr1:228487878-228488960	RNF187	annotated	0.0193
clu_116753_+	2	chr6:36684546-36685751	CDKN1A	cryptic	0.0193
clu_34565_-	2	chr16:56434829-56439657	NUDT21	annotated	0.0194
clu_88849_+	2	chr3:4725581-4727126	ITPR1	cryptic	0.0194
clu_12656_?	9	chrX:19684028-19695612	SH3KBP1	cryptic	0.0194
clu_95816_-	3	chr17:38001327-38195880	TBC1D3	cryptic	0.0195
clu_166672_-	2	chr7:31880860-32169785	PDE1C	annotated	0.0195
clu_60718_+	6	chr1:99850029-99851035	AGL	cryptic	0.0196
clu_63270_+	2	chr1:185099879-185100200	RNF2	cryptic	0.0196
clu_100815_-	5	chr18:23506642-23533355	NPC1	annotated	0.0197
clu_126721_-	2	chr12:66129113-66138051	LLPH	cryptic	0.0198
clu_53906_-	2	chr2:47162662-47170734	CALM2	annotated	0.0198
clu_91401_+	3	chr3:140956691-140963127	SLC25A36	annotated	0.0198
clu_78489_+	3	chr5:176093274-176103756	FAM153B	annotated	0.02
clu_158139_+	4	chr11:67307436-67307854	SSH3	cryptic	0.0201
clu_48716_+	2	chr12:8226028-8226445	.	annotated	0.0201
clu_102007_+	14	chr13:46052856-46151494	CPB2-AS1	cryptic	0.0201
clu_68754_-	16	chr19:19786854-19848713	ZNF506	cryptic	0.0201
clu_151606_-	3	chr6:39336548-39343709	KIF6	cryptic	0.0201
clu_22458_-	2	chr3:197892759-197912675	IQCG	cryptic	0.0202
clu_170084_-	13	chr4:21663763-21762921	KCNIP4	cryptic	0.0202
clu_118685_+	2	chr6:158461729-158479751	TULP4	cryptic	0.0202
clu_188023_+	2	chr7:158839498-158869855	WDR60	cryptic	0.0202
clu_49044_+	8	chr12:20695807-20705949	SLCO1C1	cryptic	0.0203
clu_49392_+	3	chr12:49541764-49542706	KCNH3	cryptic	0.0203
clu_67501_-	3	chr19:6391974-6392857	GTF2F1	annotated	0.0203
clu_135389_-	20	chr1:58262580-58527261	OMA1	cryptic	0.0204
clu_127539_-	2	chr12:113321348-113332749	SLC8B1	annotated	0.0204
clu_158821_+	3	chr11:93807635-93811853	MED17	annotated	0.0206
clu_54347_-	4	chr2:73058596-73071604	SFXN5	annotated	0.0207
clu_176271_+	3	chr16:90037848-90040300	GAS8	cryptic	0.0208
clu_18616_+	3	chr18:74496431-74499937	CNDP2	annotated	0.0209
clu_80470_-	32	chr20:63401793-63402259	.	annotated	0.0209
clu_152385_-	4	chr6:99414686-99425215	PNISR	cryptic	0.0209
clu_67194_-	3	chr19:3624162-3626596	CACTIN	cryptic	0.0211
clu_31879_+	3	chr20:35505005-35508035	CEP250	cryptic	0.0211
clu_157898_+	3	chr11:65570650-65570886	SSSCA1	cryptic	0.0212
clu_20475_-	2	chr3:72812794-72815350	SHQ1	annotated	0.0212
clu_77732_+	2	chr5:141009728-141010166	PCDHA11	cryptic	0.0212
clu_15560_-	3	chr8:19408694-19418656	CSGALNACT1	cryptic	0.0212
clu_157367_+	12	chr11:60383288-60396562	MS4A7	cryptic	0.0213
