module,gene_id,gene_name
tan,ENSG00000102981.9,PARD6A
pink,ENSG00000124074.11,ENKD1
salmon,ENSG00000159761.14,C16orf86
blue,ENSG00000141098.12,GFOD2
black,ENSG00000141084.10,RANBP10
brown,ENSG00000270165.1,RP11-167P11.2
brown,ENSG00000102904.14,TSNAXIP1
brown,ENSG00000102901.12,CENPT
grey,ENSG00000168286.2,THAP11
blue,ENSG00000102898.11,NUTF2
greenyellow,ENSG00000038358.14,EDC4
brown,ENSG00000263126.1,CTC-479C5.10
brown,ENSG00000159792.9,PSKH1
brown,ENSG00000261884.2,CTC-479C5.12
grey,ENSG00000205220.11,PSMB10
grey,ENSG00000213398.7,LCAT
magenta,ENSG00000124067.16,SLC12A4
blue,ENSG00000167264.17,DUS2
tan,ENSG00000182810.6,DDX28
purple,ENSG00000072736.18,NFATC3
grey,ENSG00000262514.1,RP11-96D1.9
grey,ENSG00000263276.1,RP11-96D1.10
saddlebrown,ENSG00000103066.12,PLA2G15
pink,ENSG00000103064.13,SLC7A6
green,ENSG00000103061.12,SLC7A6OS
green,ENSG00000279649.1,RP11-96D1.8
brown,ENSG00000132600.16,PRMT7
brown,ENSG00000259797.1,RP11-96D1.3
pink,ENSG00000103056.11,SMPD3
pink,ENSG00000279693.1,RP11-71L14.3
grey,ENSG00000274698.1,RP11-71L14.4
grey,ENSG00000184939.15,ZFP90
grey,ENSG00000201164.1,RNU4-36P
grey,ENSG00000275383.1,RP11-615I2.6
blue,ENSG00000062038.13,CDH3
grey,ENSG00000103047.7,TANGO6
brown,ENSG00000266801.1,RP11-521L9.2
grey,ENSG00000244378.1,RPS2P45
yellow,ENSG00000103044.10,HAS3
tan,ENSG00000168802.12,CHTF8
turquoise,ENSG00000141076.17,UTP4
blue,ENSG00000168807.16,SNTB2
brown,ENSG00000200164.1,Y_RNA
blue,ENSG00000265113.1,RP11-70O5.2
tan,ENSG00000132612.15,VPS4A
grey,ENSG00000213380.14,COG8
grey,ENSG00000272617.2,COG8
steelblue,ENSG00000258429.1,PDF
red,ENSG00000132603.13,NIP7
brown,ENSG00000157315.4,TMED6
tan,ENSG00000132604.10,TERF2
pink,ENSG00000103018.16,CYB5B
royalblue,ENSG00000102908.20,NFAT5
grey,ENSG00000274093.1,RP11-140H17.2
red,ENSG00000181019.12,NQO1
turquoise,ENSG00000141101.12,NOB1
pink,ENSG00000198373.12,WWP2
yellow,ENSG00000157322.17,CLEC18A
tan,ENSG00000196696.12,PDXDC2P
turquoise,ENSG00000255185.5,PDXDC2P
grey,ENSG00000090857.13,PDPR
yellow,ENSG00000261556.9,SMG1P7
grey,ENSG00000223496.2,EXOSC6
darkgreen,ENSG00000090861.15,AARS
grey,ENSG00000157349.16,DDX19B
grey,ENSG00000261777.5,RP11-529K1.2
orange,ENSG00000168872.16,DDX19A
pink,ENSG00000157350.12,ST3GAL2
grey,ENSG00000260111.1,RP11-529K1.4
brown,ENSG00000157353.16,FUK
grey60,ENSG00000103051.18,COG4
grey,ENSG00000189091.12,SF3B3
brown,ENSG00000157368.10,IL34
brown,ENSG00000132613.14,MTSS1L
grey,ENSG00000279569.1,RP11-394B2.1
lightyellow,ENSG00000103043.14,VAC14
magenta,ENSG00000214353.7,VAC14-AS1
lightyellow,ENSG00000279122.1,RP11-394B2.3
yellow,ENSG00000262890.1,RP11-424M24.5
yellow,ENSG00000157423.17,HYDIN
yellow,ENSG00000180917.17,CMTR2
grey,ENSG00000172137.18,CALB2
grey,ENSG00000167377.17,ZNF23
purple,ENSG00000247324.2,RP11-510M2.2
grey,ENSG00000157429.15,ZNF19
grey60,ENSG00000040199.18,PHLPP2
darkgreen,ENSG00000263666.1,SNORA70D
royalblue,ENSG00000166747.12,AP1G1
grey,ENSG00000223224.1,SNORD71
brown,ENSG00000262140.1,RP11-417N10.3
white,ENSG00000224470.7,ATXN1L
red,ENSG00000182149.20,IST1
grey,ENSG00000102984.14,ZNF821
grey,ENSG00000277481.1,PKD1L3
yellow,ENSG00000263232.2,ATP5A1P3
brown,ENSG00000102967.11,DHODH
grey,ENSG00000140830.8,TXNL4B
turquoise,ENSG00000261701.6,HPR
tan,ENSG00000140829.11,DHX38
blue,ENSG00000118557.15,PMFBP1
grey,ENSG00000261008.6,LINC01572
red,ENSG00000260664.2,AC004158.3
turquoise,ENSG00000259768.5,RP5-991G20.1
blue,ENSG00000140836.14,ZFHX3
turquoise,ENSG00000259209.3,RP5-991G20.2
grey,ENSG00000261404.5,AC009120.4
yellow,ENSG00000275236.1,AC009120.11
green,ENSG00000103035.10,PSMD7
grey,ENSG00000259972.2,AC009120.6
brown,ENSG00000239763.2,AC009120.3
brown,ENSG00000214331.8,RP11-252A24.2
grey,ENSG00000261079.1,RP11-252A24.3
grey,ENSG00000196436.8,NPIPB15
yellow,ENSG00000140839.11,CLEC18B
tan,ENSG00000090863.11,GLG1
grey,ENSG00000207525.1,Y_RNA
brown,ENSG00000168411.13,RFWD3
grey,ENSG00000168404.12,MLKL
blue,ENSG00000103091.14,WDR59
pink,ENSG00000186187.11,ZNRF1
magenta,ENSG00000166816.13,LDHD
turquoise,ENSG00000184517.11,ZFP1
brown,ENSG00000050820.16,BCAR1
brown,ENSG00000280152.1,RP11-331F4.5
grey,ENSG00000153774.8,CFDP1
grey,ENSG00000259999.1,RP11-252K23.1
grey,ENSG00000261783.1,RP11-252K23.2
yellow,ENSG00000274220.1,RP11-77K12.9
yellow,ENSG00000166822.12,TMEM170A
yellow,ENSG00000261476.1,RP11-77K12.3
grey,ENSG00000183196.8,CHST6
yellow,ENSG00000262583.1,RP11-77K12.5
brown,ENSG00000135702.14,CHST5
grey,ENSG00000205084.10,TMEM231
paleturquoise,ENSG00000034713.7,GABARAPL2
grey,ENSG00000065457.10,ADAT1
grey,ENSG00000065427.14,KARS
green,ENSG00000166848.5,TERF2IP
grey,ENSG00000152910.18,CNTNAP4
grey,ENSG00000250514.1,RP11-96P7.1
turquoise,ENSG00000103111.14,MON1B
grey,ENSG00000205078.5,SYCE1L
green,ENSG00000140873.15,ADAMTS18
turquoise,ENSG00000140876.11,NUDT7
darkmagenta,ENSG00000171724.2,VAT1L
turquoise,ENSG00000186153.16,WWOX
grey,ENSG00000276007.1,RP11-358L22.3
grey,ENSG00000261837.1,RP11-264L1.3
grey,ENSG00000243101.1,RPS3P7
grey,ENSG00000280115.1,RP11-133M8.3
red,ENSG00000280190.1,RP11-319G9.1
grey,ENSG00000260816.2,RP11-319G9.3
green,ENSG00000261537.1,RP11-319G9.5
skyblue,ENSG00000277954.1,RP11-679B19.1
skyblue,ENSG00000178573.6,MAF
grey,ENSG00000260876.5,LINC01229
grey,ENSG00000261390.5,MAFTRR
grey,ENSG00000259867.5,RP11-525K10.3
grey,ENSG00000168589.14,DYNLRB2
blue,ENSG00000166446.14,CDYL2
blue,ENSG00000260064.1,RP11-18F14.4
purple,ENSG00000260896.5,PRCAT47
white,ENSG00000103121.8,CMC2
grey,ENSG00000278985.1,RP11-303E16.9
green,ENSG00000166451.13,CENPN
grey,ENSG00000261061.1,RP11-303E16.2
green,ENSG00000166454.9,ATMIN
turquoise,ENSG00000166455.13,C16orf46
grey,ENSG00000260643.1,RP11-303E16.8
grey,ENSG00000140905.9,GCSH
blue,ENSG00000166473.17,PKD1L2
brown,ENSG00000280182.1,RP11-626G3.1
yellow,ENSG00000260495.1,RP11-55K13.1
green,ENSG00000261609.4,GAN
tan,ENSG00000153815.16,CMIP
brown,ENSG00000279476.1,RP11-391L3.3
tan,ENSG00000279294.1,RP11-274A11.3
brown,ENSG00000279841.1,RP11-274A11.4
grey,ENSG00000197943.9,PLCG2
purple,ENSG00000135698.9,MPHOSPH6
blue,ENSG00000140945.16,CDH13
blue,ENSG00000260862.1,RP11-22H5.2
red,ENSG00000230989.6,HSBP1
pink,ENSG00000103150.5,MLYCD
tan,ENSG00000260300.5,RP11-505K9.4
salmon,ENSG00000140961.12,OSGIN1
blue,ENSG00000103154.9,NECAB2
grey,ENSG00000166558.10,SLC38A8
grey,ENSG00000140943.16,MBTPS1
green,ENSG00000274677.1,RP11-505K9.5
grey,ENSG00000103160.11,HSDL1
blue,ENSG00000154099.17,DNAAF1
brown,ENSG00000103168.16,TAF1C
pink,ENSG00000140955.10,ADAD2
grey,ENSG00000250685.7,RP11-486L19.2
yellow,ENSG00000103175.10,WFDC1
brown,ENSG00000064270.12,ATP2C2
grey,ENSG00000261286.1,RP11-517C16.2
turquoise,ENSG00000140950.15,TLDC1
turquoise,ENSG00000103187.7,COTL1
tan,ENSG00000135686.12,KLHL36
royalblue,ENSG00000103194.15,USP10
turquoise,ENSG00000103196.11,CRISPLD2
darkgreen,ENSG00000153786.12,ZDHHC7
brown,ENSG00000135709.12,KIAA0513
brown,ENSG00000131149.18,GSE1
brown,ENSG00000260417.1,CTD-2542L18.1
brown,ENSG00000263968.2,RN7SL381P
turquoise,ENSG00000131153.8,GINS2
turquoise,ENSG00000154102.10,C16orf74
grey,ENSG00000131148.8,EMC8
paleturquoise,ENSG00000131143.8,COX4I1
lightcyan,ENSG00000140968.10,IRF8
grey,ENSG00000270020.1,RP11-463O9.9
yellow,ENSG00000103248.18,MTHFSD
brown,ENSG00000260456.6,C16orf95
grey,ENSG00000261697.5,RP11-178L8.5
greenyellow,ENSG00000103264.16,FBXO31
royalblue,ENSG00000140941.12,MAP1LC3B
red,ENSG00000140948.11,ZCCHC14
darkorange,ENSG00000276337.1,RP11-106D4.2
grey,ENSG00000260750.5,RP11-482M8.1
blue,ENSG00000269935.1,RP11-482M8.3
violet,ENSG00000154118.12,JPH3
brown,ENSG00000104731.13,KLHDC4
grey,ENSG00000260671.2,RP11-278A23.2
orange,ENSG00000103257.8,SLC7A5
yellow,ENSG00000172530.20,BANP
grey,ENSG00000261193.1,RP11-863P13.5
grey60,ENSG00000260166.1,RP11-863P13.6
yellow,ENSG00000205037.2,RP11-863P13.4
black,ENSG00000260162.2,RP11-863P13.1
black,ENSG00000260420.2,LA16c-444G7.2
black,ENSG00000261273.1,LA16c-444G7.1
black,ENSG00000225614.2,ZNF469
blue,ENSG00000179588.8,ZFPM1
yellow,ENSG00000261744.1,RP11-21B21.4
brown,ENSG00000158545.15,ZC3H18
lightcyan,ENSG00000051523.10,CYBA
saddlebrown,ENSG00000167508.11,MVD
brown,ENSG00000260630.6,SNAI3-AS1
brown,ENSG00000158717.10,RNF166
brown,ENSG00000174177.12,CTU2
grey,ENSG00000103335.20,PIEZO1
brown,ENSG00000260121.1,RP5-1142A6.9
brown,ENSG00000224888.4,RP5-1142A6.2
brown,ENSG00000198931.10,APRT
brown,ENSG00000141012.12,GALNS
lightyellow,ENSG00000167515.10,TRAPPC2L
brown,ENSG00000129993.14,CBFA2T3
brown,ENSG00000261226.1,RP11-830F9.7
brown,ENSG00000205018.2,RP11-830F9.6
yellow,ENSG00000256982.1,CTD-2555A7.2
pink,ENSG00000176715.15,ACSF3
grey,ENSG00000259877.2,RP11-46C24.7
yellow,ENSG00000170100.13,ZNF778
pink,ENSG00000167522.14,ANKRD11
tan,ENSG00000261574.1,RP1-168P16.2
tan,ENSG00000261692.1,RP1-168P16.1
brown,ENSG00000197912.13,SPG7
brown,ENSG00000274627.1,RP11-104N10.2
red,ENSG00000167526.13,RPL13
greenyellow,ENSG00000178773.14,CPNE7
greenyellow,ENSG00000131165.14,CHMP1A
brown,ENSG00000167523.13,SPATA33
brown,ENSG00000185324.21,CDK10
grey,ENSG00000275734.1,RP11-368I7.6
brown,ENSG00000158792.15,SPATA2L
brown,ENSG00000075399.13,VPS9D1
grey,ENSG00000261373.1,VPS9D1-AS1
brown,ENSG00000158805.11,ZNF276
darkturquoise,ENSG00000187741.14,FANCA
darkturquoise,ENSG00000204991.10,SPIRE2
brown,ENSG00000141002.18,TCF25
yellow,ENSG00000258839.2,MC1R
brown,ENSG00000258947.6,TUBB3
brown,ENSG00000140995.16,DEF8
darkgreen,ENSG00000177946.5,CENPBD1
brown,ENSG00000223959.8,AFG3L1P
blue,ENSG00000003249.13,DBNDD1
brown,ENSG00000141013.15,GAS8
green,ENSG00000260528.3,FAM157C
grey,ENSG00000260923.5,AC137934.1
grey,ENSG00000280136.2,RP11-1228E12.2
brown,ENSG00000272636.3,DOC2B
grey,ENSG00000181031.15,RPH3AL
turquoise,ENSG00000262061.5,RP11-1260E13.4
grey,ENSG00000187624.8,C17orf97
black,ENSG00000183688.4,FAM101B
tan,ENSG00000141252.19,VPS53
grey,ENSG00000244097.1,RPS4XP17
grey,ENSG00000167695.14,FAM57A
black,ENSG00000179409.10,GEMIN4
grey,ENSG00000231784.8,DBIL5P
grey,ENSG00000167699.13,GLOD4
brown,ENSG00000262228.2,RP11-676J12.4
grey,ENSG00000171861.10,MRM3
grey,ENSG00000167693.16,NXN
turquoise,ENSG00000177370.4,TIMM22
darkorange,ENSG00000159842.14,ABR
brown,ENSG00000264429.1,MIR3183
grey,ENSG00000235361.1,AC016292.1
tan,ENSG00000108953.16,YWHAE
turquoise,ENSG00000167193.7,CRK
lightcyan,ENSG00000197879.14,MYO1C
green,ENSG00000132376.19,INPP5K
purple,ENSG00000236618.2,PITPNA-AS1
royalblue,ENSG00000174238.14,PITPNA
greenyellow,ENSG00000167703.14,SLC43A2
brown,ENSG00000074660.15,SCARF1
grey,ENSG00000167705.11,RILP
tan,ENSG00000174231.16,PRPF8
grey,ENSG00000185561.9,TLCD2
white,ENSG00000186594.13,MIR22HG
greenyellow,ENSG00000167716.18,WDR81
grey,ENSG00000167711.13,SERPINF2
blue,ENSG00000186532.11,SMYD4
darkgrey,ENSG00000132383.11,RPA1
blue,ENSG00000185924.6,RTN4RL1
green,ENSG00000228133.2,AC099684.1
brown,ENSG00000262869.1,CTD-2545H1.1
brown,ENSG00000108963.17,DPH1
brown,ENSG00000263050.1,RP11-667K14.3
grey,ENSG00000177374.12,HIC1
brown,ENSG00000070366.13,SMG6
grey,ENSG00000262402.1,RP11-667K14.8
grey,ENSG00000278941.1,SMG6-IT1
grey,ENSG00000167720.12,SRR
yellow,ENSG00000262333.1,HNRNPA1P16
salmon,ENSG00000167721.10,TSR1
brown,ENSG00000141258.12,SGSM2
darkorange,ENSG00000070444.14,MNT
purple,ENSG00000127804.12,METTL16
royalblue,ENSG00000007168.12,PAFAH1B1
darkorange,ENSG00000279432.1,RP11-135N5.3
grey,ENSG00000239884.3,RN7SL608P
greenyellow,ENSG00000132361.16,CLUH
yellow,ENSG00000262050.1,RP11-74E22.3
brown,ENSG00000277200.1,RP11-74E22.8
grey,ENSG00000261963.2,CCDC92B
black,ENSG00000132359.14,RAP1GAP2
grey,ENSG00000221882.2,OR3A2
magenta,ENSG00000108381.10,ASPA
grey,ENSG00000167723.14,TRPV3
blue,ENSG00000196689.11,TRPV1
blue,ENSG00000263338.1,RP11-235E17.3
brown,ENSG00000261916.1,RP11-235E17.4
grey,ENSG00000197417.7,SHPK
brown,ENSG00000262248.1,RP11-235E17.5
brown,ENSG00000040531.14,CTNS
brown,ENSG00000262903.1,RP11-235E17.6
grey,ENSG00000213977.7,TAX1BP3
brown,ENSG00000257950.3,P2RX5-TAX1BP3
red,ENSG00000127774.6,EMC6
yellow,ENSG00000083454.21,P2RX5
grey,ENSG00000083457.11,ITGAE
white,ENSG00000074356.16,NCBP3
pink,ENSG00000004660.14,CAMKK1
salmon,ENSG00000074755.14,ZZEF1
grey,ENSG00000167740.9,CYB5D2
tan,ENSG00000185722.16,ANKFY1
grey,ENSG00000263165.1,RP11-810M2.2
green,ENSG00000132388.12,UBE2G1
brown,ENSG00000229782.1,AC118754.4
grey,ENSG00000183018.8,SPNS2
brown,ENSG00000132382.14,MYBBP1A
yellow,ENSG00000161905.12,ALOX15
lightyellow,ENSG00000141456.14,PELP1
brown,ENSG00000141480.17,ARRB2
purple,ENSG00000161920.9,MED11
lightcyan,ENSG00000161921.14,CXCL16
tan,ENSG00000142507.9,PSMB6
grey,ENSG00000129219.13,PLD2
lightyellow,ENSG00000141503.15,MINK1
darkturquoise,ENSG00000205710.3,C17orf107
greenyellow,ENSG00000108528.13,SLC25A11
darkgreen,ENSG00000108523.15,RNF167
paleturquoise,ENSG00000108518.7,PFN1
tan,ENSG00000091640.7,SPAG7
darkorange,ENSG00000108509.20,CAMTA2
grey,ENSG00000262227.1,RP5-1050D4.5
brown,ENSG00000129250.11,KIF1C
purple,ENSG00000180787.5,ZFP3
yellow,ENSG00000167840.13,ZNF232
grey,ENSG00000234327.7,AC012146.7
grey,ENSG00000129204.16,USP6
purple,ENSG00000180626.9,ZNF594
brown,ENSG00000261879.5,RP11-333E1.1
turquoise,ENSG00000029725.16,RABEP1
blue,ENSG00000108559.11,NUP88
midnightblue,ENSG00000129197.14,RPAIN
grey,ENSG00000263272.1,CTC-524C5.2
green,ENSG00000108561.8,C1QBP
tan,ENSG00000005100.12,DHX33
grey,ENSG00000072849.10,DERL2
grey,ENSG00000167842.15,MIS12
greenyellow,ENSG00000091592.15,NLRP1
black,ENSG00000179314.13,WSCD1
lightyellow,ENSG00000091622.15,PITPNM3
purple,ENSG00000198920.9,KIAA0753
darkgreen,ENSG00000282936.1,CTC-281F24.5
turquoise,ENSG00000129235.10,TXNDC17
grey,ENSG00000108590.10,MED31
turquoise,ENSG00000256806.4,C17orf100
purple,ENSG00000274114.2,CTC-281F24.3
grey,ENSG00000141485.16,SLC13A5
purple,ENSG00000132530.16,XAF1
grey,ENSG00000167858.12,TEKT1
turquoise,ENSG00000262943.7,ALOX12P2
yellow,ENSG00000215067.9,ALOX12-AS1
grey,ENSG00000262503.1,RP11-530N7.2
yellow,ENSG00000263316.1,RP11-530N7.3
yellow,ENSG00000262089.1,RP11-589P10.5
grey,ENSG00000219200.11,RNASEK
pink,ENSG00000258315.5,C17orf49
yellow,ENSG00000267532.4,MIR497HG
grey,ENSG00000174326.11,SLC16A11
brown,ENSG00000141505.11,ASGR1
darkorange,ENSG00000132535.18,DLG4
brown,ENSG00000072778.19,ACADVL
brown,ENSG00000004975.11,DVL2
turquoise,ENSG00000040633.12,PHF23
grey,ENSG00000170296.9,GABARAP
tan,ENSG00000175826.11,CTDNEP1
yellow,ENSG00000170291.14,ELP5
brown,ENSG00000006047.12,YBX2
tan,ENSG00000132507.17,EIF5A
brown,ENSG00000132522.15,GPS2
brown,ENSG00000215041.9,NEURL4
yellow,ENSG00000205544.3,TMEM256
plum1,ENSG00000169992.9,NLGN2
turquoise,ENSG00000170175.10,CHRNB1
greenyellow,ENSG00000174282.11,ZBTB4
tan,ENSG00000181222.15,POLR2A
brown,ENSG00000239697.10,TNFSF12
grey,ENSG00000161956.12,SENP3
orange,ENSG00000161960.14,EIF4A1
yellow,ENSG00000233223.2,AC113189.5
tan,ENSG00000129255.15,MPDU1
grey,ENSG00000129194.7,SOX15
greenyellow,ENSG00000129245.11,FXR2
yellow,ENSG00000129214.14,SHBG
pink,ENSG00000141504.11,SAT2
magenta,ENSG00000129244.8,ATP1B2
grey,ENSG00000141510.16,TP53
grey,ENSG00000262251.1,RP11-199F11.2
lightyellow,ENSG00000141499.16,WRAP53
lightyellow,ENSG00000108947.4,EFNB3
blue,ENSG00000183914.14,DNAH2
orange,ENSG00000132510.10,KDM6B
grey,ENSG00000183011.13,NAA38
grey,ENSG00000182224.11,CYB5D1
yellow,ENSG00000280046.1,RP11-1099M24.6
brown,ENSG00000170004.16,CHD3
darkgreen,ENSG00000252835.1,SCARNA21
red,ENSG00000179859.8,AC025335.1
turquoise,ENSG00000170049.9,KCNAB3
plum1,ENSG00000170043.11,TRAPPC1
pink,ENSG00000170037.13,CNTROB
blue,ENSG00000179477.9,ALOX12B
grey,ENSG00000214999.3,AC129492.6
midnightblue,ENSG00000179094.14,PER1
tan,ENSG00000220205.8,VAMP2
grey,ENSG00000179029.14,TMEM107
grey,ENSG00000196544.7,BORCS6
brown,ENSG00000178971.13,CTC1
brown,ENSG00000178921.13,PFAS
grey,ENSG00000269947.1,RP11-849F2.9
brown,ENSG00000125434.10,SLC25A35
turquoise,ENSG00000108961.13,RANGRF
grey,ENSG00000184619.3,KRBA2
grey,ENSG00000263809.1,RP11-849F2.7
grey,ENSG00000161970.12,RPL26
white,ENSG00000166579.15,NDEL1
turquoise,ENSG00000133026.12,MYH10
lightcyan,ENSG00000141506.13,PIK3R5
turquoise,ENSG00000065320.8,NTN1
green,ENSG00000262966.2,RP11-85B7.2
cyan,ENSG00000170310.14,STX8
grey,ENSG00000271851.1,RP11-565F19.2
turquoise,ENSG00000166596.14,CFAP52
pink,ENSG00000154914.16,USP43
pink,ENSG00000184544.11,DHRS7C
blue,ENSG00000065325.12,GLP2R
yellow,ENSG00000109047.7,RCVRN
darkgrey,ENSG00000007237.18,GAS7
blue,ENSG00000272736.5,RP11-799N11.1
blue,ENSG00000272975.1,MYHAS
grey,ENSG00000109063.14,MYH3
grey,ENSG00000133028.10,SCO1
grey,ENSG00000170222.11,ADPRM
blue,ENSG00000187824.8,TMEM220
grey,ENSG00000263400.6,TMEM220-AS1
blue,ENSG00000233670.6,PIRT
skyblue3,ENSG00000188803.14,SHISA6
turquoise,ENSG00000264727.1,RP11-680C21.1
yellow,ENSG00000007174.17,DNAH9
red,ENSG00000266368.1,RP11-1096G20.5
grey,ENSG00000154957.13,ZNF18
darkmagenta,ENSG00000065559.14,MAP2K4
grey,ENSG00000266297.1,MIR744
grey,ENSG00000263648.1,RP11-471L13.3
turquoise,ENSG00000006740.16,ARHGAP44
tan,ENSG00000006744.18,ELAC2
turquoise,ENSG00000236088.9,COX10-AS1
turquoise,ENSG00000233852.1,AC005304.1
turquoise,ENSG00000266744.1,RP11-131K5.1
turquoise,ENSG00000006695.10,COX10
yellow,ENSG00000231595.1,AC005224.2
turquoise,ENSG00000125430.8,HS3ST3B1
turquoise,ENSG00000266709.1,RP11-214O1.2
turquoise,ENSG00000266378.1,RP11-214O1.3
magenta,ENSG00000109099.13,PMP22
grey,ENSG00000125409.12,TEKT3
grey,ENSG00000266667.1,RP11-849N15.4
grey,ENSG00000239704.10,CDRT4
blue,ENSG00000175106.16,TVP23C
blue,ENSG00000266538.1,RP11-385D13.3
grey,ENSG00000221926.11,TRIM16
grey,ENSG00000187607.15,ZNF286A
brown,ENSG00000255104.7,TBC1D26
brown,ENSG00000214946.13,TBC1D26
magenta,ENSG00000170425.3,ADORA2B
yellow,ENSG00000214941.7,ZSWIM7
royalblue,ENSG00000011295.15,TTC19
grey,ENSG00000275413.1,CTC-529I10.1
red,ENSG00000141027.20,NCOR1
blue,ENSG00000227782.2,CTC-529I10.2
salmon,ENSG00000108474.16,PIGL
blue,ENSG00000166582.9,CENPV
paleturquoise,ENSG00000170315.13,UBB
blue,ENSG00000187688.14,TRPV2
blue,ENSG00000175061.17,LRRC75A-AS1
turquoise,ENSG00000181350.11,LRRC75A
green,ENSG00000141040.14,ZNF287
grey,ENSG00000266803.1,RP1-77H15.1
grey,ENSG00000197566.9,ZNF624
skyblue,ENSG00000264765.1,RP11-92B11.4
turquoise,ENSG00000231458.2,RNASEH1P2
grey60,ENSG00000170160.17,CCDC144A
grey60,ENSG00000266302.6,RP11-219A15.1
grey60,ENSG00000188933.14,USP32P1
grey60,ENSG00000266486.1,FAM106CP
red,ENSG00000283033.1,RP11-219A15.5
turquoise,ENSG00000260328.1,RP11-416I2.1
pink,ENSG00000133030.19,MPRIP
grey,ENSG00000206859.1,RNU6-767P
brown,ENSG00000243370.3,RN7SL775P
grey60,ENSG00000278864.1,RP11-45M22.2
brown,ENSG00000179598.5,PLD6
brown,ENSG00000264187.1,RP11-45M22.4
grey,ENSG00000154803.12,FLCN
grey,ENSG00000266498.1,RP11-45M22.5
green,ENSG00000141030.12,COPS3
red,ENSG00000205309.13,NT5M
grey,ENSG00000215030.5,RPL13P12
blue,ENSG00000141026.5,MED9
darkgrey,ENSG00000108551.4,RASD1
greenyellow,ENSG00000133027.17,PEMT
brown,ENSG00000108557.17,RAI1
grey,ENSG00000226746.2,SMCR5
brown,ENSG00000264167.1,RP1-253P7.1
saddlebrown,ENSG00000072310.16,SREBF1
darkorange,ENSG00000175662.17,TOM1L2
grey,ENSG00000171962.17,DRC3
pink,ENSG00000171953.15,ATPAF2
grey,ENSG00000280198.1,RP11-384M20.1
turquoise,ENSG00000141034.9,GID4
brown,ENSG00000108591.9,DRG2
black,ENSG00000091536.16,MYO15A
orange,ENSG00000266677.1,RP11-258F1.1
royalblue,ENSG00000091542.8,ALKBH5
pink,ENSG00000131899.10,LLGL1
brown,ENSG00000177731.15,FLII
greenyellow,ENSG00000177427.12,MIEF2
grey,ENSG00000260647.1,RP1-178F10.1
lightyellow,ENSG00000177302.14,TOP3A
turquoise,ENSG00000176994.10,SMCR8
black,ENSG00000176974.18,SHMT1
grey,ENSG00000273018.5,CTD-2303H24.2
grey,ENSG00000233327.10,USP32P2
grey,ENSG00000213077.5,FAM106A
grey,ENSG00000154874.14,CCDC144B
grey,ENSG00000189375.10,TBC1D28
grey,ENSG00000174977.8,AC026271.5
grey,ENSG00000249459.8,ZNF286B
grey,ENSG00000264885.1,RP11-815I9.4
grey,ENSG00000240445.3,FOXO3B
grey,ENSG00000224126.2,UBE2SP2
purple,ENSG00000108448.20,TRIM16L
turquoise,ENSG00000171928.13,TVP23B
grey,ENSG00000265478.2,CTD-2145A24.5
grey,ENSG00000141127.14,PRPSAP2
yellow,ENSG00000235672.1,AC090286.2
grey,ENSG00000265185.5,SNORD3B-1
grey,ENSG00000262074.6,SNORD3B-2
grey,ENSG00000262202.4,RP11-160E2.6
grey,ENSG00000263934.4,SNORD3A
turquoise,ENSG00000264940.4,SNORD3C
turquoise,ENSG00000072134.15,EPN2
blue,ENSG00000265263.1,RP11-135L13.4
lightyellow,ENSG00000108641.14,B9D1
brown,ENSG00000166484.19,MAPK7
brown,ENSG00000128482.15,RNF112
yellow,ENSG00000227078.1,AC004448.2
grey,ENSG00000189343.7,RPS2P46
skyblue3,ENSG00000142494.13,SLC47A1
grey,ENSG00000228331.2,RPL17P43
turquoise,ENSG00000266079.4,SNORA59B
yellow,ENSG00000228983.8,SLC47A1P1
grey,ENSG00000224254.2,MTCO1P39
grey,ENSG00000231625.4,CTD-2104P17.1
grey,ENSG00000072210.18,ALDH3A2
red,ENSG00000252349.1,SNORA31
darkturquoise,ENSG00000262681.2,RP11-311F12.1
black,ENSG00000108602.17,ALDH3A1
green,ENSG00000083290.19,ULK2
turquoise,ENSG00000270091.1,RP11-78O7.2
turquoise,ENSG00000108599.14,AKAP10
grey,ENSG00000266126.1,RP11-209D14.4
turquoise,ENSG00000128487.16,SPECC1
turquoise,ENSG00000225681.2,AC005730.2
turquoise,ENSG00000225014.1,KCTD9P1
grey,ENSG00000263494.1,AC004702.2
grey,ENSG00000252971.1,RNU6-1057P
purple,ENSG00000154898.15,CCDC144CP
yellow,ENSG00000278701.1,Metazoa_SRP
purple,ENSG00000189423.11,USP32P3
yellow,ENSG00000265556.1,RP11-434D2.2
yellow,ENSG00000230528.7,NOS2P3
saddlebrown,ENSG00000226981.2,ABHD17AP6
grey,ENSG00000205212.3,CCDC144NL
green,ENSG00000266369.1,RP11-344E13.4
salmon,ENSG00000233098.8,CCDC144NL-AS1
greenyellow,ENSG00000124422.11,USP22
blue,ENSG00000236819.1,LINC01563
yellow,ENSG00000109016.17,DHRS7B
darkgreen,ENSG00000178307.9,TMEM11
brown,ENSG00000235530.6,AC087294.2
brown,ENSG00000274180.1,NATD1
blue,ENSG00000034152.18,MAP2K3
blue,ENSG00000184185.9,KCNJ12
grey,ENSG00000265881.1,PDLIM1P2
purple,ENSG00000265043.1,RP11-728E14.3
darkgreen,ENSG00000212719.10,C17orf51
grey,ENSG00000266050.2,RP11-822E23.6
grey,ENSG00000264617.1,AC144838.3
