""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000265381.6	ENSG00000107282.7	APBA1	protein_coding	chr9	69427530	69672306	-	6534	-0.0896182060397341	6.83049472637369	-3.41963903088564	0.000762621366472031	0.0299010646713063	-2.06981150338316	0.0980861639800405
ENST00000361005.9	ENSG00000010438.16	PRSS3	protein_coding	chr9	33750517	33799231	+	966	0.308453946252587	1.81337994113541	3.41881195050949	0.000764811209796542	0.0299718102629441	-1.16770146393297	0.260571975407961
ENST00000302926.6	ENSG00000169992.9	NLGN2	protein_coding	chr17	7408183	7419860	+	4642	-0.122775962702863	5.42825842158135	-3.41763528989385	0.000767936769019748	0.0300755779354484	-1.80631761321117	0.229389566283815
ENST00000329905.5	ENSG00000185933.6	CALHM1	protein_coding	chr10	103453387	103458888	-	3053	-0.179168229439558	1.65844183022311	-3.41752408894802	0.000768232768872032	0.0300755779354484	-1.11689566370382	0.484815250575641
ENST00000225728.7	ENSG00000108590.10	MED31	protein_coding	chr17	6643315	6651634	-	1654	-0.159730410066375	2.12117120389947	-3.41706511378531	0.000769455620102518	0.0301037654786349	-1.20719960286859	0.0922631016527717
ENST00000560678.5	ENSG00000176700.19	SCAND2P	transcribed_unprocessed_pseudogene	chr15	84634230	84640559	+	1360	0.216167460592936	1.05898306058669	3.41696329319978	0.000769727148186832	0.0301037654786349	-1.00617650858767	0.160018937503635
ENST00000613211.1	ENSG00000154874.14	CCDC144B	transcribed_unprocessed_pseudogene	chr17	18590859	18603740	-	577	0.437305633951437	-0.630277057533218	3.41659606559093	0.00077070719013795	0.0301269401876448	-0.738425247039519	0.480971173962972
ENST00000323571.8	ENSG00000171475.13	WIPF2	protein_coding	chr17	40219322	40284136	+	7474	-0.0782006159098165	6.337665660788	-3.41570798620993	0.000773082086874925	0.0302045890726258	-1.98354121640671	0.574833857392144
ENST00000340799.9	ENSG00000186868.15	MAPT	protein_coding	chr17	45894382	46028334	+	5724	-0.143275977022975	7.03177142210228	-3.41537464711342	0.000773975266028659	0.0302242978069956	-2.12624299090943	0.0761996134301193
ENST00000292478.8	ENSG00000106246.17	PTCD1	protein_coding	chr7	99416739	99438916	-	5582	-0.140747625308736	2.96743837615714	-3.4143132746835	0.00077682563827454	0.0303203782007256	-1.36091364268054	0.0588846306347607
ENST00000591393.1	ENSG00000175322.11	ZNF519	protein_coding	chr18	14082167	14132428	-	1111	0.355916753135	-1.22999684544691	3.4137707862741	0.000778286308929745	0.0303621477768628	-0.663131592738115	0.0699837961583563
ENST00000595559.1	ENSG00000173480.10	ZNF417	protein_coding	chr19	57908480	57916591	-	1975	-0.462099417616816	2.19707679541811	-3.413413020351	0.000779251012639869	0.0303845367265546	-1.21487925571118	0.168924650233521
ENST00000436932.1	ENSG00000228484.1	RP11-106M7.1	lincRNA	chr10	114764788	114779903	+	2378	0.212130647646689	0.993881317073441	3.4130844789603	0.000780137898450972	0.0304038704784777	-1.00739903414961	0.10223508119312
ENST00000317623.8	ENSG00000126773.12	PCNX4	protein_coding	chr14	60091911	60148221	+	17339	0.0983861633847117	5.07570117884115	3.41290049088083	0.000780634980059224	0.0304080008515054	-1.76216630013191	0.0739067769229812
ENST00000514446.1	ENSG00000250167.1	CTC-321K16.1	antisense	chr5	135579185	135634852	+	634	0.337491751766596	-0.969964837931809	3.41274137306196	0.000781065108420595	0.0304083063455966	-0.695386287074063	0.216756100957811
ENST00000514665.1	ENSG00000145390.11	USP53	protein_coding	chr4	119212587	119221495	+	4233	0.179798576574782	2.12976680346277	3.41257082891358	0.000781526370633413	0.0304083063455966	-1.21216816431587	0.0251966131153503
ENST00000269391.10	ENSG00000141576.14	RNF157	protein_coding	chr17	76142453	76240373	-	4955	-0.0954442245325757	7.07664596110571	-3.41246374195668	0.000781816133567172	0.0304083063455966	-2.14502964258724	0.140425956204526
ENST00000268638.9	ENSG00000140968.10	IRF8	protein_coding	chr16	85898803	85922609	+	3030	0.445576338647912	1.08268167788096	3.41206288555085	0.00078290168953716	0.030432229588701	-1.04552572214508	0.08875627265258
ENST00000570061.1	ENSG00000013364.18	MVP	protein_coding	chr16	29834186	29840267	+	674	-0.596742879612308	-1.55768393697686	-3.41194764314015	0.000783214037388947	0.030432229588701	-0.640865870543268	0.0753252660320688
ENST00000361866.7	ENSG00000142156.14	COL6A1	protein_coding	chr21	45981737	46005050	+	4238	-0.175849368972791	4.78321402526018	-3.41102930157637	0.000785707237405477	0.0305138549991388	-1.70907843950995	0.113653208131344
ENST00000426161.5	ENSG00000198468.7	FLVCR1-AS1	lincRNA	chr1	212856604	212858088	-	892	1.14647549614722	-1.84707500329414	3.40890749602895	0.000791496131044897	0.0307233271037148	-0.656783197330718	0.162905373570349
ENST00000417238.5	ENSG00000143951.15	WDPCP	protein_coding	chr2	63368823	63588518	-	2883	-0.136448102187882	1.496671026466	-3.40873986199619	0.000791955180795027	0.030725806041324	-1.10848194968767	0.452650677419631
ENST00000507924.1	ENSG00000250012.1	RP11-124N2.1	antisense	chr3	126084327	126095349	+	444	0.404612585169908	-1.68213904215713	3.40782391265406	0.000794467820501409	0.0308079167301668	-0.652384654019909	0.53899516280766
ENST00000623193.1	ENSG00000279099.1	RP11-595O22.1	TEC	chr8	35254344	35256605	+	2262	-0.162649926451234	2.34463237268296	-3.40717766716035	0.0007962450898201	0.0308614435361479	-1.2749292734565	0.0507112844856674
ENST00000425529.7	ENSG00000250687.6	RP11-497H16.7	transcribed_unprocessed_pseudogene	chr5	70462244	70479215	+	658	0.698738676593916	-1.0816436415571	3.40651953566705	0.000798058868105881	0.0309163313379333	-0.698932535233826	0.0791386703317357
ENST00000290429.10	ENSG00000100294.12	MCAT	protein_coding	chr22	43132206	43143394	-	2056	0.166642795935178	1.88051651324859	3.40612340608299	0.000799152443778088	0.0309432781393159	-1.19227055082894	0.0426975180369753
ENST00000515723.1	ENSG00000227835.8	CARM1P1	transcribed_unprocessed_pseudogene	chr9	2992062	3014177	-	492	-0.580014442147408	-0.733679146421412	-3.40591181921864	0.000799737135321846	0.0309505038682297	-0.74207152043135	0.302514470666788
ENST00000572428.5	ENSG00000166676.14	TVP23A	protein_coding	chr16	10766676	10774996	-	3256	-0.303015889633058	2.40667752840498	-3.4055098229639	0.000800849099479134	0.0309685437740034	-1.29062765544819	0.105083357201718
ENST00000550186.5	ENSG00000139436.20	GIT2	protein_coding	chr12	109933057	109996224	-	1977	-1.94946720751829	-2.58857048463294	-3.40515106556827	0.000801842681067542	0.0309685437740034	-0.665639329330525	0.531789094240485
ENST00000367097.7	ENSG00000130338.12	TULP4	protein_coding	chr6	158312488	158511828	+	11295	-0.0682746066656815	7.51848201522139	-3.40507485402443	0.000802053897959559	0.0309685437740034	-2.25483499591482	0.212094465242979
ENST00000409177.5	ENSG00000115641.18	FHL2	protein_coding	chr2	105357712	105399667	-	4881	-0.137431597863965	2.22615971922473	-3.40504657311327	0.000802132290476694	0.0309685437740034	-1.25243032368617	0.53254636602449
ENST00000621248.1	ENSG00000275481.1	RP11-474P2.6	lincRNA	chr12	46388856	46392126	+	3271	0.187215809414458	0.96645898539188	3.40502401723086	0.000802194818788975	0.0309685437740034	-1.03143309190606	0.120328131505555
ENST00000485631.1	ENSG00000099968.17	BCL2L13	protein_coding	chr22	17706710	17727670	+	1110	-0.204912638914833	3.12871801862309	-3.40484462212231	0.000802692291425022	0.0309723700537447	-1.43012927327322	0.0521033168495677
ENST00000504430.5	ENSG00000164190.16	NIPBL	protein_coding	chr5	36961506	36997002	+	3455	-0.228958236807486	3.0743640658807	-3.40457405757652	0.000803443127650459	0.0309833475643852	-1.42030277033389	0.0330938088861761
ENST00000453554.1	ENSG00000228549.3	RP11-108M9.3	lincRNA	chr1	16872284	16874044	+	1546	-1.31920418959475	-1.954950811379	-3.4044195142501	0.000803872291218394	0.0309833475643852	-0.717570291759966	0.142606859034298
ENST00000225519.3	ENSG00000197417.7	SHPK	protein_coding	chr17	3608262	3636322	-	3838	-0.177522924040022	3.46674078403829	-3.40431153018183	0.00080417228790906	0.0309833475643852	-1.48647302493161	0.129096951865383
ENST00000560598.1	ENSG00000169918.9	OTUD7A	protein_coding	chr15	31570018	31870677	-	724	-0.182562927400212	1.70785764187744	-3.40339056805524	0.000806735122296098	0.0310408950440961	-1.16603464463089	0.105067349669686
ENST00000216862.7	ENSG00000019186.9	CYP24A1	protein_coding	chr20	54153449	54173973	-	3262	1.14817505801369	-1.88278958640768	3.40330346484975	0.000806977906187954	0.0310408950440961	-0.665838794185819	0.100501189235457
ENST00000374843.8	ENSG00000204257.14	HLA-DMA	protein_coding	chr6	32948613	32953122	-	1123	0.545273001117048	0.0779986121735832	3.40326973273329	0.000807071946502801	0.0310408950440961	-0.906938972314403	0.0309569615721823
ENST00000317376.8	ENSG00000107742.12	SPOCK2	protein_coding	chr10	72059035	72089032	-	5328	-0.115442612161675	8.00491990649786	-3.40320125252271	0.00080726289105032	0.0310408950440961	-2.3675826152356	0.0648021143489481
ENST00000559246.1	ENSG00000259336.1	RP11-323I15.5	lincRNA	chr15	35099022	35169698	-	1342	0.341433447995676	-1.04837248449708	3.40201040394175	0.000810590115969621	0.0311402522006654	-0.721811471909819	0.0472858946788537
ENST00000342751.8	ENSG00000143252.14	SDHC	protein_coding	chr1	161314381	161363189	+	1127	-0.147278057385565	3.79453722149782	-3.40198978016048	0.000810647851500281	0.0311402522006654	-1.56545149553966	0.0462013704638039
ENST00000506793.5	ENSG00000151806.13	GUF1	protein_coding	chr4	44678427	44700759	+	3970	-1.156826033289	2.48417423308965	-3.40148650769232	0.000812057936862153	0.031173000211313	-1.301227314633	0.0628344080348775
ENST00000509621.1	ENSG00000164199.15	ADGRV1	protein_coding	chr5	90694060	90759982	+	5211	0.231325289343186	4.60054841244511	3.40139940005818	0.000812302230586753	0.031173000211313	-1.70861535348736	0.101019959734971
ENST00000473845.1	ENSG00000144619.14	CNTN4	protein_coding	chr3	2900711	2927631	+	726	-0.577600750854899	-1.5969492410704	-3.40119693223642	0.000812870317929126	0.0311794115535222	-0.671881073002536	0.263288488011799
ENST00000378105.4	ENSG00000204956.5	PCDHGA1	protein_coding	chr5	141330571	141334639	+	4069	0.255606924066395	1.10862797882758	3.40085581677382	0.000813828265133393	0.0311934709261226	-1.06842215843187	0.108608833622773
ENST00000370728.5	ENSG00000117114.19	ADGRL2	protein_coding	chr1	81306166	81992422	+	6302	2.52129561713003	-2.24094412553424	3.40078073385099	0.000814039260567238	0.0311934709261226	-0.67934439057398	0.0581839808798719
ENST00000623634.1	ENSG00000280038.1	DNM1P41	TEC	chr15	84166547	84169896	-	3350	-0.195455570785001	1.03291221813731	-3.40041330826396	0.000815072524970204	0.0312134070217217	-1.05407738944553	0.136540247806184
ENST00000370939.7	ENSG00000112146.16	FBXO9	protein_coding	chr6	53064998	53097888	+	1580	-0.141624763006077	4.67595645737785	-3.40031029384459	0.000815362439371277	0.0312134070217217	-1.74522466951943	0.0422840006401753
ENST00000568248.1	ENSG00000259820.1	AC083843.1	lincRNA	chr8	134792020	134798272	-	6253	0.157941208857062	2.69566664523663	3.39988322024749	0.00081656538507233	0.0312373844014927	-1.35638749221076	0.614936567868005
ENST00000488209.1	ENSG00000136059.14	VILL	protein_coding	chr3	38004064	38006204	+	543	1.52292104163487	-2.8914667601862	3.39980272083128	0.000816792314961219	0.0312373844014927	-0.982845722111416	0.055557111085621
ENST00000356244.7	ENSG00000100401.19	RANGAP1	protein_coding	chr22	41245611	41286251	-	3060	-0.108465189767526	6.35396000199644	-3.3981037107915	0.000821595643330345	0.0314056348421506	-2.04827862005428	0.331609883132387
ENST00000242315.3	ENSG00000122733.12	PHF24	protein_coding	chr9	34958324	34982544	+	5718	-0.125181031766111	7.17786492191089	-3.39758649194082	0.000823063124988184	0.0314462692716616	-2.21682743074347	0.553818311877737
ENST00000538168.5	ENSG00000101638.13	ST8SIA5	protein_coding	chr18	46667821	46756809	-	13761	-0.143339754535834	6.89428285810684	-3.39686636049257	0.000825110402517304	0.0315090048112576	-2.15513678341481	0.0568846645105575
ENST00000532428.6	ENSG00000149089.12	APIP	protein_coding	chr11	34853094	34890741	-	4583	0.191284442917944	1.13852637449077	3.39533377828984	0.000829483270194385	0.0316604439163542	-1.09064643726162	0.0717168719175889
ENST00000249806.10	ENSG00000128973.12	CLN6	protein_coding	chr15	68206992	68229743	-	2243	-0.192894119190896	2.36848172390009	-3.39512922744471	0.000830068544449581	0.0316672371594479	-1.31178191754306	0.342284282453895
ENST00000517617.1	ENSG00000046889.18	PREX2	protein_coding	chr8	67952489	68111089	+	3015	0.14727871722239	4.42511016034652	3.39358908760913	0.000834487704131405	0.031820215299763	-1.70161795473354	0.095304948579009
ENST00000453959.5	ENSG00000240038.6	AMY2B	protein_coding	chr1	103565031	103572200	+	869	-0.22595830988076	0.854871655507628	-3.39255432634292	0.0008374691091326	0.0319182466838528	-1.0508985233063	0.04177844009164
ENST00000398061.5	ENSG00000160216.18	AGPAT3	protein_coding	chr21	43882544	43984673	+	3595	-2.28700283615984	-0.276601575692069	-3.39179249291784	0.000839670500985708	0.0319864681291714	-0.871264483012184	0.131686783973403
ENST00000421378.2	ENSG00000231028.8	LINC00271	lincRNA	chr6	135497854	135690835	+	1580	0.362093399281543	-1.17044048784766	3.39063508231383	0.000843025303673776	0.0320985393538864	-0.734886298140723	0.0178192075986781
ENST00000338682.7	ENSG00000189127.7	ANKRD34B	protein_coding	chr5	80556755	80570488	-	3938	-0.381986070764817	-0.393741519766956	-3.3896214360128	0.000845973684996896	0.0321950337780268	-0.860945400932036	0.288828375627966
ENST00000366528.3	ENSG00000203667.9	COX20	protein_coding	chr1	244835616	244843252	+	568	-1.1097885216138	-1.54742996477311	-3.38919177444362	0.000847226342440797	0.0322269315678924	-0.743163488169771	0.195216973298755
ENST00000360718.5	ENSG00000161011.19	SQSTM1	protein_coding	chr5	179822485	179837255	+	2253	-0.100426507477157	6.36858014379584	-3.38809015271445	0.000850445991300177	0.0323335823098234	-2.0779275258391	0.119994459345129
ENST00000438436.2	ENSG00000234171.2	RNASEH1-AS1	antisense	chr2	3558492	3561745	+	1218	-0.279874812277845	0.648328399652309	-3.38409145331161	0.000862229096289674	0.032765548502699	-1.04143781168231	0.0510091900432686
ENST00000336640.10	ENSG00000156475.18	PPP2R2B	protein_coding	chr5	146589511	147055974	-	2008	-0.228812680853784	3.60611041423683	-3.38382321972465	0.000863024943897823	0.0327797700967542	-1.59418187837728	0.353663482229271
ENST00000598567.1	ENSG00000105393.15	BABAM1	protein_coding	chr19	17268997	17279339	+	534	2.01010382689569	-2.83882032606643	3.3828395531527	0.000865949354758994	0.0328695065068582	-0.777920310170275	0.282910371093051
ENST00000497377.5	ENSG00000234745.9	HLA-B	protein_coding	chr6	31353872	31355076	-	917	-0.752881609599111	-0.533166306974484	-3.38268529207185	0.000866408807231659	0.0328695065068582	-0.839522567506353	0.658667883002148
ENST00000526520.5	ENSG00000224712.12	NPIPA3	protein_coding	chr16	14708944	14724778	+	954	1.68404108341275	-1.99648831839146	3.38258815666534	0.000866698232977468	0.0328695065068582	-0.74320402684718	0.388102863718291
ENST00000323817.7	ENSG00000155111.14	CDK19	protein_coding	chr6	110609978	110815637	-	6067	1.40135388914149	2.88699727942455	3.38246056040209	0.000867078557499243	0.0328695065068582	-1.48562442619302	0.145969003766105
ENST00000377939.4	ENSG00000158286.12	RNF207	protein_coding	chr1	6206176	6221299	+	3924	-0.142044784407947	2.64818731135995	-3.38230765630592	0.000867534522136788	0.0328707646667326	-1.40298136163943	0.133773698314861
ENST00000440026.1	ENSG00000214719.11	AC005562.1	processed_transcript	chr17	30607658	30635466	+	1961	-0.850390508384669	0.560940259364024	-3.38148213738368	0.00087000011662827	0.0329481291124442	-1.03299494988568	0.393450857208661
ENST00000563542.5	ENSG00000066933.15	MYO9A	protein_coding	chr15	71889472	72046636	-	8864	0.120699835591758	3.5420581968923	3.38075305766405	0.000872183116872375	0.0329860522118526	-1.58127417328732	0.250915460406249
ENST00000596353.1	ENSG00000105499.13	PLA2G4C	protein_coding	chr19	48054890	48067931	-	456	-0.498522068934401	-0.942314945392366	-3.38069431614366	0.000872359222485601	0.0329860522118526	-0.800258832627581	0.188672153132077
ENST00000428128.1	ENSG00000187627.14	RGPD1	protein_coding	chr2	86976214	87012741	+	3479	1.20909425222633	-0.225701704088524	3.38058344841953	0.000872691691678674	0.0329860522118526	-0.928594766563522	0.0350426843101561
ENST00000515211.1	ENSG00000135824.12	RGS8	protein_coding	chr1	182666946	182684576	-	566	0.322073713529587	-0.981943393730243	3.38058117408243	0.00087269851318046	0.0329860522118526	-0.799660307325582	0.230441673187894
ENST00000305988.5	ENSG00000169252.5	ADRB2	protein_coding	chr5	148825245	148828687	+	3443	0.266511840024603	1.3862911478999	3.38013684341649	0.000874032166219425	0.0330204086120312	-1.18164716537264	0.161469000382626
ENST00000323469.4	ENSG00000176490.4	DIRAS1	protein_coding	chr19	2714567	2721418	-	3424	-0.114712019300703	6.67909750508202	-3.37982076233022	0.000874982038439699	0.0330402396739614	-2.17992333864406	0.0802637979185872
ENST00000390674.2	ENSG00000212125.2	TAS2R15P	processed_pseudogene	chr12	10964425	10965352	-	928	-0.141136654568534	1.9086057885291	-3.37918407445436	0.000876898311788819	0.0330965260881459	-1.27592516342257	0.266235426537054
ENST00000562653.1	ENSG00000260677.1	RP11-546O6.4	lincRNA	chr9	97743208	97744935	+	1728	-0.158554197047759	0.810532640174124	-3.37902144803878	0.000877388405377742	0.0330989560980686	-1.08373687654392	0.0621799005541511
ENST00000360151.8	ENSG00000183793.13	NPIPA5	protein_coding	chr16	15363624	15378294	-	1088	0.948355967303328	1.75933077602167	3.37884583027501	0.000877917937257366	0.0331028708155966	-1.26153207454809	0.500636396048688
ENST00000430986.6	ENSG00000108924.13	HLF	protein_coding	chr17	55265810	55321414	+	1385	-1.02259320151313	-1.90686456820536	-3.37779937187687	0.000881079468264774	0.0332059760822037	-0.741154935008979	0.248052262578699
ENST00000551338.1	ENSG00000108774.14	RAB5C	protein_coding	chr17	42126523	42128759	-	560	-0.518833228472022	-1.38303643815944	-3.37738935816331	0.000882321087676282	0.0332161587453496	-0.753726319533298	0.120353208552399
ENST00000581068.5	ENSG00000182628.12	SKA2	protein_coding	chr17	59111956	59155248	-	595	-0.23646881199098	0.878453084986586	-3.37731136648791	0.000882557450029789	0.0332161587453496	-1.1063567372423	0.0532400167970731
ENST00000506982.1	ENSG00000248828.1	RP11-673E1.4	antisense	chr4	143953635	144126359	+	832	0.228595454592195	1.56082867457066	3.37728700079982	0.000882631305053276	0.0332161587453496	-1.22339784708564	0.0937723285850799
ENST00000637377.1	ENSG00000283445.1	RP11-63G10.4	lincRNA	chr1	58715609	58759623	+	2219	0.45684079816131	-1.55342400117354	3.37643385353541	0.000885220929280298	0.0332974974608337	-0.750436387313378	0.221699196297998
ENST00000438709.6	ENSG00000196912.12	ANKRD36B	protein_coding	chr2	97504798	97589965	-	6067	0.530769976637549	3.97254776676387	3.37606405768911	0.000886345602724091	0.0333236801797863	-1.6907645065096	0.30853814109791
ENST00000450989.5	ENSG00000235703.5	LINC00894	antisense	chrX	149945633	149952906	+	2361	-0.242004850554238	1.10936152489092	-3.37586417417773	0.00088695407121538	0.0333304393605586	-1.14959798599671	0.149682693661542
ENST00000380620.8	ENSG00000183778.17	B3GALT5	protein_coding	chr21	39556442	39673137	+	13170	-0.18161476551453	2.10833634093083	-3.37564775869538	0.000887613304833156	0.0333390987684917	-1.32106021537797	0.102788268113152
ENST00000373146.5	ENSG00000160408.14	ST6GALNAC6	protein_coding	chr9	127885321	127899653	-	2460	-2.94226425101785	-0.890118044589194	-3.37401118559786	0.000892613385747326	0.033510714988824	-0.817836611246102	0.0438474286100149
ENST00000423339.2	ENSG00000149231.11	CCDC82	protein_coding	chr11	96353646	96384990	-	1878	0.168558719622794	3.73711521190176	3.37322293551397	0.00089503103404298	0.0335585439426632	-1.64955580707338	0.667938196635971
ENST00000441245.5	ENSG00000230021.8	RP5-857K21.4	lincRNA	chr1	701936	720150	-	629	-0.953742065172313	-0.601751795111131	-3.37299986508689	0.000895716324649742	0.0335585439426632	-0.862179564630281	0.618218895594712
ENST00000399808.4	ENSG00000142089.15	IFITM3	protein_coding	chr11	319669	321050	-	808	-0.315891121625569	4.14901346349805	-3.37291141476146	0.000895988186943878	0.0335585439426632	-1.70110676396837	0.0989524585662745
ENST00000377614.7	ENSG00000227449.8	RP11-111F5.5	transcribed_unprocessed_pseudogene	chr9	62376161	62435199	+	1890	0.259446451701466	3.65739273324794	3.37287746568571	0.000896092553815235	0.0335585439426632	-1.63493165605031	0.0410887597457304
ENST00000601484.2	ENSG00000269176.2	RP11-727F15.12	antisense	chr11	62786023	62786785	-	763	-0.17775185682071	0.96690660689506	-3.37283911970827	0.000896210451377591	0.0335585439426632	-1.13369864354963	0.0825428093294753
ENST00000461208.5	ENSG00000163832.15	ELP6	protein_coding	chr3	47501527	47511226	-	594	-0.441712783154478	-0.999729559007679	-3.37275240487987	0.000896477115998861	0.0335585439426632	-0.806921376315064	0.0463201985177235
ENST00000636557.1	ENSG00000250770.3	RP5-1063M23.3	transcribed_unprocessed_pseudogene	chr12	3298659	3366122	-	2959	-0.380719874280977	-0.819333302773939	-3.37127083281655	0.000901044697271172	0.0337132941351461	-0.850332789226944	0.132413523583135
ENST00000275493.6	ENSG00000146648.16	EGFR	protein_coding	chr7	55019101	55211628	+	9821	-0.196267403467935	5.55810839494764	-3.37110347702193	0.00090156200723937	0.0337164242726604	-1.97261076244621	0.258515367432575
ENST00000543681.1	ENSG00000155816.19	FMN2	protein_coding	chr1	240457482	240474267	+	2902	-0.183862038877295	1.3692449280615	-3.37004678698578	0.000904834729488694	0.0337795789402487	-1.2062222331224	0.24670389327719
ENST00000261275.4	ENSG00000104059.4	FAM189A1	protein_coding	chr15	29120254	29570723	-	4705	-0.159988731132037	4.48028434789773	-3.37004167375251	0.000904850592851929	0.0337795789402487	-1.79088864957373	0.384672963059988
ENST00000372228.7	ENSG00000130714.15	POMT1	protein_coding	chr9	131502925	131523806	+	3123	1.35756171986642	0.818524513411959	3.36992297507232	0.000905218918226984	0.0337795789402487	-1.11574206378291	0.135729173664364
ENST00000259455.3	ENSG00000136928.6	GABBR2	protein_coding	chr9	98288082	98709197	-	5788	-0.122644239997991	7.75136144033798	-3.36985951504558	0.000905415893925295	0.0337795789402487	-2.42507629403773	0.128310746789782
ENST00000596558.6	ENSG00000105701.15	FKBP8	protein_coding	chr19	18531762	18542972	-	1756	0.216836449396099	4.49958328725369	3.36976773232019	0.000905700852206096	0.0337795789402487	-1.80197466399635	0.0635110083350182
ENST00000621160.4	ENSG00000165949.12	IFI27	protein_coding	chr14	94110749	94116695	+	644	-0.308854751833745	2.17315104464771	-3.3697172827679	0.000905857518847828	0.0337795789402487	-1.35026840758697	0.31955558167051
ENST00000315396.7	ENSG00000105479.15	CCDC114	protein_coding	chr19	48296457	48320075	-	3215	0.275260437487669	-0.715498751748883	3.36862477733802	0.00090925641260315	0.0338900700287128	-0.867724535263327	0.236863561916043
ENST00000491177.1	ENSG00000189171.14	S100A13	protein_coding	chr1	153618808	153631360	-	2184	0.322415184953704	-0.587328776880604	3.3675092250609	0.000912739293226162	0.0339824913462327	-0.886067295166591	0.109656216304255
ENST00000378482.6	ENSG00000156298.12	TSPAN7	protein_coding	chrX	38561370	38688913	+	1909	-0.115543385198547	8.28320600444226	-3.36740422860268	0.000913067744710382	0.0339824913462327	-2.54261319376163	0.126937926035677
ENST00000382776.5	ENSG00000206077.10	ZDHHC11B	protein_coding	chr5	716808	766919	-	1116	-0.382428037860081	2.32057522858403	-3.36734541151697	0.000913251785420057	0.0339824913462327	-1.39203952110861	0.313965596575932
ENST00000502798.6	ENSG00000122012.13	SV2C	protein_coding	chr5	76083172	76333956	+	11035	-0.284312932062195	4.99314110833462	-3.36727110798048	0.00091348433329423	0.0339824913462327	-1.89699573749564	0.418541557121558
ENST00000343307.4	ENSG00000187676.7	B3GLCT	protein_coding	chr13	31199936	31332276	+	4254	-0.128219163136882	4.61647323081132	-3.36645024070232	0.000916057084945229	0.0340619026085565	-1.82775737149232	0.178433323805642
ENST00000514463.1	ENSG00000070476.14	ZXDC	protein_coding	chr3	126437601	126443409	-	4639	0.226493016398719	2.30560440446703	3.36619402894972	0.000916861484955325	0.0340652378096101	-1.39321057670567	0.335952738260806
ENST00000460639.2	ENSG00000085224.21	ATRX	protein_coding	chrX	77634422	77652150	-	461	-0.435142180576859	-1.40534090776916	-3.36611580684026	0.000917107201743092	0.0340652378096101	-0.781928299340852	0.15593589314859
ENST00000321016.12	ENSG00000080854.14	IGSF9B	protein_coding	chr11	133919039	133956754	-	4050	1.44856371955497	-0.727668534356893	3.36600314986583	0.000917461195798375	0.0340652378096101	-0.948686053184841	0.0687745989524949
ENST00000375587.7	ENSG00000188312.13	CENPP	protein_coding	chr9	92325484	92620533	+	8766	-0.396603023598044	1.66791619912621	-3.36556820737413	0.000918829082352761	0.03409974279376	-1.27324606711045	0.130835128141096
ENST00000228865.2	ENSG00000111269.2	CREBL2	protein_coding	chr12	12611892	12645108	+	3754	-0.079978924114766	6.19782884659856	-3.36540330833782	0.000919348184603764	0.0341027296531215	-2.12266713431275	0.0328149030306476
ENST00000536632.1	ENSG00000060709.14	RIMBP2	protein_coding	chr12	130399751	130414710	-	994	0.504914854967988	0.270033993742518	3.36513655299339	0.000920188510383641	0.0341081742343243	-1.04948842359125	0.359082369402262
ENST00000342694.6	ENSG00000159899.14	NPR2	protein_coding	chr9	35792154	35809732	+	3686	-0.212489894155077	3.19009323787829	-3.36507822748965	0.000920372341396945	0.0341081742343243	-1.56057239139659	0.152243020717496
ENST00000601814.5	ENSG00000237094.11	RP4-669L17.10	lincRNA	chr1	484832	495476	-	635	-0.350787920166778	-0.253348915804063	-3.36443387670325	0.000922405497015584	0.0341512993563446	-0.9478180222496	0.0216466675233445
ENST00000574987.1	ENSG00000167720.12	SRR	protein_coding	chr17	2303954	2323222	+	577	-1.4260998178014	-3.40181560668541	-3.36443102122892	0.000922414516377153	0.0341512993563446	-1.27351862086077	0.317778540056082
ENST00000252945.7	ENSG00000130649.9	CYP2E1	protein_coding	chr10	133527363	133539116	+	1667	0.541617437203945	1.24543271420993	3.36425011395217	0.000922986101816153	0.0341561967711594	-1.22532148811645	0.203107710628202
ENST00000407693.6	ENSG00000106853.17	PTGR1	protein_coding	chr9	111562967	111599855	-	1407	-0.362564647322543	1.71818401063367	-3.36375068521746	0.000924565788588335	0.0341931127099738	-1.30442733387766	0.0757496164575907
ENST00000376354.5	ENSG00000125246.15	CLYBL	protein_coding	chr13	99606690	99891613	+	1127	-0.452437313923384	-0.180353220414087	-3.36365673664597	0.000924863228669773	0.0341931127099738	-0.97111795141257	0.153134290377049
ENST00000456472.1	ENSG00000235310.1	GXYLT1P6	processed_pseudogene	chr9	64488600	64489786	+	1187	0.917268111448459	0.61224190508917	3.36316464641566	0.000926422640636485	0.0342344868391097	-1.1150908361158	0.684127679244383
ENST00000483450.1	ENSG00000197935.6	ZNF311	protein_coding	chr6	28994785	29005316	-	3027	-0.691290213710261	-1.61583653775775	-3.36127922177217	0.000932420216781446	0.0344303239489351	-0.788707149628976	0.133562740107345
ENST00000485843.1	ENSG00000171084.15	FAM86JP	transcribed_unprocessed_pseudogene	chr3	125916630	125930024	+	2012	-1.5931011939442	-2.7454603365376	-3.36122041173912	0.000932607874423888	0.0344303239489351	-0.925417363975477	0.0883820972129983
